customer_id,customer_name,region,segment
CUST-JOIN-0041,Freight Account 41,Europe,Startup
CUST-JOIN-0042,Freight Account 42,Asia Pacific,Startup
CUST-JOIN-0043,Freight Account 43,Europe,Startup
CUST-JOIN-0044,Freight Account 44,North America,Startup
CUST-JOIN-0045,Freight Account 45,Asia Pacific,SMB
CUST-JOIN-0046,Freight Account 46,North America,Startup
CUST-JOIN-0047,Freight Account 47,North America,SMB
CUST-JOIN-0048,Freight Account 48,North America,SMB
CUST-JOIN-0049,Freight Account 49,Asia Pacific,Startup
CUST-JOIN-0050,Freight Account 50,North America,SMB
CUST-JOIN-0051,Freight Account 51,Asia Pacific,SMB
CUST-JOIN-0052,Freight Account 52,North America,Startup
CUST-JOIN-0053,Freight Account 53,Europe,Enterprise
CUST-JOIN-0054,Freight Account 54,Europe,SMB
CUST-JOIN-0055,Freight Account 55,North America,Enterprise
CUST-JOIN-0056,Freight Account 56,Asia Pacific,SMB
CUST-JOIN-0057,Freight Account 57,Europe,Startup
CUST-JOIN-0058,Freight Account 58,Asia Pacific,Startup
CUST-JOIN-0059,Freight Account 59,Europe,SMB
CUST-JOIN-0060,Freight Account 60,North America,Startup
CUST-JOIN-0061,Freight Account 61,North America,Startup
CUST-JOIN-0062,Freight Account 62,Asia Pacific,Startup
CUST-JOIN-0063,Freight Account 63,Europe,SMB
CUST-JOIN-0064,Freight Account 64,Asia Pacific,Startup
CUST-JOIN-0065,Freight Account 65,Europe,Startup
CUST-JOIN-0066,Freight Account 66,Europe,Startup
CUST-JOIN-0067,Freight Account 67,Europe,SMB
CUST-JOIN-0068,Freight Account 68,Asia Pacific,SMB
CUST-JOIN-0069,Freight Account 69,Asia Pacific,Startup
CUST-JOIN-0070,Freight Account 70,Asia Pacific,Startup
CUST-JOIN-0071,Freight Account 71,North America,SMB
CUST-JOIN-0072,Freight Account 72,North America,SMB
CUST-JOIN-0073,Freight Account 73,Europe,Startup
CUST-JOIN-0074,Freight Account 74,North America,SMB
CUST-JOIN-0075,Freight Account 75,Asia Pacific,SMB
CUST-JOIN-0076,Freight Account 76,North America,Startup
CUST-JOIN-0077,Freight Account 77,Europe,Startup
CUST-JOIN-0078,Freight Account 78,Asia Pacific,Startup
CUST-JOIN-0079,Freight Account 79,North America,Startup
CUST-JOIN-0080,Freight Account 80,Europe,Startup
CUST-JOIN-0081,Freight Account 81,Europe,SMB
CUST-JOIN-0082,Freight Account 82,Asia Pacific,Startup
CUST-JOIN-0083,Freight Account 83,Asia Pacific,Startup
CUST-JOIN-0084,Freight Account 84,Asia Pacific,SMB
CUST-JOIN-0085,Freight Account 85,Asia Pacific,SMB
CUST-JOIN-0086,Freight Account 86,Europe,Startup
CUST-JOIN-0087,Freight Account 87,Asia Pacific,Startup
CUST-JOIN-0088,Freight Account 88,Europe,SMB
CUST-JOIN-0089,Freight Account 89,Europe,Startup
CUST-JOIN-0090,Freight Account 90,Europe,Startup
CUST-JOIN-0091,Freight Account 91,Asia Pacific,SMB
CUST-JOIN-0092,Freight Account 92,Europe,Startup
CUST-JOIN-0093,Freight Account 93,Europe,Startup
CUST-JOIN-0094,Freight Account 94,North America,Startup
CUST-JOIN-0095,Freight Account 95,Europe,Startup
CUST-JOIN-0096,Freight Account 96,North America,Startup
CUST-JOIN-0097,Freight Account 97,Europe,SMB
CUST-JOIN-0098,Freight Account 98,North America,Startup
CUST-JOIN-0099,Freight Account 99,Europe,Enterprise
CUST-JOIN-0100,Freight Account 100,Europe,Enterprise
CUST-JOIN-0101,Freight Account 101,Europe,SMB
CUST-JOIN-0102,Freight Account 102,Asia Pacific,SMB
CUST-JOIN-0103,Freight Account 103,Asia Pacific,SMB
CUST-JOIN-0104,Freight Account 104,Asia Pacific,Startup
CUST-JOIN-0105,Freight Account 105,Europe,Startup
CUST-JOIN-0106,Freight Account 106,Europe,SMB
CUST-JOIN-0107,Freight Account 107,Asia Pacific,Startup
CUST-JOIN-0108,Freight Account 108,Europe,SMB
CUST-JOIN-0109,Freight Account 109,North America,Startup
CUST-JOIN-0110,Freight Account 110,Asia Pacific,SMB
CUST-JOIN-0111,Freight Account 111,Europe,SMB
CUST-JOIN-0112,Freight Account 112,Europe,Startup
CUST-JOIN-0113,Freight Account 113,North America,Startup
CUST-JOIN-0114,Freight Account 114,Asia Pacific,Startup
CUST-JOIN-0115,Freight Account 115,Asia Pacific,Startup
CUST-JOIN-0116,Freight Account 116,North America,SMB
CUST-JOIN-0117,Freight Account 117,Asia Pacific,SMB
CUST-JOIN-0118,Freight Account 118,North America,SMB
CUST-JOIN-0119,Freight Account 119,Europe,SMB
CUST-JOIN-0120,Freight Account 120,North America,Startup
CUST-JOIN-0121,Freight Account 121,North America,Startup
CUST-JOIN-0122,Freight Account 122,North America,Startup
CUST-JOIN-0123,Freight Account 123,Europe,Startup
CUST-JOIN-0124,Freight Account 124,North America,SMB
CUST-JOIN-0125,Freight Account 125,Europe,Enterprise
CUST-JOIN-0126,Freight Account 126,North America,Enterprise
CUST-JOIN-0127,Freight Account 127,Europe,Startup
CUST-JOIN-0128,Freight Account 128,Europe,Startup
CUST-JOIN-0129,Freight Account 129,Europe,Startup
CUST-JOIN-0130,Freight Account 130,Europe,Enterprise
CUST-JOIN-0131,Freight Account 131,Europe,SMB
CUST-JOIN-0132,Freight Account 132,Europe,Startup
CUST-JOIN-0133,Freight Account 133,North America,SMB
CUST-JOIN-0134,Freight Account 134,Europe,Startup
CUST-JOIN-0135,Freight Account 135,Europe,Startup
CUST-JOIN-0136,Freight Account 136,Europe,Startup
CUST-JOIN-0137,Freight Account 137,Asia Pacific,Startup
CUST-JOIN-0138,Freight Account 138,Asia Pacific,Startup
CUST-JOIN-0139,Freight Account 139,North America,SMB
CUST-JOIN-0140,Freight Account 140,Europe,Startup
CUST-JOIN-0141,Freight Account 141,Asia Pacific,Startup
CUST-JOIN-0142,Freight Account 142,Asia Pacific,Startup
CUST-JOIN-0143,Freight Account 143,Europe,Startup
CUST-JOIN-0144,Freight Account 144,Asia Pacific,SMB
CUST-JOIN-0145,Freight Account 145,North America,Startup
CUST-JOIN-0146,Freight Account 146,Europe,Startup
CUST-JOIN-0147,Freight Account 147,North America,Startup
CUST-JOIN-0148,Freight Account 148,Europe,SMB
CUST-JOIN-0149,Freight Account 149,North America,Startup
CUST-JOIN-0150,Freight Account 150,Asia Pacific,SMB
CUST-JOIN-0151,Freight Account 151,North America,Startup
CUST-JOIN-0152,Freight Account 152,Europe,Startup
CUST-JOIN-0153,Freight Account 153,North America,Startup
CUST-JOIN-0154,Freight Account 154,Europe,SMB
CUST-JOIN-0155,Freight Account 155,Asia Pacific,SMB
CUST-JOIN-0156,Freight Account 156,North America,SMB
CUST-JOIN-0157,Freight Account 157,Europe,Startup
CUST-JOIN-0158,Freight Account 158,Asia Pacific,Startup
CUST-JOIN-0159,Freight Account 159,Europe,Startup
CUST-JOIN-0160,Freight Account 160,Europe,SMB
CUST-JOIN-0161,Freight Account 161,Europe,Startup
CUST-JOIN-0162,Freight Account 162,Europe,Startup
CUST-JOIN-0163,Freight Account 163,North America,SMB
CUST-JOIN-0164,Freight Account 164,Europe,Startup
CUST-JOIN-0165,Freight Account 165,Asia Pacific,SMB
CUST-JOIN-0166,Freight Account 166,Asia Pacific,SMB
CUST-JOIN-0167,Freight Account 167,Europe,SMB
CUST-JOIN-0168,Freight Account 168,North America,Startup
CUST-JOIN-0169,Freight Account 169,North America,Enterprise
CUST-JOIN-0170,Freight Account 170,Europe,Startup
CUST-JOIN-0171,Freight Account 171,Asia Pacific,SMB
CUST-JOIN-0172,Freight Account 172,Asia Pacific,SMB
CUST-JOIN-0173,Freight Account 173,North America,Startup
CUST-JOIN-0174,Freight Account 174,Asia Pacific,Startup
CUST-JOIN-0175,Freight Account 175,North America,SMB
CUST-JOIN-0176,Freight Account 176,North America,Startup
CUST-JOIN-0177,Freight Account 177,North America,Enterprise
CUST-JOIN-0178,Freight Account 178,Europe,Enterprise
CUST-JOIN-0179,Freight Account 179,Europe,Startup
CUST-JOIN-0180,Freight Account 180,Asia Pacific,SMB
CUST-JOIN-0181,Freight Account 181,North America,SMB
CUST-JOIN-0182,Freight Account 182,Asia Pacific,Startup
CUST-JOIN-0183,Freight Account 183,Asia Pacific,Enterprise
CUST-JOIN-0184,Freight Account 184,Europe,SMB
CUST-JOIN-0185,Freight Account 185,Asia Pacific,SMB
CUST-JOIN-0186,Freight Account 186,North America,Startup
CUST-JOIN-0187,Freight Account 187,Europe,SMB
CUST-JOIN-0188,Freight Account 188,Asia Pacific,SMB
CUST-JOIN-0189,Freight Account 189,North America,Startup
CUST-JOIN-0190,Freight Account 190,Europe,Startup
CUST-JOIN-0191,Freight Account 191,Europe,SMB
CUST-JOIN-0192,Freight Account 192,Asia Pacific,Startup
CUST-JOIN-0193,Freight Account 193,Asia Pacific,Enterprise
CUST-JOIN-0194,Freight Account 194,Europe,SMB
CUST-JOIN-0195,Freight Account 195,Europe,Startup
CUST-JOIN-0196,Freight Account 196,Europe,Startup
CUST-JOIN-0197,Freight Account 197,North America,Startup
CUST-JOIN-0198,Freight Account 198,North America,Startup
CUST-JOIN-0199,Freight Account 199,Asia Pacific,Enterprise
CUST-JOIN-0200,Freight Account 200,Asia Pacific,SMB
CUST-JOIN-0201,Freight Account 201,North America,SMB
CUST-JOIN-0202,Freight Account 202,Europe,SMB
CUST-JOIN-0203,Freight Account 203,Europe,SMB
CUST-JOIN-0204,Freight Account 204,North America,SMB
CUST-JOIN-0205,Freight Account 205,Europe,Startup
CUST-JOIN-0206,Freight Account 206,Europe,SMB
CUST-JOIN-0207,Freight Account 207,North America,Startup
CUST-JOIN-0208,Freight Account 208,Europe,SMB
CUST-JOIN-0209,Freight Account 209,Asia Pacific,Startup
CUST-JOIN-0210,Freight Account 210,North America,Startup
CUST-JOIN-0211,Freight Account 211,Asia Pacific,Enterprise
CUST-JOIN-0212,Freight Account 212,Europe,SMB
CUST-JOIN-0213,Freight Account 213,Asia Pacific,SMB
CUST-JOIN-0214,Freight Account 214,North America,SMB
CUST-JOIN-0215,Freight Account 215,North America,SMB
CUST-JOIN-0216,Freight Account 216,Europe,SMB
CUST-JOIN-0217,Freight Account 217,Asia Pacific,SMB
CUST-JOIN-0218,Freight Account 218,Asia Pacific,SMB
CUST-JOIN-0219,Freight Account 219,North America,SMB
CUST-JOIN-0220,Freight Account 220,North America,Startup
CUST-JOIN-0221,Freight Account 221,Europe,Startup
CUST-JOIN-0222,Freight Account 222,Europe,Startup
CUST-JOIN-0223,Freight Account 223,Asia Pacific,SMB
CUST-JOIN-0224,Freight Account 224,Europe,Startup
CUST-JOIN-0225,Freight Account 225,Asia Pacific,SMB
CUST-JOIN-0226,Freight Account 226,Asia Pacific,Startup
CUST-JOIN-0227,Freight Account 227,Europe,SMB
CUST-JOIN-0228,Freight Account 228,North America,Startup
CUST-JOIN-0229,Freight Account 229,North America,Startup
CUST-JOIN-0230,Freight Account 230,Europe,SMB
CUST-JOIN-0231,Freight Account 231,Europe,SMB
CUST-JOIN-0232,Freight Account 232,Asia Pacific,Startup
CUST-JOIN-0233,Freight Account 233,North America,SMB
CUST-JOIN-0234,Freight Account 234,Asia Pacific,Startup
CUST-JOIN-0235,Freight Account 235,Europe,Startup
CUST-JOIN-0236,Freight Account 236,Asia Pacific,Startup
CUST-JOIN-0237,Freight Account 237,Europe,SMB
CUST-JOIN-0238,Freight Account 238,Europe,SMB
CUST-JOIN-0239,Freight Account 239,Asia Pacific,SMB
CUST-JOIN-0240,Freight Account 240,Asia Pacific,Startup
CUST-JOIN-0241,Freight Account 241,Asia Pacific,Startup
CUST-JOIN-0242,Freight Account 242,North America,Startup
CUST-JOIN-0243,Freight Account 243,North America,Startup
CUST-JOIN-0244,Freight Account 244,Asia Pacific,Startup
CUST-JOIN-0245,Freight Account 245,Asia Pacific,Enterprise
CUST-JOIN-0246,Freight Account 246,North America,Startup
CUST-JOIN-0247,Freight Account 247,Europe,Startup
CUST-JOIN-0248,Freight Account 248,North America,Startup
CUST-JOIN-0249,Freight Account 249,North America,Startup
CUST-JOIN-0250,Freight Account 250,Europe,SMB
CUST-JOIN-0251,Freight Account 251,Europe,SMB
CUST-JOIN-0252,Freight Account 252,Asia Pacific,Startup
CUST-JOIN-0253,Freight Account 253,Europe,Startup
CUST-JOIN-0254,Freight Account 254,North America,Startup
CUST-JOIN-0255,Freight Account 255,North America,Startup
CUST-JOIN-0256,Freight Account 256,Asia Pacific,Startup
CUST-JOIN-0257,Freight Account 257,North America,Startup
CUST-JOIN-0258,Freight Account 258,Asia Pacific,Startup
CUST-JOIN-0259,Freight Account 259,Europe,Startup
CUST-JOIN-0260,Freight Account 260,Asia Pacific,SMB
CUST-JOIN-0261,Freight Account 261,Asia Pacific,Startup
CUST-JOIN-0262,Freight Account 262,Asia Pacific,Startup
CUST-JOIN-0263,Freight Account 263,Europe,Enterprise
CUST-JOIN-0264,Freight Account 264,Europe,SMB
CUST-JOIN-0265,Freight Account 265,Europe,SMB
CUST-JOIN-0266,Freight Account 266,Europe,Startup
CUST-JOIN-0267,Freight Account 267,Europe,Startup
CUST-JOIN-0268,Freight Account 268,Europe,SMB
CUST-JOIN-0269,Freight Account 269,North America,SMB
CUST-JOIN-0270,Freight Account 270,North America,Startup
CUST-JOIN-0271,Freight Account 271,Asia Pacific,SMB
CUST-JOIN-0272,Freight Account 272,North America,SMB
CUST-JOIN-0273,Freight Account 273,Europe,Enterprise
CUST-JOIN-0274,Freight Account 274,Europe,Startup
CUST-JOIN-0275,Freight Account 275,Asia Pacific,SMB
CUST-JOIN-0276,Freight Account 276,Asia Pacific,Enterprise
CUST-JOIN-0277,Freight Account 277,Asia Pacific,Startup
CUST-JOIN-0278,Freight Account 278,Europe,Startup
CUST-JOIN-0279,Freight Account 279,Europe,Startup
CUST-JOIN-0280,Freight Account 280,Asia Pacific,Startup
CUST-JOIN-0281,Freight Account 281,Europe,SMB
CUST-JOIN-0282,Freight Account 282,Asia Pacific,Startup
CUST-JOIN-0283,Freight Account 283,Europe,Enterprise
CUST-JOIN-0284,Freight Account 284,Asia Pacific,Startup
CUST-JOIN-0285,Freight Account 285,Asia Pacific,Enterprise
CUST-JOIN-0286,Freight Account 286,Asia Pacific,Enterprise
CUST-JOIN-0287,Freight Account 287,North America,Startup
CUST-JOIN-0288,Freight Account 288,Europe,Enterprise
CUST-JOIN-0289,Freight Account 289,North America,SMB
CUST-JOIN-0290,Freight Account 290,Europe,Startup
CUST-JOIN-0291,Freight Account 291,Asia Pacific,SMB
CUST-JOIN-0292,Freight Account 292,Asia Pacific,Startup
CUST-JOIN-0293,Freight Account 293,Asia Pacific,Startup
CUST-JOIN-0294,Freight Account 294,Europe,Startup
CUST-JOIN-0295,Freight Account 295,Asia Pacific,Startup
CUST-JOIN-0296,Freight Account 296,Asia Pacific,SMB
CUST-JOIN-0297,Freight Account 297,North America,Enterprise
CUST-JOIN-0298,Freight Account 298,Asia Pacific,SMB
CUST-JOIN-0299,Freight Account 299,North America,SMB
CUST-JOIN-0300,Freight Account 300,North America,SMB
CUST-JOIN-0301,Freight Account 301,Europe,Enterprise
CUST-JOIN-0302,Freight Account 302,Asia Pacific,Startup
CUST-JOIN-0303,Freight Account 303,Asia Pacific,Enterprise
CUST-JOIN-0304,Freight Account 304,North America,Startup
CUST-JOIN-0305,Freight Account 305,Asia Pacific,Startup
CUST-JOIN-0306,Freight Account 306,North America,SMB
CUST-JOIN-0307,Freight Account 307,Europe,Startup
CUST-JOIN-0308,Freight Account 308,North America,SMB
CUST-JOIN-0309,Freight Account 309,North America,Startup
CUST-JOIN-0310,Freight Account 310,North America,SMB
CUST-JOIN-0311,Freight Account 311,Asia Pacific,Startup
CUST-JOIN-0312,Freight Account 312,Europe,SMB
CUST-JOIN-0313,Freight Account 313,North America,Startup
CUST-JOIN-0314,Freight Account 314,North America,SMB
CUST-JOIN-0315,Freight Account 315,Asia Pacific,Startup
CUST-JOIN-0316,Freight Account 316,Europe,Startup
CUST-JOIN-0317,Freight Account 317,North America,Startup
CUST-JOIN-0318,Freight Account 318,Asia Pacific,SMB
CUST-JOIN-0319,Freight Account 319,North America,Enterprise
CUST-JOIN-0320,Freight Account 320,North America,Startup
CUST-JOIN-0321,Freight Account 321,North America,SMB
CUST-JOIN-0322,Freight Account 322,North America,SMB
CUST-JOIN-0323,Freight Account 323,North America,Enterprise
CUST-JOIN-0324,Freight Account 324,North America,Startup
CUST-JOIN-0325,Freight Account 325,Asia Pacific,Startup
CUST-JOIN-0326,Freight Account 326,North America,Startup
CUST-JOIN-0327,Freight Account 327,Asia Pacific,Enterprise
CUST-JOIN-0328,Freight Account 328,Asia Pacific,Startup
CUST-JOIN-0329,Freight Account 329,North America,Startup
CUST-JOIN-0330,Freight Account 330,Asia Pacific,SMB
CUST-JOIN-0331,Freight Account 331,North America,SMB
CUST-JOIN-0332,Freight Account 332,Asia Pacific,SMB
CUST-JOIN-0333,Freight Account 333,Europe,Enterprise
CUST-JOIN-0334,Freight Account 334,North America,SMB
CUST-JOIN-0335,Freight Account 335,North America,Startup
CUST-JOIN-0336,Freight Account 336,Asia Pacific,SMB
CUST-JOIN-0337,Freight Account 337,Europe,Enterprise
CUST-JOIN-0338,Freight Account 338,Europe,Startup
CUST-JOIN-0339,Freight Account 339,North America,Startup
CUST-JOIN-0340,Freight Account 340,North America,Startup
CUST-JOIN-0341,Freight Account 341,Europe,SMB
CUST-JOIN-0342,Freight Account 342,North America,Startup
CUST-JOIN-0343,Freight Account 343,Europe,SMB
CUST-JOIN-0344,Freight Account 344,North America,Startup
CUST-JOIN-0345,Freight Account 345,Asia Pacific,Startup
CUST-JOIN-0346,Freight Account 346,North America,SMB
CUST-JOIN-0347,Freight Account 347,North America,Startup
CUST-JOIN-0348,Freight Account 348,North America,Startup
CUST-JOIN-0349,Freight Account 349,Asia Pacific,SMB
CUST-JOIN-0350,Freight Account 350,Asia Pacific,SMB
CUST-JOIN-0351,Freight Account 351,Europe,SMB
CUST-JOIN-0352,Freight Account 352,Asia Pacific,SMB
CUST-JOIN-0353,Freight Account 353,Europe,SMB
CUST-JOIN-0354,Freight Account 354,Europe,SMB
CUST-JOIN-0355,Freight Account 355,Asia Pacific,SMB
CUST-JOIN-0356,Freight Account 356,Europe,SMB
CUST-JOIN-0357,Freight Account 357,Asia Pacific,SMB
CUST-JOIN-0358,Freight Account 358,North America,SMB
CUST-JOIN-0359,Freight Account 359,Asia Pacific,Startup
CUST-JOIN-0360,Freight Account 360,Europe,Enterprise
CUST-JOIN-0361,Freight Account 361,Asia Pacific,Startup
CUST-JOIN-0362,Freight Account 362,Asia Pacific,Startup
CUST-JOIN-0363,Freight Account 363,Europe,SMB
CUST-JOIN-0364,Freight Account 364,North America,Startup
CUST-JOIN-0365,Freight Account 365,Asia Pacific,Startup
CUST-JOIN-0366,Freight Account 366,North America,Startup
CUST-JOIN-0367,Freight Account 367,North America,Startup
CUST-JOIN-0368,Freight Account 368,North America,Startup
CUST-JOIN-0369,Freight Account 369,Europe,Startup
CUST-JOIN-0370,Freight Account 370,Asia Pacific,Startup
CUST-JOIN-0371,Freight Account 371,Asia Pacific,Startup
CUST-JOIN-0372,Freight Account 372,Europe,Enterprise
CUST-JOIN-0373,Freight Account 373,North America,SMB
CUST-JOIN-0374,Freight Account 374,Europe,SMB
CUST-JOIN-0375,Freight Account 375,Europe,SMB
CUST-JOIN-0376,Freight Account 376,Asia Pacific,Startup
CUST-JOIN-0377,Freight Account 377,Europe,Startup
CUST-JOIN-0378,Freight Account 378,North America,Startup
CUST-JOIN-0379,Freight Account 379,Europe,Startup
CUST-JOIN-0380,Freight Account 380,North America,Enterprise
CUST-JOIN-0381,Freight Account 381,North America,Startup
CUST-JOIN-0382,Freight Account 382,North America,SMB
CUST-JOIN-0383,Freight Account 383,Asia Pacific,SMB
CUST-JOIN-0384,Freight Account 384,Europe,SMB
CUST-JOIN-0385,Freight Account 385,Asia Pacific,Startup
CUST-JOIN-0386,Freight Account 386,Europe,Startup
CUST-JOIN-0387,Freight Account 387,Asia Pacific,Startup
CUST-JOIN-0388,Freight Account 388,Asia Pacific,Enterprise
CUST-JOIN-0389,Freight Account 389,North America,SMB
CUST-JOIN-0390,Freight Account 390,Europe,SMB
CUST-JOIN-0391,Freight Account 391,Europe,Startup
CUST-JOIN-0392,Freight Account 392,Europe,SMB
CUST-JOIN-0393,Freight Account 393,Europe,SMB
CUST-JOIN-0394,Freight Account 394,Asia Pacific,Startup
CUST-JOIN-0395,Freight Account 395,North America,Startup
CUST-JOIN-0396,Freight Account 396,Europe,Startup
CUST-JOIN-0397,Freight Account 397,North America,Startup
CUST-JOIN-0398,Freight Account 398,Europe,SMB
CUST-JOIN-0399,Freight Account 399,Asia Pacific,SMB
CUST-JOIN-0400,Freight Account 400,North America,SMB
CUST-JOIN-0401,Freight Account 401,Asia Pacific,SMB
CUST-JOIN-0402,Freight Account 402,Europe,Enterprise
CUST-JOIN-0403,Freight Account 403,Asia Pacific,SMB
CUST-JOIN-0404,Freight Account 404,North America,Startup
CUST-JOIN-0405,Freight Account 405,Europe,SMB
CUST-JOIN-0406,Freight Account 406,Asia Pacific,Startup
CUST-JOIN-0407,Freight Account 407,Europe,Startup
CUST-JOIN-0408,Freight Account 408,North America,Startup
CUST-JOIN-0409,Freight Account 409,Europe,SMB
CUST-JOIN-0410,Freight Account 410,Europe,SMB
CUST-JOIN-0411,Freight Account 411,Asia Pacific,SMB
CUST-JOIN-0412,Freight Account 412,Asia Pacific,Startup
CUST-JOIN-0413,Freight Account 413,Asia Pacific,Startup
CUST-JOIN-0414,Freight Account 414,Asia Pacific,Startup
CUST-JOIN-0415,Freight Account 415,Asia Pacific,Startup
CUST-JOIN-0416,Freight Account 416,North America,SMB
CUST-JOIN-0417,Freight Account 417,North America,Startup
CUST-JOIN-0418,Freight Account 418,Asia Pacific,SMB
CUST-JOIN-0419,Freight Account 419,Europe,SMB
CUST-JOIN-0420,Freight Account 420,Europe,SMB
CUST-JOIN-0421,Freight Account 421,Asia Pacific,SMB
CUST-JOIN-0422,Freight Account 422,North America,Startup
CUST-JOIN-0423,Freight Account 423,Europe,SMB
CUST-JOIN-0424,Freight Account 424,Europe,Startup
CUST-JOIN-0425,Freight Account 425,Europe,Startup
CUST-JOIN-0426,Freight Account 426,North America,Startup
CUST-JOIN-0427,Freight Account 427,Asia Pacific,SMB
CUST-JOIN-0428,Freight Account 428,North America,Enterprise
CUST-JOIN-0429,Freight Account 429,Europe,Startup
CUST-JOIN-0430,Freight Account 430,Asia Pacific,Startup
CUST-JOIN-0431,Freight Account 431,North America,Startup
CUST-JOIN-0432,Freight Account 432,Asia Pacific,Startup
CUST-JOIN-0433,Freight Account 433,Europe,Startup
CUST-JOIN-0434,Freight Account 434,Europe,SMB
CUST-JOIN-0435,Freight Account 435,Asia Pacific,SMB
CUST-JOIN-0436,Freight Account 436,Europe,Enterprise
CUST-JOIN-0437,Freight Account 437,Asia Pacific,SMB
CUST-JOIN-0438,Freight Account 438,North America,Enterprise
CUST-JOIN-0439,Freight Account 439,Europe,SMB
CUST-JOIN-0440,Freight Account 440,Europe,Startup
CUST-JOIN-0441,Freight Account 441,Asia Pacific,SMB
CUST-JOIN-0442,Freight Account 442,Asia Pacific,SMB
CUST-JOIN-0443,Freight Account 443,Europe,SMB
CUST-JOIN-0444,Freight Account 444,Europe,Startup
CUST-JOIN-0445,Freight Account 445,Europe,Startup
CUST-JOIN-0446,Freight Account 446,Europe,SMB
CUST-JOIN-0447,Freight Account 447,Europe,Enterprise
CUST-JOIN-0448,Freight Account 448,Europe,SMB
CUST-JOIN-0449,Freight Account 449,Asia Pacific,SMB
CUST-JOIN-0450,Freight Account 450,Europe,Startup
CUST-JOIN-0451,Freight Account 451,North America,SMB
CUST-JOIN-0452,Freight Account 452,Europe,SMB
CUST-JOIN-0453,Freight Account 453,Europe,Startup
CUST-JOIN-0454,Freight Account 454,Europe,SMB
CUST-JOIN-0455,Freight Account 455,Asia Pacific,Startup
CUST-JOIN-0456,Freight Account 456,North America,Startup
CUST-JOIN-0457,Freight Account 457,Asia Pacific,Startup
CUST-JOIN-0458,Freight Account 458,Asia Pacific,SMB
CUST-JOIN-0459,Freight Account 459,Europe,SMB
CUST-JOIN-0460,Freight Account 460,Europe,Startup
CUST-JOIN-0461,Freight Account 461,Asia Pacific,SMB
CUST-JOIN-0462,Freight Account 462,Europe,Startup
CUST-JOIN-0463,Freight Account 463,Europe,Startup
CUST-JOIN-0464,Freight Account 464,Asia Pacific,Startup
CUST-JOIN-0465,Freight Account 465,North America,SMB
CUST-JOIN-0466,Freight Account 466,Europe,SMB
CUST-JOIN-0467,Freight Account 467,Asia Pacific,Startup
CUST-JOIN-0468,Freight Account 468,Asia Pacific,Startup
CUST-JOIN-0469,Freight Account 469,Asia Pacific,SMB
CUST-JOIN-0470,Freight Account 470,Europe,Startup
CUST-JOIN-0471,Freight Account 471,North America,SMB
CUST-JOIN-0472,Freight Account 472,North America,Startup
CUST-JOIN-0473,Freight Account 473,Asia Pacific,SMB
CUST-JOIN-0474,Freight Account 474,Europe,SMB
CUST-JOIN-0475,Freight Account 475,Asia Pacific,Startup
CUST-JOIN-0476,Freight Account 476,Asia Pacific,SMB
CUST-JOIN-0477,Freight Account 477,Europe,Startup
CUST-JOIN-0478,Freight Account 478,Asia Pacific,Startup
