transaction_date,customer_id,amount
2026-08-01 13:06:00,CUST-DT-0263,2740.22
2026-08-01 13:09:00,CUST-DT-0264,2519.86
2026-08-01 13:13:00,CUST-DT-0265,647.51
2026-08-01 13:16:00,CUST-DT-0266,3832.14
2026-08-01 13:21:00,CUST-DT-0267,1280.24
2026-08-01 13:25:00,CUST-DT-0268,2685.9
2026-08-01 13:24:00,CUST-DT-0269,1215.79
2026-08-01 13:30:00,CUST-DT-0270,1881.93
2026-08-01 13:33:00,CUST-DT-0271,2838.41
2026-08-01 13:33:00,CUST-DT-0272,2784.67
2026-08-01 13:39:00,CUST-DT-0273,3221.02
2026-08-01 13:42:00,CUST-DT-0274,2976.59
2026-08-01 13:45:00,CUST-DT-0275,1130.57
2026-08-01 13:49:00,CUST-DT-0276,3799.63
2026-08-01 13:50:00,CUST-DT-0277,4340.12
2026-08-01 13:53:00,CUST-DT-0278,3944.03
2026-08-01 13:57:00,CUST-DT-0279,3647.18
2026-08-01 14:00:00,CUST-DT-0280,130.47
2026-08-01 14:02:00,CUST-DT-0281,2212.2
2026-08-01 14:05:00,CUST-DT-0282,444.05
2026-08-01 14:07:00,CUST-DT-0283,528.63
2026-08-01 14:13:00,CUST-DT-0284,70.64
2026-08-01 14:14:00,CUST-DT-0285,3293.41
2026-08-01 14:17:00,CUST-DT-0286,636.44
2026-08-01 14:22:00,CUST-DT-0287,3873.24
2026-08-01 14:24:00,CUST-DT-0288,3231.64
2026-08-01 14:26:00,CUST-DT-0289,494.01
2026-08-01 14:28:00,CUST-DT-0290,691.01
2026-08-01 14:33:00,CUST-DT-0291,4029.07
2026-08-01 14:37:00,CUST-DT-0292,2438.37
2026-08-01 14:38:00,CUST-DT-0293,1317.65
2026-08-01 14:39:00,CUST-DT-0294,4298.0
2026-08-01 14:45:00,CUST-DT-0295,3577.14
2026-08-01 14:49:00,CUST-DT-0296,3315.18
2026-08-01 14:48:00,CUST-DT-0297,2053.14
2026-08-01 14:52:00,CUST-DT-0298,1715.14
2026-08-01 14:55:00,CUST-DT-0299,918.29
2026-08-01 14:59:00,CUST-DT-0300,1086.19
2026-08-01 15:02:00,CUST-DT-0301,3516.85
2026-08-01 15:06:00,CUST-DT-0302,239.86
2026-08-01 15:09:00,CUST-DT-0303,3212.44
2026-08-01 15:09:00,CUST-DT-0304,3478.98
2026-08-01 15:12:00,CUST-DT-0305,2229.08
2026-08-01 15:16:00,CUST-DT-0306,908.22
2026-08-01 15:18:00,CUST-DT-0307,2590.45
2026-08-01 15:21:00,CUST-DT-0308,59.29
2026-08-01 15:25:00,CUST-DT-0309,2444.68
2026-08-01 15:31:00,CUST-DT-0310,3890.03
2026-08-01 15:34:00,CUST-DT-0311,438.68
2026-08-01 15:33:00,CUST-DT-0312,1006.07
2026-08-01 15:38:00,CUST-DT-0313,4115.63
2026-08-01 15:40:00,CUST-DT-0314,4086.14
2026-08-01 15:45:00,CUST-DT-0315,2442.58
2026-08-01 15:47:00,CUST-DT-0316,2267.37
2026-08-01 15:50:00,CUST-DT-0317,527.15
2026-08-01 15:54:00,CUST-DT-0318,1168.17
2026-08-01 15:55:00,CUST-DT-0319,2503.62
2026-08-01 15:58:00,CUST-DT-0320,4209.81
2026-08-01 16:03:00,CUST-DT-0321,2499.11
2026-08-01 16:04:00,CUST-DT-0322,1009.3
2026-08-01 16:09:00,CUST-DT-0323,4364.5
2026-08-01 16:11:00,CUST-DT-0324,3500.41
2026-08-01 16:12:00,CUST-DT-0325,3730.8
2026-08-01 16:19:00,CUST-DT-0326,3859.7
2026-08-01 16:21:00,CUST-DT-0327,3385.69
2026-08-01 16:21:00,CUST-DT-0328,2153.84
2026-08-01 16:25:00,CUST-DT-0329,720.12
2026-08-01 16:29:00,CUST-DT-0330,3356.22
2026-08-01 16:31:00,CUST-DT-0331,2364.82
2026-08-01 16:37:00,CUST-DT-0332,841.76
2026-08-01 16:36:00,CUST-DT-0333,3326.55
2026-08-01 16:42:00,CUST-DT-0334,1715.17
2026-08-01 16:43:00,CUST-DT-0335,356.85
2026-08-01 16:49:00,CUST-DT-0336,2261.93
2026-08-01 16:52:00,CUST-DT-0337,1759.29
2026-08-01 16:52:00,CUST-DT-0338,3249.27
2026-08-01 16:58:00,CUST-DT-0339,142.8
2026-08-01 16:58:00,CUST-DT-0340,829.69
2026-08-01 17:00:00,CUST-DT-0341,2881.33
2026-08-01 17:03:00,CUST-DT-0342,3779.73
2026-08-01 17:06:00,CUST-DT-0343,1654.52
2026-08-01 17:10:00,CUST-DT-0344,1157.81
2026-08-01 17:14:00,CUST-DT-0345,1610.68
2026-08-01 17:18:00,CUST-DT-0346,2899.29
2026-08-01 17:19:00,CUST-DT-0347,3027.65
2026-08-01 17:23:00,CUST-DT-0348,3819.24
2026-08-01 17:26:00,CUST-DT-0349,1594.59
2026-08-01 17:30:00,CUST-DT-0350,4357.57
2026-08-01 17:33:00,CUST-DT-0351,3905.86
2026-08-01 17:36:00,CUST-DT-0352,1601.56
2026-08-01 17:36:00,CUST-DT-0353,2557.05
2026-08-01 17:42:00,CUST-DT-0354,3116.71
2026-08-01 17:44:00,CUST-DT-0355,3382.47
2026-08-01 17:47:00,CUST-DT-0356,2649.38
2026-08-01 17:50:00,CUST-DT-0357,744.03
2026-08-01 17:54:00,CUST-DT-0358,3602.67
2026-08-01 17:57:00,CUST-DT-0359,1153.31
2026-08-01 17:58:00,CUST-DT-0360,3892.95
2026-08-01 18:02:00,CUST-DT-0361,2840.36
2026-08-01 18:03:00,CUST-DT-0362,3736.09
2026-08-01 18:09:00,CUST-DT-0363,3702.88
2026-08-01 18:12:00,CUST-DT-0364,4308.96
2026-08-01 18:16:00,CUST-DT-0365,2416.91
2026-08-01 18:15:00,CUST-DT-0366,2121.47
2026-08-01 18:20:00,CUST-DT-0367,3594.47
2026-08-01 18:23:00,CUST-DT-0368,423.56
2026-08-01 18:24:00,CUST-DT-0369,3047.68
2026-08-01 18:31:00,CUST-DT-0370,3324.12
2026-08-01 18:30:00,CUST-DT-0371,4404.6
2026-08-01 18:34:00,CUST-DT-0372,1248.5
2026-08-01 18:40:00,CUST-DT-0373,434.09
2026-08-01 18:43:00,CUST-DT-0374,4273.52
2026-08-01 18:45:00,CUST-DT-0375,3937.15
2026-08-01 18:47:00,CUST-DT-0376,833.39
2026-08-01 18:52:00,CUST-DT-0377,1344.73
2026-08-01 18:52:00,CUST-DT-0378,1527.26
2026-08-01 18:55:00,CUST-DT-0379,468.46
2026-08-01 19:00:00,CUST-DT-0380,3478.49
2026-08-01 19:04:00,CUST-DT-0381,2752.14
2026-08-01 19:03:00,CUST-DT-0382,4410.98
2026-08-01 19:10:00,CUST-DT-0383,2152.17
2026-08-01 19:09:00,CUST-DT-0384,1909.45
2026-08-01 19:13:00,CUST-DT-0385,1372.03
2026-08-01 19:18:00,CUST-DT-0386,1043.8
2026-08-01 19:19:00,CUST-DT-0387,2999.21
2026-08-01 19:23:00,CUST-DT-0388,2109.33
2026-08-01 19:24:00,CUST-DT-0389,1659.83
2026-08-01 19:29:00,CUST-DT-0390,526.13
2026-08-01 19:33:00,CUST-DT-0391,215.17
2026-08-01 19:36:00,CUST-DT-0392,1123.29
2026-08-01 19:37:00,CUST-DT-0393,1444.31
2026-08-01 19:40:00,CUST-DT-0394,1905.27
2026-08-01 19:43:00,CUST-DT-0395,3700.22
2026-08-01 19:45:00,CUST-DT-0396,3298.8
2026-08-01 19:50:00,CUST-DT-0397,3589.08
2026-08-01 19:55:00,CUST-DT-0398,2258.69
2026-08-01 19:55:00,CUST-DT-0399,2770.01
2026-08-01 19:58:00,CUST-DT-0400,2694.66
2026-08-01 20:04:00,CUST-DT-0401,1442.06
2026-08-01 20:03:00,CUST-DT-0402,3578.32
2026-08-01 20:07:00,CUST-DT-0403,893.32
2026-08-01 20:09:00,CUST-DT-0404,4187.08
2026-08-01 20:13:00,CUST-DT-0405,1375.46
2026-08-01 20:19:00,CUST-DT-0406,2287.61
2026-08-01 20:20:00,CUST-DT-0407,4422.29
2026-08-01 20:23:00,CUST-DT-0408,574.63
2026-08-01 20:24:00,CUST-DT-0409,1440.97
2026-08-01 20:27:00,CUST-DT-0410,4141.32
2026-08-01 20:32:00,CUST-DT-0411,1406.81
2026-08-01 20:33:00,CUST-DT-0412,3733.38
2026-08-01 20:39:00,CUST-DT-0413,2674.94
2026-08-01 20:40:00,CUST-DT-0414,1591.23
2026-08-01 20:44:00,CUST-DT-0415,3579.11
2026-08-01 20:49:00,CUST-DT-0416,1205.01
2026-08-01 20:52:00,CUST-DT-0417,2967.02
2026-08-01 20:53:00,CUST-DT-0418,2803.56
2026-08-01 20:58:00,CUST-DT-0419,3330.28
2026-08-01 20:58:00,CUST-DT-0420,783.51
2026-08-01 21:01:00,CUST-DT-0421,3240.88
2026-08-01 21:05:00,CUST-DT-0422,3557.97
2026-08-01 21:08:00,CUST-DT-0423,3147.55
2026-08-01 21:09:00,CUST-DT-0424,4212.29
2026-08-01 21:16:00,CUST-DT-0425,2382.18
2026-08-01 21:15:00,CUST-DT-0426,3709.8
2026-08-01 21:22:00,CUST-DT-0427,646.15
2026-08-01 21:24:00,CUST-DT-0428,1542.74
2026-08-01 21:27:00,CUST-DT-0429,2667.89
2026-08-01 21:28:00,CUST-DT-0430,2171.1
2026-08-01 21:30:00,CUST-DT-0431,2348.35
2026-08-01 21:36:00,CUST-DT-0432,4187.78
2026-08-01 21:38:00,CUST-DT-0433,3306.46
2026-08-01 21:39:00,CUST-DT-0434,4201.56
2026-08-01 21:44:00,CUST-DT-0435,2119.29
2026-08-01 21:46:00,CUST-DT-0436,2676.72
2026-08-01 21:49:00,CUST-DT-0437,958.5
2026-08-01 21:53:00,CUST-DT-0438,891.82
2026-08-01 21:57:00,CUST-DT-0439,1343.06
2026-08-01 21:58:00,CUST-DT-0440,4418.9
2026-08-01 22:04:00,CUST-DT-0441,950.11
2026-08-01 22:06:00,CUST-DT-0442,1780.14
2026-08-01 22:09:00,CUST-DT-0443,2192.0
2026-08-01 22:09:00,CUST-DT-0444,3935.71
2026-08-01 22:16:00,CUST-DT-0445,532.01
2026-08-01 22:18:00,CUST-DT-0446,3922.45
2026-08-01 22:21:00,CUST-DT-0447,2614.68
2026-08-01 22:22:00,CUST-DT-0448,3247.59
2026-08-01 22:27:00,CUST-DT-0449,2267.84
2026-08-01 22:29:00,CUST-DT-0450,190.08
2026-08-01 22:34:00,CUST-DT-0451,3636.73
2026-08-01 22:37:00,CUST-DT-0452,2299.41
2026-08-01 22:40:00,CUST-DT-0453,2397.47
2026-08-01 22:43:00,CUST-DT-0454,2874.4
2026-08-01 22:43:00,CUST-DT-0455,2003.44
2026-08-01 22:45:00,CUST-DT-0456,2581.82
2026-08-01 22:48:00,CUST-DT-0457,3399.46
2026-08-01 22:52:00,CUST-DT-0458,639.17
2026-08-01 22:57:00,CUST-DT-0459,2882.28
2026-08-01 22:59:00,CUST-DT-0460,2005.69
2026-08-01 23:01:00,CUST-DT-0461,3696.07
2026-08-01 23:06:00,CUST-DT-0462,3250.09
2026-08-01 23:09:00,CUST-DT-0463,890.85
2026-08-01 23:09:00,CUST-DT-0464,2006.18
2026-08-01 23:13:00,CUST-DT-0465,397.87
2026-08-01 23:15:00,CUST-DT-0466,763.33
2026-08-01 23:19:00,CUST-DT-0467,2466.33
2026-08-01 23:21:00,CUST-DT-0468,335.41
2026-08-01 23:26:00,CUST-DT-0469,135.62
2026-08-01 23:30:00,CUST-DT-0470,3811.15
2026-08-01 23:32:00,CUST-DT-0471,582.88
2026-08-01 23:33:00,CUST-DT-0472,2732.63
2026-08-01 23:38:00,CUST-DT-0473,2158.64
2026-08-01 23:41:00,CUST-DT-0474,3932.81
2026-08-01 23:43:00,CUST-DT-0475,2798.0
2026-08-01 23:49:00,CUST-DT-0476,988.51
2026-08-01 23:51:00,CUST-DT-0477,1909.72
2026-08-01 23:53:00,CUST-DT-0478,1417.14
2026-08-01 23:56:00,CUST-DT-0479,2583.45
2026-08-01 23:59:00,CUST-DT-0480,4442.87
2026-08-02 00:04:00,CUST-DT-0481,1856.47
2026-08-02 00:07:00,CUST-DT-0482,319.2
2026-08-02 00:07:00,CUST-DT-0483,2377.5
2026-08-02 00:13:00,CUST-DT-0484,2937.43
2026-08-02 00:16:00,CUST-DT-0485,1122.88
2026-08-02 00:17:00,CUST-DT-0486,2560.29
2026-08-02 00:18:00,CUST-DT-0487,1616.3
2026-08-02 00:21:00,CUST-DT-0488,895.25
2026-08-02 00:24:00,CUST-DT-0489,552.58
2026-08-02 00:31:00,CUST-DT-0490,871.88
2026-08-02 00:33:00,CUST-DT-0491,3609.08
2026-08-02 00:35:00,CUST-DT-0492,3934.31
2026-08-02 00:38:00,CUST-DT-0493,3431.38
2026-08-02 00:42:00,CUST-DT-0494,4180.5
2026-08-02 00:43:00,CUST-DT-0495,895.29
2026-08-02 00:45:00,CUST-DT-0496,2511.96
2026-08-02 00:52:00,CUST-DT-0497,3957.89
2026-08-02 00:54:00,CUST-DT-0498,145.27
2026-08-02 00:58:00,CUST-DT-0499,309.23
2026-08-02 00:59:00,CUST-DT-0500,281.31
2026-08-02 01:04:00,CUST-DT-0501,1662.45
2026-08-02 01:03:00,CUST-DT-0502,2270.89
