order_id,customer_id,order_date,amount,warehouse_id
ORD-00032,CUST-JOIN-0032,2026-08-02,2635.55,WH-CHICAGO
ORD-00033,CUST-JOIN-0033,2026-08-02,3653.43,WH-CHICAGO
ORD-00034,CUST-JOIN-0034,2026-08-02,6766.02,WH-CHICAGO
ORD-00035,CUST-JOIN-0035,2026-08-02,6868.92,WH-NEWYORK
ORD-00036,CUST-JOIN-0036,2026-08-02,5201.11,WH-MIAMI
ORD-00037,CUST-JOIN-0037,2026-08-02,2088.2,WH-MIAMI
ORD-00038,CUST-JOIN-0038,2026-08-02,5811.44,WH-MIAMI
ORD-00039,CUST-JOIN-0039,2026-08-02,5317.42,WH-DETROIT
ORD-00040,CUST-JOIN-0040,2026-08-02,6843.88,WH-CHICAGO
ORD-00041,CUST-JOIN-0041,2026-08-02,3465.61,WH-NEWYORK
ORD-00042,CUST-JOIN-0042,2026-08-02,2430.79,WH-CHICAGO
ORD-00043,CUST-JOIN-0043,2026-08-02,2342.23,WH-CHICAGO
ORD-00044,CUST-JOIN-0044,2026-08-02,2822.05,WH-NEWYORK
ORD-00045,CUST-JOIN-0045,2026-08-02,2522.86,WH-MIAMI
ORD-00046,CUST-JOIN-0046,2026-08-02,374.01,WH-MIAMI
ORD-00047,CUST-JOIN-0047,2026-08-02,7442.47,WH-CHICAGO
ORD-00048,CUST-JOIN-0048,2026-08-02,5889.08,WH-NEWYORK
ORD-00049,CUST-JOIN-0049,2026-08-03,2050.68,WH-DETROIT
ORD-00050,CUST-JOIN-0050,2026-08-03,2688.95,WH-DETROIT
ORD-00051,CUST-JOIN-0051,2026-08-03,2347.47,WH-CHICAGO
ORD-00052,CUST-JOIN-0052,2026-08-03,7782.3,WH-MIAMI
ORD-00053,CUST-JOIN-0053,2026-08-03,6952.25,WH-CHICAGO
ORD-00054,CUST-JOIN-0054,2026-08-03,4303.83,WH-NEWYORK
ORD-00055,CUST-JOIN-0055,2026-08-03,1334.06,WH-DETROIT
ORD-00056,CUST-JOIN-0056,2026-08-03,6838.22,WH-DETROIT
ORD-00057,CUST-JOIN-0057,2026-08-03,2149.84,WH-MIAMI
ORD-00058,CUST-JOIN-0058,2026-08-03,342.51,WH-NEWYORK
ORD-00059,CUST-JOIN-0059,2026-08-03,3050.04,WH-CHICAGO
ORD-00060,CUST-JOIN-0060,2026-08-03,5034.22,WH-CHICAGO
ORD-00061,CUST-JOIN-0061,2026-08-03,6124.6,WH-NEWYORK
ORD-00062,CUST-JOIN-0062,2026-08-03,1477.7,WH-NEWYORK
ORD-00063,CUST-JOIN-0063,2026-08-03,5156.31,WH-NEWYORK
ORD-00064,CUST-JOIN-0064,2026-08-03,5511.97,WH-DETROIT
ORD-00065,CUST-JOIN-0065,2026-08-03,1327.21,WH-DETROIT
ORD-00066,CUST-JOIN-0066,2026-08-03,6051.48,WH-MIAMI
ORD-00067,CUST-JOIN-0067,2026-08-03,5887.92,WH-CHICAGO
ORD-00068,CUST-JOIN-0068,2026-08-03,1854.49,WH-MIAMI
ORD-00069,CUST-JOIN-0069,2026-08-03,5344.47,WH-CHICAGO
ORD-00070,CUST-JOIN-0070,2026-08-03,5444.32,WH-CHICAGO
ORD-00071,CUST-JOIN-0071,2026-08-03,6521.12,WH-DETROIT
ORD-00072,CUST-JOIN-0072,2026-08-03,6169.37,WH-MIAMI
ORD-00073,CUST-JOIN-0073,2026-08-04,4754.0,WH-MIAMI
ORD-00074,CUST-JOIN-0074,2026-08-04,6689.98,WH-MIAMI
ORD-00075,CUST-JOIN-0075,2026-08-04,6188.62,WH-DETROIT
ORD-00076,CUST-JOIN-0076,2026-08-04,3085.72,WH-MIAMI
ORD-00077,CUST-JOIN-0077,2026-08-04,1022.75,WH-DETROIT
ORD-00078,CUST-JOIN-0078,2026-08-04,2423.46,WH-NEWYORK
ORD-00079,CUST-JOIN-0079,2026-08-04,5473.51,WH-DETROIT
ORD-00080,CUST-JOIN-0080,2026-08-04,6440.84,WH-DETROIT
ORD-00081,CUST-JOIN-0081,2026-08-04,1793.61,WH-NEWYORK
ORD-00082,CUST-JOIN-0082,2026-08-04,334.55,WH-NEWYORK
ORD-00083,CUST-JOIN-0083,2026-08-04,3015.57,WH-CHICAGO
ORD-00084,CUST-JOIN-0084,2026-08-04,4073.47,WH-CHICAGO
ORD-00085,CUST-JOIN-0085,2026-08-04,5209.3,WH-NEWYORK
ORD-00086,CUST-JOIN-0086,2026-08-04,3915.59,WH-NEWYORK
ORD-00087,CUST-JOIN-0087,2026-08-04,1464.1,WH-CHICAGO
ORD-00088,CUST-JOIN-0088,2026-08-04,4445.42,WH-DETROIT
ORD-00089,CUST-JOIN-0089,2026-08-04,2955.13,WH-MIAMI
ORD-00090,CUST-JOIN-0090,2026-08-04,4086.46,WH-DETROIT
ORD-00091,CUST-JOIN-0091,2026-08-04,7383.52,WH-DETROIT
ORD-00092,CUST-JOIN-0092,2026-08-04,4365.0,WH-CHICAGO
ORD-00093,CUST-JOIN-0093,2026-08-04,2606.49,WH-CHICAGO
ORD-00094,CUST-JOIN-0094,2026-08-04,2100.18,WH-CHICAGO
ORD-00095,CUST-JOIN-0095,2026-08-04,7565.53,WH-MIAMI
ORD-00096,CUST-JOIN-0096,2026-08-04,1365.95,WH-CHICAGO
ORD-00097,CUST-JOIN-0097,2026-08-05,5475.48,WH-NEWYORK
ORD-00098,CUST-JOIN-0098,2026-08-05,912.79,WH-DETROIT
ORD-00099,CUST-JOIN-0099,2026-08-05,3708.8,WH-MIAMI
ORD-00100,CUST-JOIN-0100,2026-08-05,4118.0,WH-NEWYORK
ORD-00101,CUST-JOIN-0101,2026-08-05,5384.51,WH-DETROIT
ORD-00102,CUST-JOIN-0102,2026-08-05,1131.41,WH-DETROIT
ORD-00103,CUST-JOIN-0103,2026-08-05,923.69,WH-MIAMI
ORD-00104,CUST-JOIN-0104,2026-08-05,1324.94,WH-DETROIT
ORD-00105,CUST-JOIN-0105,2026-08-05,7084.58,WH-DETROIT
ORD-00106,CUST-JOIN-0106,2026-08-05,657.95,WH-CHICAGO
ORD-00107,CUST-JOIN-0107,2026-08-05,1042.7,WH-MIAMI
ORD-00108,CUST-JOIN-0108,2026-08-05,2689.67,WH-CHICAGO
ORD-00109,CUST-JOIN-0109,2026-08-05,5906.99,WH-NEWYORK
ORD-00110,CUST-JOIN-0110,2026-08-05,4309.36,WH-DETROIT
ORD-00111,CUST-JOIN-0111,2026-08-05,6949.06,WH-DETROIT
ORD-00112,CUST-JOIN-0112,2026-08-05,5355.0,WH-NEWYORK
ORD-00113,CUST-JOIN-0113,2026-08-05,2377.94,WH-MIAMI
ORD-00114,CUST-JOIN-0114,2026-08-05,7074.75,WH-MIAMI
ORD-00115,CUST-JOIN-0115,2026-08-05,4640.77,WH-DETROIT
ORD-00116,CUST-JOIN-0116,2026-08-05,5005.1,WH-NEWYORK
ORD-00117,CUST-JOIN-0117,2026-08-05,3217.15,WH-NEWYORK
ORD-00118,CUST-JOIN-0118,2026-08-05,4151.38,WH-CHICAGO
ORD-00119,CUST-JOIN-0119,2026-08-05,6277.59,WH-DETROIT
ORD-00120,CUST-JOIN-0120,2026-08-05,6471.48,WH-DETROIT
ORD-00121,CUST-JOIN-0121,2026-08-06,5595.66,WH-CHICAGO
ORD-00122,CUST-JOIN-0122,2026-08-06,5541.22,WH-CHICAGO
ORD-00123,CUST-JOIN-0123,2026-08-06,1284.64,WH-CHICAGO
ORD-00124,CUST-JOIN-0124,2026-08-06,7305.75,WH-MIAMI
ORD-00125,CUST-JOIN-0125,2026-08-06,6330.14,WH-CHICAGO
ORD-00126,CUST-JOIN-0126,2026-08-06,4966.08,WH-DETROIT
ORD-00127,CUST-JOIN-0127,2026-08-06,2525.04,WH-CHICAGO
ORD-00128,CUST-JOIN-0128,2026-08-06,3030.01,WH-NEWYORK
ORD-00129,CUST-JOIN-0129,2026-08-06,6273.82,WH-DETROIT
ORD-00130,CUST-JOIN-0130,2026-08-06,2214.47,WH-MIAMI
ORD-00131,CUST-JOIN-0131,2026-08-06,6937.2,WH-DETROIT
ORD-00132,CUST-JOIN-0132,2026-08-06,3120.22,WH-MIAMI
ORD-00133,CUST-JOIN-0133,2026-08-06,1108.35,WH-DETROIT
ORD-00134,CUST-JOIN-0134,2026-08-06,4410.47,WH-MIAMI
ORD-00135,CUST-JOIN-0135,2026-08-06,7305.1,WH-CHICAGO
ORD-00136,CUST-JOIN-0136,2026-08-06,5344.46,WH-CHICAGO
ORD-00137,CUST-JOIN-0137,2026-08-06,7190.63,WH-NEWYORK
ORD-00138,CUST-JOIN-0138,2026-08-06,5813.52,WH-DETROIT
ORD-00139,CUST-JOIN-0139,2026-08-06,7972.74,WH-CHICAGO
ORD-00140,CUST-JOIN-0140,2026-08-06,7350.46,WH-DETROIT
ORD-00141,CUST-JOIN-0141,2026-08-06,5244.15,WH-CHICAGO
ORD-00142,CUST-JOIN-0142,2026-08-06,3327.31,WH-NEWYORK
ORD-00143,CUST-JOIN-0143,2026-08-06,7425.87,WH-CHICAGO
ORD-00144,CUST-JOIN-0144,2026-08-06,3551.84,WH-CHICAGO
ORD-00145,CUST-JOIN-0145,2026-08-07,3387.48,WH-NEWYORK
ORD-00146,CUST-JOIN-0146,2026-08-07,1315.04,WH-CHICAGO
ORD-00147,CUST-JOIN-0147,2026-08-07,1808.18,WH-MIAMI
ORD-00148,CUST-JOIN-0148,2026-08-07,201.11,WH-NEWYORK
ORD-00149,CUST-JOIN-0149,2026-08-07,4960.39,WH-NEWYORK
ORD-00150,CUST-JOIN-0150,2026-08-07,2983.04,WH-MIAMI
ORD-00151,CUST-JOIN-0151,2026-08-07,4812.69,WH-DETROIT
ORD-00152,CUST-JOIN-0152,2026-08-07,6397.93,WH-MIAMI
ORD-00153,CUST-JOIN-0153,2026-08-07,5135.97,WH-MIAMI
ORD-00154,CUST-JOIN-0154,2026-08-07,5945.01,WH-NEWYORK
ORD-00155,CUST-JOIN-0155,2026-08-07,4449.01,WH-NEWYORK
ORD-00156,CUST-JOIN-0156,2026-08-07,3593.52,WH-DETROIT
ORD-00157,CUST-JOIN-0157,2026-08-07,1973.45,WH-MIAMI
ORD-00158,CUST-JOIN-0158,2026-08-07,4026.93,WH-DETROIT
ORD-00159,CUST-JOIN-0159,2026-08-07,211.99,WH-NEWYORK
ORD-00160,CUST-JOIN-0160,2026-08-07,3238.23,WH-NEWYORK
ORD-00161,CUST-JOIN-0161,2026-08-07,1136.52,WH-MIAMI
ORD-00162,CUST-JOIN-0162,2026-08-07,6768.91,WH-DETROIT
ORD-00163,CUST-JOIN-0163,2026-08-07,5250.33,WH-DETROIT
ORD-00164,CUST-JOIN-0164,2026-08-07,3985.73,WH-CHICAGO
ORD-00165,CUST-JOIN-0165,2026-08-07,6971.03,WH-DETROIT
ORD-00166,CUST-JOIN-0166,2026-08-07,5294.09,WH-NEWYORK
ORD-00167,CUST-JOIN-0167,2026-08-07,5713.81,WH-CHICAGO
ORD-00168,CUST-JOIN-0168,2026-08-07,4415.92,WH-DETROIT
ORD-00169,CUST-JOIN-0169,2026-08-08,6190.71,WH-CHICAGO
ORD-00170,CUST-JOIN-0170,2026-08-08,4038.71,WH-DETROIT
ORD-00171,CUST-JOIN-0171,2026-08-08,2301.6,WH-NEWYORK
ORD-00172,CUST-JOIN-0172,2026-08-08,7615.37,WH-MIAMI
ORD-00173,CUST-JOIN-0173,2026-08-08,1312.77,WH-MIAMI
ORD-00174,CUST-JOIN-0174,2026-08-08,4242.13,WH-NEWYORK
ORD-00175,CUST-JOIN-0175,2026-08-08,2665.29,WH-CHICAGO
ORD-00176,CUST-JOIN-0176,2026-08-08,3229.31,WH-CHICAGO
ORD-00177,CUST-JOIN-0177,2026-08-08,2107.64,WH-CHICAGO
ORD-00178,CUST-JOIN-0178,2026-08-08,3722.97,WH-NEWYORK
ORD-00179,CUST-JOIN-0179,2026-08-08,4267.23,WH-DETROIT
ORD-00180,CUST-JOIN-0180,2026-08-08,6943.69,WH-NEWYORK
ORD-00181,CUST-JOIN-0181,2026-08-08,2675.54,WH-DETROIT
ORD-00182,CUST-JOIN-0182,2026-08-08,5110.35,WH-MIAMI
ORD-00183,CUST-JOIN-0183,2026-08-08,1431.15,WH-DETROIT
ORD-00184,CUST-JOIN-0184,2026-08-08,5437.65,WH-MIAMI
ORD-00185,CUST-JOIN-0185,2026-08-08,3184.76,WH-DETROIT
ORD-00186,CUST-JOIN-0186,2026-08-08,5251.93,WH-MIAMI
ORD-00187,CUST-JOIN-0187,2026-08-08,537.86,WH-CHICAGO
ORD-00188,CUST-JOIN-0188,2026-08-08,6545.67,WH-MIAMI
ORD-00189,CUST-JOIN-0189,2026-08-08,1998.34,WH-DETROIT
ORD-00190,CUST-JOIN-0190,2026-08-08,801.39,WH-NEWYORK
ORD-00191,CUST-JOIN-0191,2026-08-08,3782.43,WH-NEWYORK
ORD-00192,CUST-JOIN-0192,2026-08-08,5586.97,WH-MIAMI
ORD-00193,CUST-JOIN-0193,2026-08-09,7263.97,WH-MIAMI
ORD-00194,CUST-JOIN-0194,2026-08-09,4584.41,WH-NEWYORK
ORD-00195,CUST-JOIN-0195,2026-08-09,3245.31,WH-MIAMI
ORD-00196,CUST-JOIN-0196,2026-08-09,5208.29,WH-CHICAGO
ORD-00197,CUST-JOIN-0197,2026-08-09,3034.93,WH-CHICAGO
ORD-00198,CUST-JOIN-0198,2026-08-09,1194.7,WH-NEWYORK
ORD-00199,CUST-JOIN-0199,2026-08-09,6356.73,WH-DETROIT
ORD-00200,CUST-JOIN-0200,2026-08-09,3415.37,WH-DETROIT
ORD-00201,CUST-JOIN-0201,2026-08-09,7680.55,WH-NEWYORK
ORD-00202,CUST-JOIN-0202,2026-08-09,1640.2,WH-NEWYORK
ORD-00203,CUST-JOIN-0203,2026-08-09,1095.65,WH-CHICAGO
ORD-00204,CUST-JOIN-0204,2026-08-09,6585.61,WH-DETROIT
ORD-00205,CUST-JOIN-0205,2026-08-09,6652.97,WH-MIAMI
ORD-00206,CUST-JOIN-0206,2026-08-09,7072.49,WH-DETROIT
ORD-00207,CUST-JOIN-0207,2026-08-09,7304.87,WH-CHICAGO
ORD-00208,CUST-JOIN-0208,2026-08-09,6002.94,WH-DETROIT
ORD-00209,CUST-JOIN-0209,2026-08-09,6467.84,WH-CHICAGO
ORD-00210,CUST-JOIN-0210,2026-08-09,2372.39,WH-NEWYORK
ORD-00211,CUST-JOIN-0211,2026-08-09,591.7,WH-MIAMI
ORD-00212,CUST-JOIN-0212,2026-08-09,363.92,WH-CHICAGO
ORD-00213,CUST-JOIN-0213,2026-08-09,2912.63,WH-MIAMI
ORD-00214,CUST-JOIN-0214,2026-08-09,3543.5,WH-MIAMI
ORD-00215,CUST-JOIN-0215,2026-08-09,4330.02,WH-NEWYORK
ORD-00216,CUST-JOIN-0216,2026-08-09,2902.79,WH-NEWYORK
ORD-00217,CUST-JOIN-0217,2026-08-10,7973.45,WH-CHICAGO
ORD-00218,CUST-JOIN-0218,2026-08-10,7732.16,WH-MIAMI
ORD-00219,CUST-JOIN-0219,2026-08-10,6509.54,WH-MIAMI
ORD-00220,CUST-JOIN-0220,2026-08-10,6798.52,WH-DETROIT
ORD-00221,CUST-JOIN-0221,2026-08-10,2087.38,WH-CHICAGO
ORD-00222,CUST-JOIN-0222,2026-08-10,2943.37,WH-MIAMI
ORD-00223,CUST-JOIN-0223,2026-08-10,4308.79,WH-NEWYORK
ORD-00224,CUST-JOIN-0224,2026-08-10,3235.33,WH-DETROIT
ORD-00225,CUST-JOIN-0225,2026-08-10,724.96,WH-DETROIT
ORD-00226,CUST-JOIN-0226,2026-08-10,5260.97,WH-DETROIT
ORD-00227,CUST-JOIN-0227,2026-08-10,5947.64,WH-CHICAGO
ORD-00228,CUST-JOIN-0228,2026-08-10,7041.95,WH-CHICAGO
ORD-00229,CUST-JOIN-0229,2026-08-10,2198.72,WH-CHICAGO
ORD-00230,CUST-JOIN-0230,2026-08-10,7275.59,WH-NEWYORK
ORD-00231,CUST-JOIN-0231,2026-08-10,5914.22,WH-MIAMI
ORD-00232,CUST-JOIN-0232,2026-08-10,4531.84,WH-MIAMI
ORD-00233,CUST-JOIN-0233,2026-08-10,3193.79,WH-DETROIT
ORD-00234,CUST-JOIN-0234,2026-08-10,4414.67,WH-NEWYORK
ORD-00235,CUST-JOIN-0235,2026-08-10,6198.27,WH-MIAMI
ORD-00236,CUST-JOIN-0236,2026-08-10,2803.19,WH-DETROIT
ORD-00237,CUST-JOIN-0237,2026-08-10,1636.91,WH-CHICAGO
ORD-00238,CUST-JOIN-0238,2026-08-10,4832.05,WH-DETROIT
ORD-00239,CUST-JOIN-0239,2026-08-10,1626.46,WH-CHICAGO
ORD-00240,CUST-JOIN-0240,2026-08-10,820.06,WH-DETROIT
ORD-00241,CUST-JOIN-0241,2026-08-11,2729.73,WH-DETROIT
ORD-00242,CUST-JOIN-0242,2026-08-11,6239.59,WH-DETROIT
ORD-00243,CUST-JOIN-0243,2026-08-11,5255.91,WH-CHICAGO
ORD-00244,CUST-JOIN-0244,2026-08-11,966.83,WH-CHICAGO
ORD-00245,CUST-JOIN-0245,2026-08-11,383.77,WH-MIAMI
ORD-00246,CUST-JOIN-0246,2026-08-11,2341.4,WH-MIAMI
ORD-00247,CUST-JOIN-0247,2026-08-11,4552.38,WH-NEWYORK
ORD-00248,CUST-JOIN-0248,2026-08-11,1843.13,WH-NEWYORK
ORD-00249,CUST-JOIN-0249,2026-08-11,5708.95,WH-DETROIT
ORD-00250,CUST-JOIN-0250,2026-08-11,1028.34,WH-DETROIT
ORD-00251,CUST-JOIN-0251,2026-08-11,3803.85,WH-MIAMI
ORD-00252,CUST-JOIN-0252,2026-08-11,3054.59,WH-CHICAGO
ORD-00253,CUST-JOIN-0253,2026-08-11,1288.34,WH-NEWYORK
ORD-00254,CUST-JOIN-0254,2026-08-11,1193.02,WH-DETROIT
ORD-00255,CUST-JOIN-0255,2026-08-11,6564.29,WH-CHICAGO
ORD-00256,CUST-JOIN-0256,2026-08-11,302.12,WH-DETROIT
ORD-00257,CUST-JOIN-0257,2026-08-11,3572.1,WH-MIAMI
ORD-00258,CUST-JOIN-0258,2026-08-11,7860.79,WH-CHICAGO
ORD-00259,CUST-JOIN-0259,2026-08-11,201.46,WH-MIAMI
ORD-00260,CUST-JOIN-0260,2026-08-11,4126.47,WH-NEWYORK
ORD-00261,CUST-JOIN-0261,2026-08-11,1778.55,WH-NEWYORK
ORD-00262,CUST-JOIN-0262,2026-08-11,2607.25,WH-CHICAGO
ORD-00263,CUST-JOIN-0263,2026-08-11,7332.58,WH-DETROIT
ORD-00264,CUST-JOIN-0264,2026-08-11,5612.12,WH-DETROIT
ORD-00265,CUST-JOIN-0265,2026-08-12,3905.44,WH-CHICAGO
ORD-00266,CUST-JOIN-0266,2026-08-12,7842.36,WH-DETROIT
ORD-00267,CUST-JOIN-0267,2026-08-12,5205.59,WH-MIAMI
ORD-00268,CUST-JOIN-0268,2026-08-12,7419.19,WH-MIAMI
ORD-00269,CUST-JOIN-0269,2026-08-12,6615.16,WH-NEWYORK
ORD-00270,CUST-JOIN-0270,2026-08-12,4820.96,WH-DETROIT
ORD-00271,CUST-JOIN-0271,2026-08-12,7701.77,WH-CHICAGO
ORD-00272,CUST-JOIN-0272,2026-08-12,1310.18,WH-MIAMI
ORD-00273,CUST-JOIN-0273,2026-08-12,5411.2,WH-NEWYORK
ORD-00274,CUST-JOIN-0274,2026-08-12,3827.91,WH-DETROIT
ORD-00275,CUST-JOIN-0275,2026-08-12,689.52,WH-DETROIT
ORD-00276,CUST-JOIN-0276,2026-08-12,536.66,WH-CHICAGO
ORD-00277,CUST-JOIN-0277,2026-08-12,7616.1,WH-DETROIT
ORD-00278,CUST-JOIN-0278,2026-08-12,7683.66,WH-MIAMI
ORD-00279,CUST-JOIN-0279,2026-08-12,5152.31,WH-CHICAGO
ORD-00280,CUST-JOIN-0280,2026-08-12,1990.87,WH-DETROIT
ORD-00281,CUST-JOIN-0281,2026-08-12,1882.87,WH-MIAMI
ORD-00282,CUST-JOIN-0282,2026-08-12,5725.19,WH-CHICAGO
ORD-00283,CUST-JOIN-0283,2026-08-12,4917.52,WH-NEWYORK
ORD-00284,CUST-JOIN-0284,2026-08-12,5962.83,WH-DETROIT
ORD-00285,CUST-JOIN-0285,2026-08-12,6912.72,WH-NEWYORK
ORD-00286,CUST-JOIN-0286,2026-08-12,2500.62,WH-CHICAGO
ORD-00287,CUST-JOIN-0287,2026-08-12,5415.16,WH-NEWYORK
ORD-00288,CUST-JOIN-0288,2026-08-12,1107.01,WH-DETROIT
ORD-00289,CUST-JOIN-0289,2026-08-13,2440.12,WH-CHICAGO
ORD-00290,CUST-JOIN-0290,2026-08-13,6211.4,WH-DETROIT
ORD-00291,CUST-JOIN-0291,2026-08-13,4970.92,WH-CHICAGO
ORD-00292,CUST-JOIN-0292,2026-08-13,2294.31,WH-DETROIT
ORD-00293,CUST-JOIN-0293,2026-08-13,7701.39,WH-MIAMI
ORD-00294,CUST-JOIN-0294,2026-08-13,6460.68,WH-CHICAGO
ORD-00295,CUST-JOIN-0295,2026-08-13,6412.35,WH-NEWYORK
ORD-00296,CUST-JOIN-0296,2026-08-13,5324.27,WH-DETROIT
ORD-00297,CUST-JOIN-0297,2026-08-13,3465.33,WH-MIAMI
ORD-00298,CUST-JOIN-0298,2026-08-13,7571.85,WH-NEWYORK
ORD-00299,CUST-JOIN-0299,2026-08-13,5922.46,WH-DETROIT
ORD-00300,CUST-JOIN-0300,2026-08-13,7223.76,WH-MIAMI
ORD-00301,CUST-JOIN-0301,2026-08-13,4390.59,WH-DETROIT
ORD-00302,CUST-JOIN-0302,2026-08-13,995.7,WH-MIAMI
ORD-00303,CUST-JOIN-0303,2026-08-13,6516.47,WH-MIAMI
ORD-00304,CUST-JOIN-0304,2026-08-13,5465.75,WH-NEWYORK
ORD-00305,CUST-JOIN-0305,2026-08-13,4412.78,WH-DETROIT
ORD-00306,CUST-JOIN-0306,2026-08-13,2651.67,WH-NEWYORK
ORD-00307,CUST-JOIN-0307,2026-08-13,1113.41,WH-CHICAGO
ORD-00308,CUST-JOIN-0308,2026-08-13,2261.55,WH-MIAMI
ORD-00309,CUST-JOIN-0309,2026-08-13,7574.01,WH-NEWYORK
ORD-00310,CUST-JOIN-0310,2026-08-13,1433.74,WH-MIAMI
ORD-00311,CUST-JOIN-0311,2026-08-13,4661.15,WH-CHICAGO
ORD-00312,CUST-JOIN-0312,2026-08-13,6709.08,WH-DETROIT
ORD-00313,CUST-JOIN-0313,2026-08-14,5025.1,WH-MIAMI
ORD-00314,CUST-JOIN-0314,2026-08-14,4037.7,WH-NEWYORK
ORD-00315,CUST-JOIN-0315,2026-08-14,2167.9,WH-DETROIT
ORD-00316,CUST-JOIN-0316,2026-08-14,1240.7,WH-CHICAGO
ORD-00317,CUST-JOIN-0317,2026-08-14,7794.9,WH-NEWYORK
ORD-00318,CUST-JOIN-0318,2026-08-14,5145.81,WH-CHICAGO
ORD-00319,CUST-JOIN-0319,2026-08-14,2629.52,WH-NEWYORK
ORD-00320,CUST-JOIN-0320,2026-08-14,4400.42,WH-CHICAGO
ORD-00321,CUST-JOIN-0321,2026-08-14,7857.33,WH-DETROIT
ORD-00322,CUST-JOIN-0322,2026-08-14,948.58,WH-CHICAGO
ORD-00323,CUST-JOIN-0323,2026-08-14,5435.94,WH-MIAMI
ORD-00324,CUST-JOIN-0324,2026-08-14,5609.41,WH-MIAMI
ORD-00325,CUST-JOIN-0325,2026-08-14,3304.38,WH-NEWYORK
ORD-00326,CUST-JOIN-0326,2026-08-14,2675.91,WH-NEWYORK
ORD-00327,CUST-JOIN-0327,2026-08-14,2173.59,WH-DETROIT
ORD-00328,CUST-JOIN-0328,2026-08-14,3335.5,WH-CHICAGO
ORD-00329,CUST-JOIN-0329,2026-08-14,292.56,WH-NEWYORK
ORD-00330,CUST-JOIN-0330,2026-08-14,1018.97,WH-DETROIT
ORD-00331,CUST-JOIN-0331,2026-08-14,3000.52,WH-CHICAGO
ORD-00332,CUST-JOIN-0332,2026-08-14,4801.48,WH-DETROIT
ORD-00333,CUST-JOIN-0333,2026-08-14,5382.66,WH-DETROIT
ORD-00334,CUST-JOIN-0334,2026-08-14,5353.04,WH-MIAMI
ORD-00335,CUST-JOIN-0335,2026-08-14,261.97,WH-DETROIT
ORD-00336,CUST-JOIN-0336,2026-08-14,1388.06,WH-MIAMI
ORD-00337,CUST-JOIN-0337,2026-08-15,7032.18,WH-MIAMI
ORD-00338,CUST-JOIN-0338,2026-08-15,7677.97,WH-DETROIT
ORD-00339,CUST-JOIN-0339,2026-08-15,4553.86,WH-MIAMI
ORD-00340,CUST-JOIN-0340,2026-08-15,6009.04,WH-DETROIT
ORD-00341,CUST-JOIN-0341,2026-08-15,2576.37,WH-NEWYORK
ORD-00342,CUST-JOIN-0342,2026-08-15,6256.72,WH-CHICAGO
ORD-00343,CUST-JOIN-0343,2026-08-15,4503.75,WH-NEWYORK
ORD-00344,CUST-JOIN-0344,2026-08-15,587.94,WH-MIAMI
ORD-00345,CUST-JOIN-0345,2026-08-15,1789.06,WH-MIAMI
