customer_id,total_transactions,purchase_count,days_as_customer,days_since_last_purchase,total_spent,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score
CUST-ACT-00025,141,141,617,39,53397.3,6.855753646677472,378.70425531914896,2596.303079416532,medium,Q3,4,5,4,13
CUST-ACT-00026,92,92,695,54,45242.93,3.9712230215827335,491.7709782608696,1952.9322302158273,medium,Q3,4,4,4,12
CUST-ACT-00027,140,140,468,84,48104.69,8.974358974358974,343.6049285714286,3083.6339743589747,medium,Q3,3,5,4,12
CUST-ACT-00028,66,66,541,133,25605.18,3.6598890942698703,387.9572727272727,1419.8805914972272,medium,Q2,2,3,2,7
CUST-ACT-00029,26,26,155,107,16600.78,5.032258064516129,638.4915384615384,3213.0541935483866,medium,Q1,3,1,2,6
CUST-ACT-00030,54,54,481,158,33803.31,3.3679833679833675,625.9872222222222,2108.3145530145525,medium,Q2,1,2,3,6
CUST-ACT-00031,10,10,559,60,16848.38,0.5366726296958855,1684.8380000000002,904.2064400715565,low,Q1,4,1,2,7
CUST-ACT-00032,121,121,873,19,68443.3,4.15807560137457,565.6471074380165,2352.003436426117,medium,Q4,5,5,5,15
CUST-ACT-00033,78,78,32,58,15186.74,73.125,194.70179487179487,14237.56875,high,Q1,4,3,2,9
CUST-ACT-00034,42,42,416,121,26772.91,3.0288461538461537,637.4502380952381,1930.7387019230769,medium,Q2,2,2,2,6
CUST-ACT-00035,106,106,602,56,58613.72,5.282392026578073,552.9596226415094,2920.9495016611295,medium,Q4,4,4,4,12
CUST-ACT-00036,27,27,392,46,13598.57,2.066326530612245,503.65074074074073,1040.7068877551021,medium,Q1,4,1,1,6
CUST-ACT-00037,81,81,592,63,49574.46,4.10472972972973,612.0303703703704,2512.2192567567567,medium,Q3,4,3,4,11
CUST-ACT-00038,63,63,234,61,56457.76,8.076923076923077,896.1549206349207,7238.174358974359,medium,Q4,4,3,4,11
CUST-ACT-00039,37,37,624,27,49768.37,1.7788461538461537,1345.0910810810813,2392.7100961538463,low,Q3,5,2,4,11
CUST-ACT-00040,139,139,424,20,71762.32,9.834905660377359,516.2756834532374,5077.522641509435,medium,Q4,5,5,5,15
CUST-ACT-00041,40,40,883,29,63080.1,1.3590033975084939,1577.0025,2143.1517553793883,low,Q4,5,2,5,12
CUST-ACT-00042,18,18,162,61,30187.79,3.333333333333333,1677.0994444444445,5590.331481481481,medium,Q2,4,1,2,7
CUST-ACT-00043,78,78,746,74,34949.37,3.136729222520107,448.0688461538462,1405.4706434316354,medium,Q2,3,3,3,9
CUST-ACT-00044,125,125,600,85,33650.37,6.25,269.20296,1682.5185000000001,medium,Q2,3,5,3,11
CUST-ACT-00045,42,42,201,34,37187.09,6.26865671641791,885.4069047619047,5550.311940298507,medium,Q2,5,2,3,10
CUST-ACT-00046,117,117,430,158,54240.79,8.162790697674419,463.59649572649573,3784.2411627906977,medium,Q3,1,4,4,9
CUST-ACT-00047,104,104,170,170,53630.66,18.352941176470587,515.6794230769231,9464.234117647058,high,Q3,1,4,4,9
CUST-ACT-00048,89,89,465,63,17268.13,5.741935483870968,194.0239325842697,1114.0729032258066,medium,Q1,4,3,2,9
CUST-ACT-00049,73,73,464,12,58005.45,4.719827586206897,794.595205479452,3750.352370689655,medium,Q4,5,3,4,12
CUST-ACT-00050,24,24,825,14,6257.89,0.8727272727272727,260.7454166666667,227.55963636363637,low,Q1,5,1,1,7
CUST-ACT-00051,114,114,978,122,58166.43,3.496932515337423,510.2318421052632,1784.2463190184048,medium,Q4,2,4,4,10
CUST-ACT-00052,37,37,512,170,21019.08,2.16796875,568.0832432432433,1231.58671875,medium,Q2,1,2,2,5
CUST-ACT-00053,47,47,506,135,50804.85,2.7865612648221343,1080.9542553191488,3012.145256916996,medium,Q3,2,2,4,8
CUST-ACT-00054,50,50,984,160,37332.54,1.524390243902439,746.6508,1138.1871951219514,low,Q2,1,2,3,6
CUST-ACT-00055,101,101,289,27,19217.18,10.484429065743946,190.2691089108911,1994.8629757785468,high,Q2,5,4,2,11
CUST-ACT-00056,138,138,848,124,43066.59,4.882075471698113,312.07673913043476,1523.5821933962263,medium,Q3,2,5,3,10
CUST-ACT-00057,78,78,823,148,15819.98,2.8432563791008505,202.8202564102564,576.6699878493317,medium,Q1,1,3,2,6
CUST-ACT-00058,15,15,613,104,32978.54,0.734094616639478,2198.5693333333334,1613.957911908646,low,Q2,3,1,3,7
CUST-ACT-00059,15,15,595,90,65938.74,0.7563025210084034,4395.916,3324.642352941177,low,Q4,3,1,5,9
CUST-ACT-00060,104,104,353,165,23649.39,8.838526912181303,227.39798076923077,2009.8631728045325,medium,Q2,1,4,2,7
CUST-ACT-00061,118,118,629,158,74195.81,5.62798092209857,628.7780508474576,3538.750874403816,medium,Q4,1,4,5,10
CUST-ACT-00062,61,61,186,49,10908.64,9.838709677419354,178.83016393442622,1759.4580645161288,medium,Q1,4,3,1,8
CUST-ACT-00063,101,101,400,31,37932.58,7.574999999999999,375.570099009901,2844.9435,medium,Q3,5,4,3,12
CUST-ACT-00064,54,54,744,162,5074.19,2.1774193548387095,93.96648148148148,204.60443548387096,medium,Q1,1,2,1,4
CUST-ACT-00065,70,70,317,159,68875.48,6.624605678233439,983.9354285714285,6518.184227129337,medium,Q4,1,3,5,9
CUST-ACT-00066,32,32,396,51,36326.71,2.4242424242424243,1135.2096875,2752.0234848484847,medium,Q2,4,2,3,9
CUST-ACT-00067,105,105,436,10,31064.33,7.224770642201835,295.8507619047619,2137.453899082569,medium,Q2,5,4,3,12
CUST-ACT-00068,37,37,454,29,53615.16,2.444933920704846,1449.0583783783784,3542.851982378855,medium,Q3,5,2,4,11
CUST-ACT-00069,19,19,782,27,26102.09,0.7289002557544757,1373.7942105263157,1001.3589514066497,low,Q2,5,1,2,8
CUST-ACT-00070,126,126,759,163,21805.9,4.980237154150197,173.06269841269844,861.8932806324111,medium,Q2,1,5,2,8
CUST-ACT-00071,102,102,856,35,51471.13,3.574766355140187,504.6189215686274,1803.894742990654,medium,Q3,5,4,4,13
CUST-ACT-00072,121,121,645,169,4982.71,5.627906976744186,41.17942148760331,231.7539534883721,medium,Q1,1,5,1,7
CUST-ACT-00073,32,32,943,102,3631.05,1.0180275715800635,113.4703125,115.51590668080594,low,Q1,3,2,1,6
CUST-ACT-00074,112,112,44,90,14807.03,76.36363636363637,132.205625,10095.702272727274,high,Q1,3,4,1,8
CUST-ACT-00075,68,68,290,105,4860.53,7.03448275862069,71.47838235294117,502.8134482758621,medium,Q1,3,3,1,7
CUST-ACT-00076,134,134,582,19,51999.81,6.907216494845361,388.05828358208953,2680.4025773195876,medium,Q3,5,5,4,14
CUST-ACT-00077,78,78,735,159,31184.54,3.183673469387755,399.80179487179487,1272.8383673469389,medium,Q2,1,3,3,7
CUST-ACT-00078,20,20,220,1,73296.3,2.7272727272727275,3664.815,9994.95,medium,Q4,5,1,5,11
CUST-ACT-00079,58,58,586,159,21189.17,2.9692832764505117,365.33051724137925,1084.7697952218427,medium,Q2,1,2,2,5
CUST-ACT-00080,45,45,536,136,37024.74,2.5186567164179103,822.7719999999999,2072.2802238805966,medium,Q2,2,2,3,7
CUST-ACT-00081,113,113,262,33,9109.63,12.938931297709924,80.61619469026547,1043.0874045801527,high,Q1,5,4,1,10
CUST-ACT-00082,27,27,35,112,39527.35,23.142857142857142,1463.9759259259258,33880.58571428571,high,Q3,2,1,3,6
CUST-ACT-00083,140,140,640,176,17405.44,6.5625,124.32457142857142,815.88,medium,Q1,1,5,2,8
CUST-ACT-00084,108,108,712,48,44153.15,4.550561797752809,408.825462962963,1860.385533707865,medium,Q3,4,4,3,11
CUST-ACT-00085,53,53,520,118,43240.68,3.057692307692308,815.8618867924529,2494.6546153846157,medium,Q3,2,2,3,7
CUST-ACT-00086,111,111,325,132,71199.93,10.246153846153845,641.4408108108107,6572.30123076923,high,Q4,2,4,5,11
CUST-ACT-00087,15,15,962,50,30173.33,0.46777546777546775,2011.5553333333335,940.956237006237,low,Q2,4,1,2,7
CUST-ACT-00088,65,65,493,1,26667.95,3.9553752535496955,410.2761538461539,1622.7961460446247,medium,Q2,5,3,2,10
CUST-ACT-00089,77,77,212,158,48144.22,10.89622641509434,625.2496103896104,6812.861320754718,high,Q3,1,3,4,8
CUST-ACT-00090,78,78,627,100,2128.68,3.732057416267943,27.29076923076923,101.85071770334928,medium,Q1,3,3,1,7
CUST-ACT-00091,15,15,206,54,36520.03,2.1844660194174756,2434.6686666666665,5318.450970873787,medium,Q2,4,1,3,8
CUST-ACT-00092,44,44,273,143,64639.09,4.835164835164836,1469.0702272727272,7103.196703296703,medium,Q4,1,2,5,8
CUST-ACT-00093,144,144,827,123,74348.16,5.223700120918984,516.3066666666667,2697.0311970979446,medium,Q4,2,5,5,12
CUST-ACT-00094,58,58,944,169,70137.2,1.843220338983051,1209.2620689655173,2228.936440677966,low,Q4,1,2,5,8
CUST-ACT-00095,118,118,475,109,25132.04,7.4526315789473685,212.9833898305085,1587.2867368421053,medium,Q2,2,4,2,8
CUST-ACT-00096,19,19,322,11,57335.12,1.7701863354037268,3017.637894736842,5341.781366459628,low,Q4,5,1,4,10
CUST-ACT-00097,16,16,709,162,31762.58,0.6770098730606489,1985.16125,1343.973765867419,low,Q2,1,1,3,5
CUST-ACT-00098,3,3,36,21,23785.85,2.5,7928.616666666666,19821.541666666668,medium,Q2,5,1,2,8
CUST-ACT-00099,84,84,374,148,51518.19,6.737967914438503,613.3117857142857,4132.47513368984,medium,Q3,1,3,4,8
CUST-ACT-00100,8,8,865,74,53263.1,0.27745664739884396,6657.8875,1847.2751445086706,low,Q3,3,1,4,8
CUST-ACT-00101,13,13,415,140,70668.34,0.9397590361445782,5436.026153846154,5108.55469879518,low,Q4,2,1,5,8
CUST-ACT-00102,115,115,170,11,43264.9,20.294117647058822,376.2165217391304,7634.982352941176,high,Q3,5,4,3,12
CUST-ACT-00103,68,68,127,37,57078.36,16.062992125984252,839.3876470588235,13483.07716535433,high,Q4,4,3,4,11
CUST-ACT-00104,73,73,873,24,35877.42,2.508591065292096,491.47150684931506,1232.9010309278349,medium,Q2,5,3,3,11
CUST-ACT-00105,148,148,732,30,25863.19,6.065573770491803,174.75128378378378,1059.9668032786885,medium,Q2,5,5,2,12
CUST-ACT-00106,104,104,57,50,37587.26,54.73684210526316,361.41596153846154,19782.768421052635,high,Q3,4,4,3,11
CUST-ACT-00107,58,58,138,98,37030.25,12.608695652173914,638.4525862068965,8050.054347826088,high,Q2,3,2,3,8
CUST-ACT-00108,91,91,48,8,26750.3,56.875,293.9593406593406,16718.9375,high,Q2,5,4,2,11
CUST-ACT-00109,42,42,863,157,22996.28,1.4600231749710313,547.5304761904762,799.4071842410196,low,Q2,1,2,2,5
CUST-ACT-00110,74,74,147,11,47171.23,15.102040816326529,637.449054054054,9626.781632653061,high,Q3,5,3,4,12
CUST-ACT-00111,58,58,187,97,56223.52,9.304812834224599,969.3710344827585,9019.816042780749,medium,Q3,3,2,4,9
CUST-ACT-00112,56,56,392,111,47368.2,4.285714285714286,845.8607142857143,3625.1173469387754,medium,Q3,2,2,4,8
CUST-ACT-00113,85,85,112,3,7143.96,22.767857142857142,84.04658823529412,1913.5607142857143,high,Q1,5,3,1,9
CUST-ACT-00114,74,74,446,116,20395.54,4.977578475336323,275.6154054054054,1371.8973094170403,medium,Q2,2,3,2,7
CUST-ACT-00115,17,17,990,45,5373.43,0.5151515151515151,316.08411764705886,162.83121212121213,low,Q1,4,1,1,6
CUST-ACT-00116,45,45,926,6,6384.79,1.4578833693304536,141.88422222222223,206.85064794816415,low,Q1,5,2,1,8
CUST-ACT-00117,102,102,667,73,12019.84,4.5877061469265366,117.84156862745098,540.6224887556222,medium,Q1,3,4,1,8
CUST-ACT-00118,54,54,572,94,55515.55,2.832167832167832,1028.0657407407407,2911.6547202797206,medium,Q3,3,2,4,9
CUST-ACT-00119,112,112,927,40,14652.19,3.6245954692556634,130.823125,474.18090614886734,medium,Q1,4,4,1,9
CUST-ACT-00120,92,92,404,147,10792.8,6.8316831683168315,117.31304347826087,801.4455445544554,medium,Q1,1,4,1,6
CUST-ACT-00121,4,4,549,73,52421.29,0.2185792349726776,13105.3225,2864.5513661202185,low,Q3,3,1,4,8
CUST-ACT-00122,121,121,529,92,40843.95,6.862003780718337,337.55330578512394,2316.2920604914934,medium,Q3,3,5,3,11
CUST-ACT-00123,74,74,802,7,1385.81,2.7680798004987532,18.727162162162163,51.83827930174563,medium,Q1,5,3,1,9
CUST-ACT-00124,81,81,723,87,9930.09,3.3609958506224062,122.59370370370371,412.0369294605809,medium,Q1,3,3,1,7
CUST-ACT-00125,12,12,932,24,67461.22,0.38626609442060084,5621.768333333333,2171.4984978540774,low,Q4,5,1,5,11
CUST-ACT-00126,71,71,258,135,61211.79,8.255813953488373,862.1378873239437,7117.650000000001,medium,Q4,2,3,5,10
CUST-ACT-00127,44,44,667,173,6339.14,1.9790104947526237,144.07136363636366,285.11874062968513,low,Q1,1,2,1,4
CUST-ACT-00128,121,121,866,157,52397.16,4.191685912240184,433.0343801652893,1815.1441108545037,medium,Q3,1,5,4,10
CUST-ACT-00129,108,108,910,21,26491.15,3.5604395604395607,245.28842592592594,873.3346153846155,medium,Q2,5,4,2,11
CUST-ACT-00130,93,93,323,148,36800.9,8.637770897832816,395.7086021505377,3418.0402476780187,medium,Q2,1,4,3,8
CUST-ACT-00131,62,62,941,1,64553.68,1.9766206163655684,1041.1883870967742,2058.034431455898,low,Q4,5,3,5,13
CUST-ACT-00132,74,74,303,142,2870.2,7.326732673267327,38.78648648648648,284.1782178217822,medium,Q1,2,3,1,6
CUST-ACT-00133,74,74,794,85,36731.37,2.795969773299748,496.3698648648649,1387.835138539043,medium,Q2,3,3,3,9
CUST-ACT-00134,50,50,336,142,17119.57,4.464285714285714,342.3914,1528.5330357142857,medium,Q1,2,2,2,6
CUST-ACT-00135,99,99,412,149,48357.8,7.20873786407767,488.4626262626263,3521.199029126214,medium,Q3,1,4,4,9
CUST-ACT-00136,13,13,615,18,37124.97,0.6341463414634146,2855.7669230769234,1810.9741463414634,low,Q2,5,1,3,9
CUST-ACT-00137,144,144,795,91,1180.1,5.433962264150943,8.195138888888888,44.53207547169811,medium,Q1,3,5,1,9
CUST-ACT-00138,60,60,496,174,53663.51,3.6290322580645156,894.3918333333334,3245.776814516129,medium,Q3,1,3,4,8
CUST-ACT-00139,14,14,743,71,2309.3,0.5652759084791387,164.95000000000002,93.24226110363392,low,Q1,4,1,1,6
CUST-ACT-00140,86,86,704,51,20814.91,3.6647727272727275,242.03383720930233,886.9990056818183,medium,Q2,4,3,2,9
CUST-ACT-00141,115,115,717,64,48926.38,4.811715481171548,425.4467826086956,2047.128870292887,medium,Q3,4,4,4,12
CUST-ACT-00142,68,68,957,152,36813.16,2.1316614420062696,541.37,1154.0175548589343,medium,Q2,1,3,3,7
CUST-ACT-00143,77,77,341,59,72140.05,6.774193548387096,936.8837662337663,6346.631964809384,medium,Q4,4,3,5,12
CUST-ACT-00144,15,15,210,131,39695.85,2.142857142857143,2646.39,5670.835714285714,medium,Q3,2,1,3,6
CUST-ACT-00145,72,72,319,135,26275.27,6.771159874608151,364.93430555555557,2471.028526645768,medium,Q2,2,3,2,7
CUST-ACT-00146,86,86,577,68,56641.25,4.471403812824956,658.6191860465116,2944.9523396880413,medium,Q4,4,3,4,11
CUST-ACT-00147,112,112,157,45,49401.96,21.401273885350317,441.08892857142854,9439.864968152866,high,Q3,4,4,4,12
CUST-ACT-00148,109,109,626,40,11422.93,5.223642172523961,104.79752293577982,547.4247603833866,medium,Q1,4,4,1,9
CUST-ACT-00149,64,64,346,111,41744.16,5.5491329479768785,652.2525,3619.4358381502893,medium,Q3,2,3,3,8
CUST-ACT-00150,120,120,114,155,7244.74,31.578947368421055,60.37283333333333,1906.5105263157895,high,Q1,1,5,1,7
CUST-ACT-00151,8,8,411,135,45496.16,0.5839416058394161,5687.02,3320.887591240876,low,Q3,2,1,4,7
CUST-ACT-00152,75,75,177,113,7300.99,12.711864406779661,97.34653333333333,1237.4559322033897,high,Q1,2,3,1,6
CUST-ACT-00153,99,99,40,52,39622.12,74.25,400.22343434343435,29716.590000000004,high,Q3,4,4,3,11
CUST-ACT-00154,38,38,809,142,43735.6,1.4091470951792338,1150.9368421052632,1621.8393077873918,low,Q3,2,2,3,7
CUST-ACT-00155,14,14,101,109,44968.26,4.158415841584159,3212.0185714285717,13356.90891089109,medium,Q3,2,1,3,6
CUST-ACT-00156,145,145,408,51,64044.65,10.661764705882353,441.68724137931036,4709.165441176471,high,Q4,4,5,5,14
CUST-ACT-00157,92,92,496,144,17354.73,5.564516129032257,188.63836956521737,1049.6812499999999,medium,Q1,1,4,2,7
CUST-ACT-00158,10,10,393,9,39158.35,0.7633587786259542,3915.835,2989.187022900763,low,Q3,5,1,3,9
CUST-ACT-00159,87,87,148,114,23028.91,17.635135135135133,264.7001149425287,4668.022297297297,high,Q2,2,3,2,7
CUST-ACT-00160,98,98,191,170,36386.45,15.392670157068064,371.29030612244895,5715.149214659686,high,Q2,1,4,3,8
CUST-ACT-00161,80,80,290,70,12608.16,8.275862068965518,157.602,1304.2924137931036,medium,Q1,4,3,1,8
CUST-ACT-00162,39,39,415,80,16220.76,2.819277108433735,415.91692307692307,1172.585060240964,medium,Q1,3,2,2,7
CUST-ACT-00163,141,141,414,165,63440.96,10.217391304347826,449.9358865248227,4597.171014492753,high,Q4,1,5,5,11
CUST-ACT-00164,17,17,108,23,48907.33,4.722222222222222,2876.9017647058827,13585.369444444445,medium,Q3,5,1,4,10
CUST-ACT-00165,90,90,255,7,25043.8,10.588235294117647,278.26444444444445,2946.3294117647056,high,Q2,5,3,2,10
CUST-ACT-00166,62,62,913,66,60817.45,2.0372398685651696,980.9266129032258,1998.3828039430448,medium,Q4,4,3,5,12
CUST-ACT-00167,103,103,938,62,32697.98,3.2942430703624734,317.4561165048544,1045.7776119402986,medium,Q2,4,4,3,11
CUST-ACT-00168,110,110,440,45,45551.35,7.5,414.1031818181818,3105.773863636364,medium,Q3,4,4,4,12
CUST-ACT-00169,50,50,286,70,47239.08,5.244755244755245,944.7816,4955.148251748252,medium,Q3,4,2,4,10
CUST-ACT-00170,133,133,966,119,18175.71,4.130434782608695,136.65947368421052,564.4630434782608,medium,Q1,2,5,2,9
CUST-ACT-00171,49,49,146,94,35069.97,10.068493150684933,715.7136734693878,7206.158219178083,high,Q2,3,2,3,8
CUST-ACT-00172,83,83,279,14,47585.95,8.924731182795698,573.3246987951807,5116.7688172043,medium,Q3,5,3,4,12
CUST-ACT-00173,73,73,656,15,47583.28,3.3384146341463414,651.8257534246575,2176.064634146341,medium,Q3,5,3,4,12
CUST-ACT-00174,139,139,763,139,57287.72,5.465268676277851,412.14187050359715,2252.4660550458716,medium,Q4,2,5,4,11
CUST-ACT-00175,77,77,945,143,42770.13,2.4444444444444446,555.4562337662337,1357.7819047619046,medium,Q3,1,3,3,7
CUST-ACT-00176,33,33,548,44,21328.48,1.8065693430656935,646.3175757575757,1167.6175182481752,low,Q2,4,2,2,8
CUST-ACT-00177,1,1,355,33,1669.92,0.08450704225352113,1669.92,141.12,low,Q1,5,1,1,7
CUST-ACT-00178,125,125,582,78,39848.93,6.443298969072165,318.79144,2054.068556701031,medium,Q3,3,5,3,11
CUST-ACT-00179,114,114,249,75,8255.16,13.734939759036143,72.41368421052631,994.5975903614457,high,Q1,3,4,1,8
CUST-ACT-00180,34,34,643,133,18431.65,1.5863141524105755,542.1073529411765,859.9525660964231,low,Q1,2,2,2,6
CUST-ACT-00181,52,52,690,167,15997.55,2.260869565217391,307.6451923076923,695.545652173913,medium,Q1,1,2,2,5
CUST-ACT-00182,12,12,823,80,39341.47,0.4374240583232078,3278.4558333333334,1434.0754556500608,low,Q3,3,1,3,7
CUST-ACT-00183,137,137,799,127,46851.73,5.1439299123904885,341.98343065693433,1759.1387984981227,medium,Q3,2,5,4,11
CUST-ACT-00184,147,147,449,102,28683.76,9.821826280623608,195.12761904761905,1916.5095768374163,medium,Q2,3,5,2,10
CUST-ACT-00185,127,127,650,151,58946.97,5.861538461538461,464.14937007874016,2720.6293846153844,medium,Q4,1,5,4,10
CUST-ACT-00186,111,111,751,90,74396.98,4.434087882822903,670.243063063063,2971.9166444740345,medium,Q4,3,4,5,12
CUST-ACT-00187,49,49,364,16,40719.94,4.038461538461538,831.0191836734695,3356.0390109890113,medium,Q3,5,2,3,10
CUST-ACT-00188,75,75,565,110,12986.1,3.9823008849557526,173.148,689.5274336283186,medium,Q1,2,3,1,6
CUST-ACT-00189,142,142,374,74,62430.32,11.390374331550802,439.65014084507044,5007.779679144385,high,Q4,3,5,5,13
CUST-ACT-00190,15,15,101,54,74316.23,4.455445544554456,4954.415333333333,22074.127722772275,medium,Q4,4,1,5,10
CUST-ACT-00191,116,116,177,124,11248.68,19.66101694915254,96.97137931034483,1906.5559322033898,high,Q1,2,4,1,7
CUST-ACT-00192,83,83,490,130,49995.98,5.081632653061225,602.3612048192772,3060.978367346939,medium,Q3,2,3,4,9
CUST-ACT-00193,52,52,480,44,9399.69,3.25,180.76326923076925,587.480625,medium,Q1,4,2,1,7
CUST-ACT-00194,133,133,880,136,59279.86,4.534090909090909,445.7132330827068,2020.9043181818183,medium,Q4,2,5,4,11
CUST-ACT-00195,131,131,695,89,2724.27,5.654676258992805,20.795954198473282,117.59438848920863,medium,Q1,3,5,1,9
CUST-ACT-00196,96,96,222,4,44770.36,12.972972972972972,466.35791666666665,6050.048648648649,high,Q3,5,4,3,12
CUST-ACT-00197,4,4,212,141,8374.39,0.5660377358490566,2093.5975,1185.0551886792452,low,Q1,2,1,1,4
CUST-ACT-00198,69,69,791,142,36874.49,2.616940581542351,534.4128985507247,1398.5268015170668,medium,Q2,2,3,3,8
CUST-ACT-00199,126,126,386,40,46533.91,9.792746113989637,369.31674603174605,3616.625129533679,medium,Q3,4,5,4,13
CUST-ACT-00200,134,134,598,69,45354.19,6.722408026755852,338.46410447761195,2275.29381270903,medium,Q3,4,5,4,13
CUST-ACT-00201,90,90,263,144,17164.32,10.266159695817489,190.71466666666666,1957.9072243346006,high,Q1,1,3,2,6
CUST-ACT-00202,149,149,759,162,66477.02,5.8893280632411065,446.1544966442953,2627.5501976284586,medium,Q4,1,5,5,11
CUST-ACT-00203,113,113,516,46,57228.68,6.569767441860465,506.4484955752212,3327.2488372093026,medium,Q4,4,4,4,12
CUST-ACT-00204,72,72,110,68,60740.28,19.636363636363637,843.615,16565.53090909091,high,Q4,4,3,5,12
CUST-ACT-00205,85,85,809,167,35917.67,3.152039555006181,422.5608235294117,1331.9284301606922,medium,Q2,1,3,3,7
CUST-ACT-00206,142,142,217,33,28702.58,19.631336405529954,202.13084507042254,3968.098617511521,high,Q2,5,5,2,12
CUST-ACT-00207,60,60,915,107,4322.1,1.9672131147540983,72.03500000000001,141.70819672131148,low,Q1,3,3,1,7
CUST-ACT-00208,130,130,751,124,42537.16,5.193075898801598,327.2089230769231,1699.2207723035951,medium,Q3,2,5,3,10
CUST-ACT-00209,123,123,782,99,14886.01,4.718670076726343,121.02447154471545,571.0745524296675,medium,Q1,3,5,1,9
CUST-ACT-00210,42,42,240,145,66843.88,5.25,1591.5209523809524,8355.485,medium,Q4,1,2,5,8
CUST-ACT-00211,47,47,232,49,27115.02,6.077586206896552,576.9153191489362,3506.2525862068965,medium,Q2,4,2,2,8
CUST-ACT-00212,74,74,594,173,72648.68,3.7373737373737375,981.7389189189188,3669.125252525252,medium,Q4,1,3,5,9
CUST-ACT-00213,138,138,339,19,33805.77,12.212389380530972,244.96934782608693,2991.661061946902,high,Q2,5,5,3,13
CUST-ACT-00214,14,14,832,94,54827.98,0.5048076923076923,3916.284285714286,1976.9704326923077,low,Q3,3,1,4,8
CUST-ACT-00215,64,64,369,115,50689.31,5.203252032520325,792.02046875,4121.082113821138,medium,Q3,2,3,4,9
CUST-ACT-00216,140,140,62,85,39020.02,67.74193548387096,278.7144285714285,18880.654838709674,high,Q3,3,5,3,11
CUST-ACT-00217,93,93,439,87,50551.88,6.355353075170843,543.5686021505376,3454.5703872437357,medium,Q3,3,4,4,11
CUST-ACT-00218,69,69,721,39,62365.28,2.8710124826629677,903.8446376811594,2594.949237170596,medium,Q4,4,3,5,12
