customer_id,transaction_date,amount,status
CUST-DUP-0076,2026-08-04,172.98,CANCELLED
CUST-DUP-0077,2026-08-04,1333.94,PENDING
CUST-DUP-0078,2026-08-04,570.61,PENDING
CUST-DUP-0079,2026-08-04,950.66,PENDING
CUST-DUP-0080,2026-08-04,1376.51,COMPLETED
CUST-DUP-0081,2026-08-04,662.94,PENDING
CUST-DUP-0082,2026-08-04,1054.01,COMPLETED
CUST-DUP-0083,2026-08-04,1491.74,COMPLETED
CUST-DUP-0084,2026-08-04,523.3,CANCELLED
CUST-DUP-0085,2026-08-04,692.95,CANCELLED
CUST-DUP-0086,2026-08-04,132.04,COMPLETED
CUST-DUP-0087,2026-08-04,793.4,PENDING
CUST-DUP-0088,2026-08-04,1369.49,PENDING
CUST-DUP-0089,2026-08-04,619.72,CANCELLED
CUST-DUP-0090,2026-08-04,446.82,COMPLETED
CUST-DUP-0091,2026-08-04,1245.75,PENDING
CUST-DUP-0092,2026-08-04,134.79,CANCELLED
CUST-DUP-0093,2026-08-04,1100.14,CANCELLED
CUST-DUP-0094,2026-08-04,1109.38,COMPLETED
CUST-DUP-0095,2026-08-04,663.48,CANCELLED
CUST-DUP-0096,2026-08-04,341.89,COMPLETED
CUST-DUP-0097,2026-08-05,1212.87,CANCELLED
CUST-DUP-0098,2026-08-05,368.39,CANCELLED
CUST-DUP-0099,2026-08-05,703.31,COMPLETED
CUST-DUP-0100,2026-08-05,137.98,COMPLETED
CUST-DUP-0101,2026-08-05,891.33,COMPLETED
CUST-DUP-0102,2026-08-05,1404.69,COMPLETED
CUST-DUP-0103,2026-08-05,526.49,CANCELLED
CUST-DUP-0104,2026-08-05,620.92,COMPLETED
CUST-DUP-0105,2026-08-05,1135.21,COMPLETED
CUST-DUP-0106,2026-08-05,1238.86,COMPLETED
CUST-DUP-0107,2026-08-05,500.16,COMPLETED
CUST-DUP-0108,2026-08-05,433.16,CANCELLED
CUST-DUP-0109,2026-08-05,661.17,PENDING
CUST-DUP-0110,2026-08-05,1145.86,CANCELLED
CUST-DUP-0111,2026-08-05,457.39,COMPLETED
CUST-DUP-0112,2026-08-05,1160.61,COMPLETED
CUST-DUP-0113,2026-08-05,796.1,PENDING
CUST-DUP-0114,2026-08-05,382.54,PENDING
CUST-DUP-0115,2026-08-05,757.74,CANCELLED
CUST-DUP-0116,2026-08-05,419.24,COMPLETED
CUST-DUP-0117,2026-08-05,183.46,PENDING
CUST-DUP-0118,2026-08-05,908.9,CANCELLED
CUST-DUP-0119,2026-08-05,1366.21,COMPLETED
CUST-DUP-0120,2026-08-05,678.86,PENDING
CUST-DUP-0121,2026-08-06,447.89,CANCELLED
CUST-DUP-0122,2026-08-06,1228.73,COMPLETED
CUST-DUP-0123,2026-08-06,889.55,PENDING
CUST-DUP-0124,2026-08-06,507.32,COMPLETED
CUST-DUP-0125,2026-08-06,1089.98,COMPLETED
CUST-DUP-0126,2026-08-06,131.0,PENDING
CUST-DUP-0127,2026-08-06,1054.74,CANCELLED
CUST-DUP-0128,2026-08-06,839.43,CANCELLED
CUST-DUP-0129,2026-08-06,318.51,PENDING
CUST-DUP-0130,2026-08-06,1415.43,CANCELLED
CUST-DUP-0131,2026-08-06,912.56,COMPLETED
CUST-DUP-0132,2026-08-06,387.28,COMPLETED
CUST-DUP-0133,2026-08-06,973.47,COMPLETED
CUST-DUP-0134,2026-08-06,506.75,CANCELLED
CUST-DUP-0135,2026-08-06,1331.54,PENDING
CUST-DUP-0136,2026-08-06,353.89,COMPLETED
CUST-DUP-0137,2026-08-06,749.01,PENDING
CUST-DUP-0138,2026-08-06,1134.16,COMPLETED
CUST-DUP-0139,2026-08-06,133.35,CANCELLED
CUST-DUP-0140,2026-08-06,106.75,CANCELLED
CUST-DUP-0141,2026-08-06,413.64,COMPLETED
CUST-DUP-0142,2026-08-06,274.54,PENDING
CUST-DUP-0143,2026-08-06,369.41,PENDING
CUST-DUP-0144,2026-08-06,1262.4,COMPLETED
CUST-DUP-0145,2026-08-07,611.36,PENDING
CUST-DUP-0146,2026-08-07,196.07,CANCELLED
CUST-DUP-0147,2026-08-07,462.46,COMPLETED
CUST-DUP-0148,2026-08-07,1318.51,COMPLETED
CUST-DUP-0149,2026-08-07,1427.03,PENDING
CUST-DUP-0150,2026-08-07,962.77,COMPLETED
CUST-DUP-0151,2026-08-07,943.62,CANCELLED
CUST-DUP-0152,2026-08-07,1463.54,COMPLETED
CUST-DUP-0153,2026-08-07,1328.34,COMPLETED
CUST-DUP-0154,2026-08-07,442.11,COMPLETED
CUST-DUP-0155,2026-08-07,596.21,PENDING
CUST-DUP-0156,2026-08-07,112.7,CANCELLED
CUST-DUP-0157,2026-08-07,418.8,COMPLETED
CUST-DUP-0158,2026-08-07,1046.45,CANCELLED
CUST-DUP-0159,2026-08-07,467.4,PENDING
CUST-DUP-0160,2026-08-07,1443.98,PENDING
CUST-DUP-0161,2026-08-07,565.15,PENDING
CUST-DUP-0162,2026-08-07,1330.95,PENDING
CUST-DUP-0163,2026-08-07,1098.62,PENDING
CUST-DUP-0164,2026-08-07,127.81,PENDING
CUST-DUP-0165,2026-08-07,666.94,COMPLETED
CUST-DUP-0166,2026-08-07,564.75,PENDING
CUST-DUP-0167,2026-08-07,1151.9,CANCELLED
CUST-DUP-0168,2026-08-07,730.45,CANCELLED
CUST-DUP-0169,2026-08-08,421.67,CANCELLED
CUST-DUP-0170,2026-08-08,556.04,PENDING
CUST-DUP-0171,2026-08-08,1290.86,COMPLETED
CUST-DUP-0172,2026-08-08,129.72,CANCELLED
CUST-DUP-0173,2026-08-08,1180.14,COMPLETED
CUST-DUP-0174,2026-08-08,929.43,CANCELLED
CUST-DUP-0175,2026-08-08,115.36,PENDING
CUST-DUP-0176,2026-08-08,498.05,CANCELLED
CUST-DUP-0177,2026-08-08,740.75,CANCELLED
CUST-DUP-0178,2026-08-08,1186.46,CANCELLED
CUST-DUP-0179,2026-08-08,599.24,CANCELLED
CUST-DUP-0180,2026-08-08,454.79,PENDING
CUST-DUP-0181,2026-08-08,323.04,CANCELLED
CUST-DUP-0182,2026-08-08,558.98,COMPLETED
CUST-DUP-0183,2026-08-08,924.72,PENDING
CUST-DUP-0184,2026-08-08,818.6,CANCELLED
CUST-DUP-0185,2026-08-08,127.46,PENDING
CUST-DUP-0186,2026-08-08,1024.69,CANCELLED
CUST-DUP-0187,2026-08-08,852.59,CANCELLED
CUST-DUP-0188,2026-08-08,431.58,PENDING
CUST-DUP-0189,2026-08-08,530.28,COMPLETED
CUST-DUP-0190,2026-08-08,675.47,COMPLETED
CUST-DUP-0191,2026-08-08,1252.13,PENDING
CUST-DUP-0192,2026-08-08,1356.45,CANCELLED
CUST-DUP-0193,2026-08-09,723.03,CANCELLED
CUST-DUP-0194,2026-08-09,1217.1,PENDING
CUST-DUP-0195,2026-08-09,1001.4,PENDING
CUST-DUP-0196,2026-08-09,765.97,PENDING
CUST-DUP-0197,2026-08-09,1216.32,CANCELLED
CUST-DUP-0198,2026-08-09,512.29,CANCELLED
CUST-DUP-0199,2026-08-09,696.51,COMPLETED
CUST-DUP-0200,2026-08-09,120.33,COMPLETED
CUST-DUP-0201,2026-08-09,1310.45,CANCELLED
CUST-DUP-0202,2026-08-09,689.8,CANCELLED
CUST-DUP-0203,2026-08-09,435.61,CANCELLED
CUST-DUP-0204,2026-08-09,1465.99,CANCELLED
CUST-DUP-0205,2026-08-09,1036.71,COMPLETED
CUST-DUP-0206,2026-08-09,998.85,CANCELLED
CUST-DUP-0207,2026-08-09,896.78,COMPLETED
CUST-DUP-0208,2026-08-09,865.95,CANCELLED
CUST-DUP-0209,2026-08-09,413.48,COMPLETED
CUST-DUP-0210,2026-08-09,1407.38,CANCELLED
CUST-DUP-0211,2026-08-09,853.13,CANCELLED
CUST-DUP-0212,2026-08-09,142.47,PENDING
CUST-DUP-0213,2026-08-09,168.19,PENDING
CUST-DUP-0214,2026-08-09,1419.03,COMPLETED
CUST-DUP-0215,2026-08-09,1315.48,COMPLETED
CUST-DUP-0216,2026-08-09,202.4,PENDING
CUST-DUP-0217,2026-08-10,1273.07,CANCELLED
CUST-DUP-0218,2026-08-10,969.32,COMPLETED
CUST-DUP-0219,2026-08-10,758.28,COMPLETED
CUST-DUP-0220,2026-08-10,406.7,PENDING
CUST-DUP-0221,2026-08-10,1131.42,CANCELLED
CUST-DUP-0222,2026-08-10,372.69,COMPLETED
CUST-DUP-0223,2026-08-10,1205.75,PENDING
CUST-DUP-0224,2026-08-10,487.52,COMPLETED
CUST-DUP-0225,2026-08-10,179.59,PENDING
CUST-DUP-0226,2026-08-10,308.94,PENDING
CUST-DUP-0227,2026-08-10,927.81,PENDING
CUST-DUP-0228,2026-08-10,190.06,CANCELLED
CUST-DUP-0229,2026-08-10,527.97,COMPLETED
CUST-DUP-0230,2026-08-10,485.46,PENDING
CUST-DUP-0231,2026-08-10,1129.63,CANCELLED
CUST-DUP-0232,2026-08-10,780.21,COMPLETED
CUST-DUP-0233,2026-08-10,1044.52,CANCELLED
CUST-DUP-0234,2026-08-10,1058.08,PENDING
CUST-DUP-0235,2026-08-10,112.71,PENDING
CUST-DUP-0236,2026-08-10,869.79,COMPLETED
CUST-DUP-0237,2026-08-10,1063.7,COMPLETED
CUST-DUP-0238,2026-08-10,1145.49,PENDING
CUST-DUP-0239,2026-08-10,1120.89,PENDING
CUST-DUP-0240,2026-08-10,1453.17,COMPLETED
CUST-DUP-0241,2026-08-11,1495.67,CANCELLED
CUST-DUP-0242,2026-08-11,1087.32,COMPLETED
CUST-DUP-0243,2026-08-11,102.1,PENDING
CUST-DUP-0244,2026-08-11,1373.53,CANCELLED
CUST-DUP-0245,2026-08-11,1054.6,PENDING
CUST-DUP-0246,2026-08-11,1447.22,CANCELLED
CUST-DUP-0247,2026-08-11,703.98,PENDING
CUST-DUP-0248,2026-08-11,1042.17,PENDING
CUST-DUP-0249,2026-08-11,1222.74,CANCELLED
CUST-DUP-0250,2026-08-11,1159.76,COMPLETED
CUST-DUP-0251,2026-08-11,293.45,CANCELLED
CUST-DUP-0252,2026-08-11,1052.03,COMPLETED
CUST-DUP-0253,2026-08-11,796.57,COMPLETED
CUST-DUP-0254,2026-08-11,1438.63,PENDING
CUST-DUP-0255,2026-08-11,1277.37,CANCELLED
CUST-DUP-0256,2026-08-11,853.08,CANCELLED
CUST-DUP-0257,2026-08-11,338.17,PENDING
CUST-DUP-0258,2026-08-11,1290.56,COMPLETED
CUST-DUP-0259,2026-08-11,1000.35,PENDING
CUST-DUP-0260,2026-08-11,1220.16,PENDING
CUST-DUP-0261,2026-08-11,223.03,PENDING
CUST-DUP-0262,2026-08-11,375.48,COMPLETED
CUST-DUP-0263,2026-08-11,897.35,COMPLETED
CUST-DUP-0264,2026-08-11,536.14,CANCELLED
CUST-DUP-0265,2026-08-12,1029.36,COMPLETED
CUST-DUP-0266,2026-08-12,1477.78,CANCELLED
CUST-DUP-0267,2026-08-12,446.44,COMPLETED
CUST-DUP-0268,2026-08-12,442.64,PENDING
CUST-DUP-0269,2026-08-12,150.0,COMPLETED
CUST-DUP-0270,2026-08-12,510.54,PENDING
CUST-DUP-0271,2026-08-12,1087.25,COMPLETED
CUST-DUP-0272,2026-08-12,526.53,PENDING
CUST-DUP-0273,2026-08-12,1206.27,COMPLETED
CUST-DUP-0274,2026-08-12,885.28,COMPLETED
CUST-DUP-0275,2026-08-12,307.59,COMPLETED
CUST-DUP-0276,2026-08-12,1378.86,CANCELLED
CUST-DUP-0277,2026-08-12,971.0,PENDING
CUST-DUP-0278,2026-08-12,276.37,CANCELLED
CUST-DUP-0279,2026-08-12,1371.07,PENDING
CUST-DUP-0280,2026-08-12,1337.19,PENDING
CUST-DUP-0281,2026-08-12,1161.64,PENDING
CUST-DUP-0282,2026-08-12,792.44,CANCELLED
CUST-DUP-0283,2026-08-12,355.6,CANCELLED
CUST-DUP-0284,2026-08-12,1359.35,CANCELLED
CUST-DUP-0285,2026-08-12,1060.13,PENDING
CUST-DUP-0286,2026-08-12,356.59,CANCELLED
CUST-DUP-0287,2026-08-12,145.5,COMPLETED
CUST-DUP-0288,2026-08-12,237.16,CANCELLED
CUST-DUP-0289,2026-08-13,1403.07,PENDING
CUST-DUP-0290,2026-08-13,689.4,COMPLETED
CUST-DUP-0291,2026-08-13,1386.04,CANCELLED
CUST-DUP-0292,2026-08-13,102.19,PENDING
CUST-DUP-0293,2026-08-13,1397.35,COMPLETED
CUST-DUP-0294,2026-08-13,241.63,COMPLETED
CUST-DUP-0295,2026-08-13,276.11,CANCELLED
CUST-DUP-0296,2026-08-13,415.69,CANCELLED
CUST-DUP-0297,2026-08-13,167.74,CANCELLED
CUST-DUP-0298,2026-08-13,238.95,PENDING
CUST-DUP-0299,2026-08-13,457.25,PENDING
CUST-DUP-0300,2026-08-13,323.29,COMPLETED
CUST-DUP-0301,2026-08-13,253.76,COMPLETED
CUST-DUP-0302,2026-08-13,672.64,COMPLETED
CUST-DUP-0303,2026-08-13,314.86,PENDING
CUST-DUP-0304,2026-08-13,603.42,COMPLETED
CUST-DUP-0305,2026-08-13,475.47,COMPLETED
CUST-DUP-0306,2026-08-13,1184.6,CANCELLED
CUST-DUP-0307,2026-08-13,1190.18,COMPLETED
CUST-DUP-0308,2026-08-13,817.32,PENDING
CUST-DUP-0309,2026-08-13,218.29,COMPLETED
CUST-DUP-0310,2026-08-13,1140.29,COMPLETED
CUST-DUP-0311,2026-08-13,644.35,CANCELLED
CUST-DUP-0312,2026-08-13,857.54,COMPLETED
CUST-DUP-0313,2026-08-14,313.14,PENDING
CUST-DUP-0314,2026-08-14,889.73,CANCELLED
CUST-DUP-0315,2026-08-14,833.02,CANCELLED
CUST-DUP-0316,2026-08-14,642.86,COMPLETED
CUST-DUP-0317,2026-08-14,939.53,COMPLETED
CUST-DUP-0318,2026-08-14,1032.07,COMPLETED
CUST-DUP-0319,2026-08-14,1480.47,CANCELLED
CUST-DUP-0320,2026-08-14,1297.32,PENDING
CUST-DUP-0321,2026-08-14,116.42,COMPLETED
CUST-DUP-0322,2026-08-14,1211.2,PENDING
CUST-DUP-0323,2026-08-14,656.78,COMPLETED
CUST-DUP-0324,2026-08-14,392.66,COMPLETED
CUST-DUP-0325,2026-08-14,545.46,CANCELLED
CUST-DUP-0326,2026-08-14,1351.53,COMPLETED
CUST-DUP-0327,2026-08-14,1056.79,PENDING
CUST-DUP-0328,2026-08-14,968.17,COMPLETED
CUST-DUP-0329,2026-08-14,371.91,CANCELLED
CUST-DUP-0330,2026-08-14,145.35,CANCELLED
CUST-DUP-0331,2026-08-14,746.63,PENDING
CUST-DUP-0332,2026-08-14,945.8,PENDING
CUST-DUP-0333,2026-08-14,1007.42,CANCELLED
CUST-DUP-0334,2026-08-14,540.96,COMPLETED
CUST-DUP-0335,2026-08-14,971.45,PENDING
CUST-DUP-0336,2026-08-14,355.4,CANCELLED
CUST-DUP-0337,2026-08-15,486.18,PENDING
CUST-DUP-0338,2026-08-15,908.68,PENDING
CUST-DUP-0339,2026-08-15,1059.23,CANCELLED
CUST-DUP-0340,2026-08-15,1221.89,COMPLETED
CUST-DUP-0341,2026-08-15,657.54,CANCELLED
CUST-DUP-0342,2026-08-15,568.93,COMPLETED
CUST-DUP-0343,2026-08-15,809.34,PENDING
CUST-DUP-0344,2026-08-15,1098.17,PENDING
CUST-DUP-0345,2026-08-15,769.6,COMPLETED
CUST-DUP-0346,2026-08-15,1230.21,COMPLETED
CUST-DUP-0347,2026-08-15,333.11,CANCELLED
CUST-DUP-0348,2026-08-15,1073.29,PENDING
CUST-DUP-0349,2026-08-15,1272.97,COMPLETED
CUST-DUP-0350,2026-08-15,1409.16,PENDING
CUST-DUP-0351,2026-08-15,455.4,PENDING
CUST-DUP-0352,2026-08-15,563.05,COMPLETED
CUST-DUP-0353,2026-08-15,1252.35,CANCELLED
CUST-DUP-0354,2026-08-15,1226.49,COMPLETED
CUST-DUP-0355,2026-08-15,1365.05,CANCELLED
CUST-DUP-0356,2026-08-15,893.61,CANCELLED
CUST-DUP-0357,2026-08-15,1054.06,CANCELLED
CUST-DUP-0358,2026-08-15,1101.76,PENDING
CUST-DUP-0359,2026-08-15,1270.45,COMPLETED
CUST-DUP-0360,2026-08-15,630.19,CANCELLED
CUST-DUP-0361,2026-08-16,424.62,PENDING
CUST-DUP-0362,2026-08-16,1120.7,COMPLETED
CUST-DUP-0363,2026-08-16,1446.46,CANCELLED
CUST-DUP-0364,2026-08-16,518.26,COMPLETED
CUST-DUP-0365,2026-08-16,1048.35,PENDING
CUST-DUP-0366,2026-08-16,432.46,COMPLETED
CUST-DUP-0367,2026-08-16,1175.78,CANCELLED
CUST-DUP-0368,2026-08-16,787.48,CANCELLED
CUST-DUP-0369,2026-08-16,130.82,COMPLETED
CUST-DUP-0370,2026-08-16,716.29,PENDING
CUST-DUP-0371,2026-08-16,622.78,PENDING
CUST-DUP-0372,2026-08-16,997.91,PENDING
CUST-DUP-0373,2026-08-16,908.05,COMPLETED
CUST-DUP-0374,2026-08-16,1354.65,PENDING
CUST-DUP-0375,2026-08-16,656.5,CANCELLED
CUST-DUP-0376,2026-08-16,430.28,PENDING
CUST-DUP-0377,2026-08-16,1060.55,PENDING
CUST-DUP-0378,2026-08-16,301.67,CANCELLED
CUST-DUP-0379,2026-08-16,1469.81,COMPLETED
CUST-DUP-0380,2026-08-16,440.98,CANCELLED
CUST-DUP-0381,2026-08-16,618.25,CANCELLED
CUST-DUP-0382,2026-08-16,815.95,CANCELLED
CUST-DUP-0383,2026-08-16,1223.32,CANCELLED
CUST-DUP-0384,2026-08-16,1228.03,PENDING
CUST-DUP-0385,2026-08-17,491.33,COMPLETED
CUST-DUP-0386,2026-08-17,245.47,PENDING
CUST-DUP-0387,2026-08-17,1200.66,COMPLETED
CUST-DUP-0388,2026-08-17,1457.14,CANCELLED
CUST-DUP-0389,2026-08-17,642.13,PENDING
CUST-DUP-0390,2026-08-17,1341.41,COMPLETED
CUST-DUP-0391,2026-08-17,868.9,PENDING
CUST-DUP-0392,2026-08-17,302.88,CANCELLED
CUST-DUP-0393,2026-08-17,344.73,PENDING
CUST-DUP-0394,2026-08-17,1266.01,CANCELLED
CUST-DUP-0395,2026-08-17,1206.67,CANCELLED
CUST-DUP-0396,2026-08-17,549.51,CANCELLED
CUST-DUP-0397,2026-08-17,978.41,COMPLETED
CUST-DUP-0398,2026-08-17,255.76,CANCELLED
CUST-DUP-0399,2026-08-17,1355.65,CANCELLED
CUST-DUP-0400,2026-08-17,270.33,PENDING
CUST-DUP-0401,2026-08-17,637.06,PENDING
CUST-DUP-0402,2026-08-17,1172.29,CANCELLED
CUST-DUP-0403,2026-08-17,760.38,PENDING
CUST-DUP-0404,2026-08-17,446.06,COMPLETED
CUST-DUP-0405,2026-08-17,860.42,COMPLETED
CUST-DUP-0406,2026-08-17,155.42,COMPLETED
CUST-DUP-0407,2026-08-17,382.82,CANCELLED
CUST-DUP-0408,2026-08-17,1064.16,CANCELLED
CUST-DUP-0409,2026-08-18,1215.86,COMPLETED
CUST-DUP-0410,2026-08-18,254.89,PENDING
CUST-DUP-0411,2026-08-18,1252.35,CANCELLED
CUST-DUP-0412,2026-08-18,623.79,PENDING
CUST-DUP-0413,2026-08-18,116.95,PENDING
CUST-DUP-0414,2026-08-18,1040.07,COMPLETED
CUST-DUP-0415,2026-08-18,888.03,PENDING
CUST-DUP-0416,2026-08-18,697.37,PENDING
CUST-DUP-0417,2026-08-18,945.79,COMPLETED
CUST-DUP-0418,2026-08-18,1153.49,CANCELLED
CUST-DUP-0419,2026-08-18,625.69,PENDING
CUST-DUP-0420,2026-08-18,131.41,PENDING
CUST-DUP-0421,2026-08-18,906.67,CANCELLED
CUST-DUP-0422,2026-08-18,1037.09,PENDING
CUST-DUP-0423,2026-08-18,746.5,CANCELLED
CUST-DUP-0424,2026-08-18,1124.3,PENDING
CUST-DUP-0425,2026-08-18,1475.15,PENDING
CUST-DUP-0426,2026-08-18,426.8,CANCELLED
CUST-DUP-0427,2026-08-18,1015.84,CANCELLED
CUST-DUP-0428,2026-08-18,214.29,COMPLETED
CUST-DUP-0429,2026-08-18,1299.73,CANCELLED
CUST-DUP-0430,2026-08-18,456.58,PENDING
CUST-DUP-0431,2026-08-18,1015.68,PENDING
CUST-DUP-0432,2026-08-18,573.99,CANCELLED
CUST-DUP-0433,2026-08-19,1428.69,CANCELLED
CUST-DUP-0434,2026-08-19,730.9,PENDING
CUST-DUP-0435,2026-08-19,522.36,PENDING
CUST-DUP-0436,2026-08-19,432.56,COMPLETED
CUST-DUP-0437,2026-08-19,1437.09,COMPLETED
CUST-DUP-0438,2026-08-19,620.9,CANCELLED
CUST-DUP-0439,2026-08-19,1137.53,PENDING
CUST-DUP-0440,2026-08-19,561.07,CANCELLED
CUST-DUP-0441,2026-08-19,1174.5,CANCELLED
CUST-DUP-0442,2026-08-19,1467.31,CANCELLED
CUST-DUP-0443,2026-08-19,745.35,CANCELLED
CUST-DUP-0444,2026-08-19,1102.52,CANCELLED
CUST-DUP-0445,2026-08-19,401.49,COMPLETED
CUST-DUP-0446,2026-08-19,992.04,CANCELLED
CUST-DUP-0447,2026-08-19,1416.17,PENDING
CUST-DUP-0448,2026-08-19,862.17,COMPLETED
CUST-DUP-0449,2026-08-19,1278.01,CANCELLED
CUST-DUP-0450,2026-08-19,194.59,CANCELLED
CUST-DUP-0451,2026-08-19,1087.29,CANCELLED
CUST-DUP-0452,2026-08-19,1432.52,PENDING
CUST-DUP-0453,2026-08-19,284.7,PENDING
CUST-DUP-0454,2026-08-19,1075.26,COMPLETED
CUST-DUP-0455,2026-08-19,903.49,PENDING
CUST-DUP-0456,2026-08-19,617.6,COMPLETED
CUST-DUP-0457,2026-08-20,760.93,CANCELLED
CUST-DUP-0458,2026-08-20,995.73,CANCELLED
CUST-DUP-0459,2026-08-20,917.75,PENDING
CUST-DUP-0460,2026-08-20,1196.13,COMPLETED
CUST-DUP-0461,2026-08-20,607.1,COMPLETED
CUST-DUP-0462,2026-08-20,484.44,COMPLETED
CUST-DUP-0463,2026-08-20,190.03,CANCELLED
CUST-DUP-0464,2026-08-20,1257.88,PENDING
CUST-DUP-0465,2026-08-20,986.06,CANCELLED
CUST-DUP-0466,2026-08-20,767.53,COMPLETED
CUST-DUP-0467,2026-08-20,1190.88,CANCELLED
CUST-DUP-0468,2026-08-20,995.29,COMPLETED
CUST-DUP-0469,2026-08-20,1042.05,PENDING
CUST-DUP-0470,2026-08-20,743.47,COMPLETED
CUST-DUP-0471,2026-08-20,134.17,COMPLETED
CUST-DUP-0472,2026-08-20,580.63,PENDING
CUST-DUP-0473,2026-08-20,1058.26,PENDING
CUST-DUP-0474,2026-08-20,1256.96,PENDING
CUST-DUP-0475,2026-08-20,1402.38,COMPLETED
CUST-DUP-0476,2026-08-20,1142.69,PENDING
CUST-DUP-0477,2026-08-20,129.28,COMPLETED
CUST-DUP-0478,2026-08-20,1215.35,CANCELLED
CUST-DUP-0479,2026-08-20,525.09,COMPLETED
CUST-DUP-0480,2026-08-20,481.43,CANCELLED
CUST-DUP-0481,2026-08-21,1356.79,COMPLETED
CUST-DUP-0482,2026-08-21,501.5,COMPLETED
CUST-DUP-0483,2026-08-21,143.89,COMPLETED
CUST-DUP-0484,2026-08-21,829.61,COMPLETED
CUST-DUP-0485,2026-08-21,508.14,PENDING
CUST-DUP-0486,2026-08-21,610.51,CANCELLED
