transaction_date,signup_date,amount,revenue,is_active,is_premium
2026-08-08,2026-05-30,607.49,598.93,True,True
2026-08-09,2026-01-24,3382.03,3030.26,True,False
2026-08-10,2026-04-26,756.88,401.0,True,False
2026-08-11,2026-05-28,2668.76,4920.08,False,False
2026-08-12,2026-05-05,3499.26,3237.7,False,True
2026-08-13,2026-02-20,2188.09,1537.1,True,False
2026-08-14,2025-11-26,3284.27,9246.16,True,False
2026-08-15,2026-03-30,2111.16,4833.02,False,True
2026-08-16,2025-10-23,3022.6,2291.81,False,False
2026-08-17,2026-02-15,1702.13,2910.84,False,True
2026-08-18,2025-08-17,176.74,3041.0,True,True
2026-08-19,2025-11-04,1881.21,2927.65,False,True
2026-08-20,2025-10-05,2402.1,7273.63,False,True
2026-08-21,2026-06-01,2383.41,4424.09,True,False
2026-08-22,2025-10-06,1141.57,4223.6,False,False
2026-08-23,2026-04-30,867.52,3842.66,False,False
2026-08-24,2026-01-08,2449.1,5406.63,False,True
2026-08-25,2025-12-02,2953.47,2991.07,True,False
2026-08-26,2026-06-14,998.79,5064.73,True,False
2026-08-27,2026-04-11,639.73,5569.45,True,True
2026-08-28,2025-10-18,2683.06,1057.57,True,False
2026-08-29,2025-08-23,2038.7,6901.64,True,True
2026-08-30,2026-04-01,1740.65,7903.4,False,False
2026-08-01,2025-11-29,1440.19,2848.44,True,False
2026-08-02,2026-04-06,2151.95,7365.61,True,True
2026-08-03,2026-02-07,674.06,8244.21,False,True
2026-08-04,2025-10-12,2840.34,8617.79,True,False
2026-08-05,2026-04-09,2332.12,2477.4,False,False
2026-08-06,2025-11-13,1726.75,6718.12,True,False
2026-08-07,2025-10-13,993.73,3481.26,True,True
2026-08-08,2026-01-10,79.67,4546.93,False,True
2026-08-09,2025-12-27,1843.18,7070.31,False,True
2026-08-10,2026-04-13,1801.68,8232.88,False,False
2026-08-11,2025-08-27,606.48,976.48,False,True
2026-08-12,2026-02-22,1303.37,3549.45,False,True
2026-08-13,2025-09-25,1885.36,1391.44,True,False
2026-08-14,2026-05-20,666.93,6402.14,True,False
2026-08-15,2025-11-28,2424.05,1500.63,True,True
2026-08-16,2026-06-05,1440.22,7844.85,True,True
2026-08-17,2026-04-03,3298.96,1307.2,True,True
2026-08-18,2026-03-20,1496.63,5721.6,True,True
2026-08-19,2025-12-03,644.52,1855.08,True,False
2026-08-20,2026-03-10,3177.19,3671.02,True,True
2026-08-21,2026-07-02,1526.75,1675.17,False,False
2026-08-22,2026-06-16,282.71,5657.76,True,True
2026-08-23,2026-03-01,2986.73,2321.17,False,True
2026-08-24,2025-09-18,1230.65,9936.76,False,False
2026-08-25,2026-01-27,1095.5,9296.07,False,False
2026-08-26,2026-03-04,406.73,6764.0,True,False
2026-08-27,2026-06-02,1708.93,4010.75,True,True
2026-08-28,2025-08-02,972.81,1599.88,True,True
2026-08-29,2025-09-03,925.43,2270.55,True,False
2026-08-30,2026-05-28,829.2,7261.52,False,True
2026-08-01,2026-04-09,3141.11,2766.12,False,False
2026-08-02,2026-05-26,2146.33,4836.18,False,False
2026-08-03,2025-12-28,568.89,6599.32,False,True
2026-08-04,2025-08-26,2527.17,2367.03,False,False
2026-08-05,2026-03-29,1841.53,6577.82,False,True
2026-08-06,2025-12-15,1989.91,1817.92,False,True
2026-08-07,2026-04-30,1211.37,459.81,False,True
2026-08-08,2025-10-06,1805.81,1233.0,False,True
2026-08-09,2025-12-25,316.68,9545.43,True,True
2026-08-10,2026-03-14,1253.92,6615.47,True,True
2026-08-11,2026-02-15,571.27,1740.24,True,False
2026-08-12,2025-12-18,3422.34,4627.7,False,True
2026-08-13,2025-11-23,2120.98,2130.06,False,True
2026-08-14,2025-11-29,415.13,9261.04,True,False
2026-08-15,2025-10-17,3383.85,8313.33,True,False
2026-08-16,2026-02-05,2921.33,4357.67,False,False
2026-08-17,2026-04-12,3269.58,4747.36,False,True
2026-08-18,2026-01-26,1795.4,2573.44,False,True
2026-08-19,2026-04-07,2903.69,1372.0,False,True
2026-08-20,2025-09-25,2686.89,7041.24,False,False
2026-08-21,2026-01-12,354.06,9641.48,False,False
2026-08-22,2026-06-13,1142.54,1862.05,False,False
2026-08-23,2025-11-03,558.27,9139.63,False,True
2026-08-24,2026-03-19,1629.26,9112.65,False,True
2026-08-25,2026-05-13,1811.13,1844.01,True,False
2026-08-26,2025-08-13,1333.1,4991.96,True,False
2026-08-27,2026-05-17,694.39,8661.49,True,True
2026-08-28,2026-04-05,3284.63,482.73,False,True
2026-08-29,2025-10-29,1107.57,468.02,True,False
2026-08-30,2026-01-27,526.06,2248.62,True,False
2026-08-01,2025-10-15,3175.24,9337.66,False,True
2026-08-02,2025-09-05,416.15,5931.82,True,False
2026-08-03,2026-02-23,2841.74,1309.73,False,True
2026-08-04,2025-12-23,1659.81,9102.52,False,True
2026-08-05,2025-11-21,2733.08,9311.17,True,True
2026-08-06,2025-09-27,1563.3,7089.3,False,True
2026-08-07,2026-01-13,699.81,6174.52,False,True
2026-08-08,2026-05-03,1827.32,3222.31,False,True
2026-08-09,2026-01-06,3303.29,4313.05,False,False
2026-08-10,2026-04-13,2259.92,4060.81,False,True
2026-08-11,2025-12-04,1227.82,2294.6,True,False
2026-08-12,2026-06-07,534.34,9075.15,False,False
2026-08-13,2025-11-30,1529.09,7259.97,False,True
2026-08-14,2026-06-20,3404.29,275.42,False,True
2026-08-15,2025-12-06,508.93,1658.75,False,False
2026-08-16,2025-12-02,1895.91,5550.43,False,False
2026-08-17,2025-12-14,3202.52,6306.56,True,False
2026-08-18,2026-03-29,2763.92,3606.29,False,False
2026-08-19,2026-05-10,1482.4,9332.89,True,True
2026-08-20,2026-03-03,918.43,5657.53,True,True
2026-08-21,2026-01-06,1141.25,8814.41,True,False
2026-08-22,2026-03-27,1544.11,3469.91,False,False
2026-08-23,2025-11-23,725.21,2447.22,True,True
2026-08-24,2025-12-28,1017.54,9329.34,True,True
2026-08-25,2026-02-11,1902.3,7517.7,False,False
2026-08-26,2026-03-09,2728.63,4929.04,False,True
2026-08-27,2026-05-06,2752.85,2004.05,False,False
2026-08-28,2026-06-10,750.57,3535.06,True,True
2026-08-29,2025-10-02,1566.34,9884.42,False,False
2026-08-30,2026-01-16,1358.83,8236.17,False,False
2026-08-01,2025-11-12,3163.29,3234.83,True,True
2026-08-02,2026-02-26,1613.27,9536.6,False,True
2026-08-03,2026-01-24,1072.09,2674.28,True,True
2026-08-04,2025-11-01,2790.79,1585.47,True,False
2026-08-05,2026-05-03,1353.92,7298.84,True,False
2026-08-06,2026-06-25,3325.52,8980.72,True,True
2026-08-07,2025-11-21,3071.13,454.55,False,False
2026-08-08,2026-03-01,1551.09,7828.18,False,False
2026-08-09,2025-09-03,2097.51,1378.74,False,True
2026-08-10,2026-04-10,2705.01,3466.24,True,False
2026-08-11,2025-08-17,72.03,4132.93,True,False
2026-08-12,2026-05-22,3466.04,8839.02,True,False
2026-08-13,2026-06-09,3179.85,5276.06,True,True
2026-08-14,2025-10-30,1204.53,7907.12,False,False
2026-08-15,2026-05-24,3297.96,2666.45,True,True
2026-08-16,2026-03-20,764.38,3787.11,False,True
2026-08-17,2026-01-23,1826.35,6235.8,False,True
2026-08-18,2025-12-24,484.8,446.97,True,False
2026-08-19,2025-10-31,723.6,7854.99,False,True
2026-08-20,2026-04-12,776.68,9475.76,False,True
2026-08-21,2026-03-28,1226.01,5963.56,False,False
2026-08-22,2026-03-03,3486.34,2222.85,True,False
2026-08-23,2025-08-10,416.61,8836.33,False,True
2026-08-24,2025-11-24,197.99,4133.29,True,True
2026-08-25,2026-02-24,1395.12,9508.19,True,False
2026-08-26,2025-09-29,286.88,8164.23,False,True
2026-08-27,2026-01-06,1059.19,6233.71,False,True
2026-08-28,2026-06-06,1925.66,4916.44,True,False
2026-08-29,2026-04-14,1943.24,4256.97,True,True
2026-08-30,2025-10-23,3119.51,5413.48,False,False
2026-08-01,2026-06-27,994.93,7917.01,True,False
2026-08-02,2026-07-01,1724.93,7349.15,True,True
2026-08-03,2026-02-22,1451.25,7014.12,True,True
2026-08-04,2026-05-09,512.65,7933.54,True,False
2026-08-05,2026-06-01,2610.3,6204.54,True,False
2026-08-06,2025-12-28,3417.52,209.64,True,True
2026-08-07,2025-09-20,420.76,6929.27,False,False
2026-08-08,2025-11-13,2230.93,4002.64,False,True
2026-08-09,2025-09-30,1812.3,8259.21,True,False
2026-08-10,2026-04-16,3240.88,5610.22,True,False
2026-08-11,2026-02-04,420.98,5941.13,False,True
2026-08-12,2026-06-30,3156.85,5962.91,False,True
2026-08-13,2026-04-06,3388.55,433.22,False,False
2026-08-14,2025-10-15,2809.31,2277.21,True,False
2026-08-15,2025-11-30,1817.09,1113.23,True,True
2026-08-16,2025-12-02,2030.45,911.38,True,False
2026-08-17,2025-10-16,358.02,6228.22,False,False
2026-08-18,2025-08-06,1650.93,4063.5,True,True
2026-08-19,2026-03-14,1968.29,1995.35,False,True
2026-08-20,2025-08-19,1940.22,6611.37,True,False
2026-08-21,2025-09-11,3378.99,206.69,False,True
2026-08-22,2025-09-30,1967.22,5480.79,True,True
2026-08-23,2026-06-26,3207.31,8222.8,True,False
2026-08-24,2026-07-01,1976.54,719.81,False,False
2026-08-25,2026-03-29,2078.5,6064.3,True,False
2026-08-26,2026-02-06,442.96,9707.55,False,False
2026-08-27,2026-04-29,1747.82,4951.86,False,False
2026-08-28,2025-11-18,1399.03,7484.41,True,True
2026-08-29,2026-03-27,425.76,4233.35,True,False
2026-08-30,2026-04-21,79.67,739.48,False,False
2026-08-01,2025-12-21,881.18,9621.06,True,True
2026-08-02,2025-08-22,2558.43,7808.04,False,True
2026-08-03,2026-02-09,2982.61,8980.51,False,True
2026-08-04,2026-03-29,3408.78,5490.06,False,False
2026-08-05,2026-01-06,553.21,4786.31,False,False
2026-08-06,2026-04-07,3053.31,2504.86,False,True
2026-08-07,2025-09-18,343.58,7566.02,True,True
2026-08-08,2026-03-31,2940.46,3783.61,True,False
2026-08-09,2025-09-02,2977.48,370.86,False,False
2026-08-10,2025-08-05,2507.43,4000.94,True,False
2026-08-11,2025-08-25,3435.88,4241.87,False,False
2026-08-12,2026-01-21,3121.72,532.55,True,True
2026-08-13,2026-06-06,1891.68,9905.84,False,True
2026-08-14,2025-12-18,2375.36,1956.09,True,True
2026-08-15,2025-10-12,1410.16,9746.52,False,False
2026-08-16,2025-09-11,942.38,3266.8,True,False
2026-08-17,2026-01-21,3172.66,1910.08,False,False
2026-08-18,2026-05-31,3390.59,6853.89,False,True
2026-08-19,2025-09-08,1961.06,8885.62,False,False
2026-08-20,2026-02-16,614.6,6787.67,False,True
2026-08-21,2026-05-23,831.51,2956.05,False,False
2026-08-22,2026-03-24,495.75,8061.69,True,True
2026-08-23,2025-12-17,3054.44,5958.93,False,True
2026-08-24,2025-10-31,1910.42,5050.31,True,False
2026-08-25,2025-11-09,3457.46,2243.11,False,True
2026-08-26,2026-04-06,61.05,7738.93,True,False
2026-08-27,2025-09-27,2489.1,2044.6,True,True
2026-08-28,2026-02-21,890.68,9353.08,False,False
2026-08-29,2025-09-14,422.35,5226.79,True,True
2026-08-30,2026-07-01,2996.07,2400.2,True,False
2026-08-01,2025-08-27,1956.35,6957.11,False,True
2026-08-02,2025-08-17,3436.29,4604.94,False,True
2026-08-03,2026-06-02,1277.15,9525.29,True,False
2026-08-04,2026-02-06,1259.34,8732.83,False,True
2026-08-05,2026-05-06,405.43,2420.19,False,False
2026-08-06,2025-08-05,706.46,4872.34,False,True
2026-08-07,2025-08-17,601.73,2204.68,False,True
2026-08-08,2025-09-25,510.07,8692.32,True,False
2026-08-09,2025-12-14,1017.91,5292.87,True,False
2026-08-10,2026-04-10,3047.88,3720.87,True,False
2026-08-11,2026-01-14,931.85,3000.28,False,False
2026-08-12,2026-02-27,393.0,2890.85,True,True
2026-08-13,2025-12-02,1384.86,9093.27,False,False
2026-08-14,2026-04-18,2771.39,6901.41,True,True
2026-08-15,2025-09-17,117.51,8874.76,True,False
2026-08-16,2026-04-01,3393.74,2638.18,False,True
2026-08-17,2025-09-16,2277.96,3884.76,False,False
2026-08-18,2026-06-08,644.07,6355.33,True,True
2026-08-19,2025-12-05,524.16,4685.51,True,False
2026-08-20,2025-12-19,875.51,2372.86,True,False
2026-08-21,2026-03-15,604.61,3506.75,False,False
2026-08-22,2026-03-07,1582.48,3288.1,True,False
2026-08-23,2026-04-17,1406.13,4316.14,False,True
2026-08-24,2025-08-21,574.78,5744.32,True,False
2026-08-25,2025-08-08,2203.43,6867.8,False,False
2026-08-26,2026-03-25,306.17,1782.78,True,False
2026-08-27,2025-10-03,203.76,8400.36,False,True
2026-08-28,2026-02-14,2884.48,4222.04,True,False
2026-08-29,2025-09-20,2123.64,3985.0,True,True
2026-08-30,2025-10-01,354.76,7077.34,True,True
2026-08-01,2025-10-10,1332.3,6811.41,True,False
2026-08-02,2025-10-05,2990.25,1468.99,True,True
2026-08-03,2026-02-06,3114.39,1648.73,False,True
2026-08-04,2025-09-06,2831.66,9043.59,True,True
2026-08-05,2025-09-02,1939.02,6203.92,True,True
2026-08-06,2026-02-04,141.85,8902.16,True,True
2026-08-07,2025-12-02,2942.57,5073.79,True,True
2026-08-08,2026-04-04,1658.95,2733.24,True,True
2026-08-09,2026-06-03,2270.22,6856.85,True,False
2026-08-10,2025-11-29,1630.98,1007.46,False,True
2026-08-11,2025-11-22,1392.76,7077.26,False,False
2026-08-12,2026-05-16,248.89,2494.76,True,True
2026-08-13,2026-04-02,3127.32,9795.35,True,False
2026-08-14,2026-01-27,2335.36,9437.91,True,False
2026-08-15,2025-10-22,2122.31,8107.39,False,False
2026-08-16,2025-09-04,1275.95,7814.46,True,True
2026-08-17,2026-03-10,927.64,3319.53,True,False
2026-08-18,2025-09-04,1955.48,9293.53,True,True
2026-08-19,2026-06-26,1618.53,1269.05,False,True
2026-08-20,2025-09-27,1174.15,1002.67,True,False
2026-08-21,2026-03-09,2506.44,594.7,True,False
2026-08-22,2025-11-20,2744.45,7904.17,True,True
2026-08-23,2026-05-21,3038.04,2129.88,False,False
2026-08-24,2026-06-02,3286.02,4822.03,False,True
2026-08-25,2026-04-21,294.16,8416.25,True,True
2026-08-26,2026-01-10,1977.12,9909.75,False,True
2026-08-27,2025-12-20,1238.7,7778.47,True,True
2026-08-28,2025-09-21,405.54,5418.4,True,True
2026-08-29,2026-07-02,310.86,7631.98,True,True
2026-08-30,2025-09-18,958.84,2173.19,True,True
2026-08-01,2026-03-13,2516.33,7329.16,False,False
2026-08-02,2025-12-10,1753.01,4735.89,True,False
2026-08-03,2026-01-29,1089.24,3894.96,False,False
2026-08-04,2026-07-01,2547.81,946.0,True,True
2026-08-05,2026-04-21,2972.09,7514.29,False,False
2026-08-06,2026-05-15,1846.05,8015.95,True,False
2026-08-07,2026-02-07,374.14,3559.5,True,True
2026-08-08,2026-05-22,387.14,9227.32,False,True
2026-08-09,2026-04-08,420.39,4958.19,True,False
2026-08-10,2026-04-01,3406.07,6247.81,False,False
2026-08-11,2026-05-20,3403.53,2009.17,True,False
2026-08-12,2025-08-08,1993.93,696.24,False,True
2026-08-13,2026-05-18,1182.16,7058.59,False,False
2026-08-14,2025-11-04,1686.2,6358.15,False,True
2026-08-15,2026-01-24,1487.97,2421.19,False,False
2026-08-16,2025-09-16,2114.4,2385.27,False,True
2026-08-17,2025-09-19,2385.82,278.17,True,False
2026-08-18,2025-12-16,3174.0,9989.58,True,False
2026-08-19,2026-05-11,1707.92,830.31,False,False
2026-08-20,2025-10-24,508.87,9330.17,False,True
2026-08-21,2025-12-08,1178.62,2870.82,True,False
2026-08-22,2026-02-06,2849.3,6460.81,True,True
2026-08-23,2025-10-10,2177.12,8942.39,True,False
2026-08-24,2025-08-30,1139.05,7141.34,False,True
2026-08-25,2026-06-30,724.73,5732.7,True,False
2026-08-26,2026-05-08,2831.12,6635.74,False,False
2026-08-27,2025-12-12,1624.89,7002.32,True,False
2026-08-28,2026-01-16,2592.86,992.5,True,True
2026-08-29,2025-09-02,2743.88,7370.3,True,True
2026-08-30,2025-11-14,1228.66,8390.04,False,True
2026-08-01,2026-03-12,1435.75,9452.72,False,True
2026-08-02,2026-06-22,385.84,1460.74,False,True
2026-08-03,2026-02-14,852.03,6441.06,True,True
2026-08-04,2026-04-03,1787.72,3524.49,False,False
2026-08-05,2026-02-06,2145.1,6324.34,True,True
2026-08-06,2025-10-02,2655.58,334.81,False,True
2026-08-07,2025-12-03,2326.25,7046.54,False,False
2026-08-08,2026-05-25,2893.77,1942.72,False,False
2026-08-09,2026-03-19,707.08,4586.64,False,True
2026-08-10,2025-10-13,1790.32,7632.63,True,True
2026-08-11,2026-06-09,1566.45,6530.48,True,True
2026-08-12,2025-11-04,2060.39,8712.46,True,False
2026-08-13,2026-02-10,1824.32,3648.8,False,True
2026-08-14,2025-08-18,1313.6,9384.31,False,False
2026-08-15,2025-12-01,1216.91,8730.18,True,True
2026-08-16,2025-12-19,1412.48,1715.52,False,True
2026-08-17,2026-05-17,1270.7,7070.1,True,True
2026-08-18,2026-01-25,841.25,2568.62,False,False
2026-08-19,2026-05-28,3105.22,6438.35,True,True
2026-08-20,2025-08-10,1773.07,5236.72,False,True
2026-08-21,2025-09-07,3272.01,9905.93,True,True
2026-08-22,2026-06-24,161.47,5636.68,True,True
2026-08-23,2025-08-18,1587.42,5672.56,False,False
2026-08-24,2025-10-14,2121.8,773.62,False,False
2026-08-25,2026-05-20,2817.88,6759.07,True,False
2026-08-26,2026-01-20,1399.56,2817.07,True,False
2026-08-27,2025-08-09,3408.79,2774.59,True,True
2026-08-28,2025-12-19,558.18,5445.21,False,True
2026-08-29,2026-02-18,2236.66,5236.11,True,False
2026-08-30,2026-02-06,2710.04,5514.92,True,True
2026-08-01,2026-01-09,3043.21,995.77,True,False
2026-08-02,2025-12-08,1531.69,8546.16,False,True
2026-08-03,2025-12-01,1594.69,7978.58,False,False
2026-08-04,2025-10-02,2020.85,8172.62,False,False
2026-08-05,2026-05-08,1133.25,1517.11,False,True
2026-08-06,2026-03-06,2429.78,6908.91,False,True
2026-08-07,2025-08-03,3402.4,5609.31,True,False
2026-08-08,2026-04-19,2516.67,4070.17,False,True
2026-08-09,2026-05-11,1625.59,2750.46,True,True
2026-08-10,2025-10-05,3283.93,1742.81,True,False
2026-08-11,2026-04-21,3493.58,391.54,False,False
2026-08-12,2026-06-25,3489.18,3153.05,True,False
2026-08-13,2025-10-02,1207.93,6773.55,True,False
2026-08-14,2025-11-20,395.46,3035.74,False,False
2026-08-15,2026-05-18,3129.38,6364.57,True,False
2026-08-16,2026-05-02,1167.48,6028.5,True,False
2026-08-17,2025-11-29,2843.57,6414.69,False,False
2026-08-18,2025-12-05,1249.66,5206.34,False,True
2026-08-19,2026-02-06,215.99,4687.95,True,True
2026-08-20,2025-09-17,2963.88,1310.67,False,True
2026-08-21,2026-03-14,2355.31,7999.02,False,True
2026-08-22,2026-04-01,3453.14,957.14,False,True
2026-08-23,2025-09-23,1066.42,3879.13,True,True
2026-08-24,2026-06-13,117.05,3666.32,True,False
2026-08-25,2025-12-16,2472.4,6771.05,False,True
2026-08-26,2026-06-17,1694.48,5058.37,False,True
2026-08-27,2025-12-18,3400.25,8481.9,False,False
2026-08-28,2026-05-15,3024.23,9488.48,True,False
2026-08-29,2026-02-28,826.71,104.62,True,False
2026-08-30,2026-06-13,3413.96,1933.61,True,False
2026-08-01,2026-04-06,1443.35,1218.44,True,False
2026-08-02,2025-11-30,1310.8,8956.93,True,False
2026-08-03,2026-01-20,441.44,5282.14,True,True
2026-08-04,2026-05-28,2988.26,3999.33,False,False
2026-08-05,2025-11-03,2170.21,1601.86,False,False
2026-08-06,2026-06-28,1812.32,7197.27,True,True
2026-08-07,2026-04-22,3219.5,2239.75,False,False
2026-08-08,2025-11-25,2612.12,8209.46,True,False
2026-08-09,2026-04-12,2969.04,7866.31,False,True
2026-08-10,2025-10-28,2299.07,6204.79,True,True
2026-08-11,2026-03-21,2922.29,7834.68,False,False
2026-08-12,2026-05-24,194.59,4578.79,True,False
2026-08-13,2025-08-31,2089.68,8812.07,True,False
2026-08-14,2026-06-19,2082.11,6619.55,True,True
2026-08-15,2025-12-16,651.29,2052.46,True,False
2026-08-16,2025-08-24,442.75,1608.73,True,True
2026-08-17,2025-09-30,2249.44,6408.87,False,True
2026-08-18,2025-10-12,2749.23,5468.94,False,True
2026-08-19,2025-08-12,924.14,8463.34,False,False
2026-08-20,2026-02-10,360.35,3275.13,True,False
2026-08-21,2026-05-02,1397.03,7648.1,True,False
2026-08-22,2026-05-19,2867.47,5941.76,False,False
2026-08-23,2026-06-19,80.36,4284.15,False,False
2026-08-24,2026-03-05,2539.69,997.63,True,False
2026-08-25,2025-12-22,1992.46,1849.51,False,False
2026-08-26,2026-02-16,2490.24,3296.04,False,True
2026-08-27,2025-12-29,367.55,4681.5,False,False
2026-08-28,2026-06-01,2053.79,3590.31,False,False
2026-08-29,2025-08-22,3432.47,3318.09,True,False
2026-08-30,2026-02-28,668.11,5052.23,False,False
2026-08-01,2025-09-02,66.06,234.4,True,False
2026-08-02,2025-08-07,51.48,7648.54,True,False
2026-08-03,2026-03-09,2738.81,2315.3,False,False
2026-08-04,2026-03-02,1101.16,2925.03,True,True
2026-08-05,2025-12-03,380.21,4358.11,True,False
2026-08-06,2026-04-08,2588.72,1312.73,True,False
2026-08-07,2025-09-07,2597.81,9898.91,True,False
2026-08-08,2026-06-23,1740.69,6599.26,True,False
2026-08-09,2025-08-22,3384.92,7110.29,False,True
2026-08-10,2025-11-15,876.07,3759.65,True,False
2026-08-11,2026-06-09,1500.63,8478.1,False,False
2026-08-12,2026-02-18,950.14,8418.67,True,False
2026-08-13,2025-08-30,2631.17,9349.88,False,False
2026-08-14,2025-10-25,3419.96,6291.34,True,False
2026-08-15,2026-02-01,750.36,9692.37,False,False
2026-08-16,2025-10-10,1053.76,7588.09,True,False
2026-08-17,2026-06-26,3310.34,7484.38,True,True
2026-08-18,2025-10-20,844.16,4235.25,True,False
2026-08-19,2026-06-01,2439.54,7774.84,True,True
2026-08-20,2025-10-19,2497.05,5015.77,True,True
2026-08-21,2025-11-08,1072.59,8183.22,False,False
2026-08-22,2026-05-22,2292.38,3872.5,True,False
2026-08-23,2025-10-19,852.02,5105.24,True,False
2026-08-24,2025-12-16,704.09,3737.86,True,False
2026-08-25,2026-05-06,1287.32,8796.86,True,True
2026-08-26,2026-07-02,3005.38,5122.14,False,True
2026-08-27,2026-01-26,155.98,5198.37,False,False
2026-08-28,2026-05-12,2914.86,1743.41,False,True
2026-08-29,2025-08-09,622.64,7286.33,True,False
2026-08-30,2025-09-17,801.02,6277.54,False,True
2026-08-01,2025-12-27,2735.94,4234.9,False,False
2026-08-02,2025-08-28,2735.21,3047.67,True,True
2026-08-03,2025-10-05,2280.49,7889.84,False,False
2026-08-04,2026-06-10,1762.03,5310.21,True,False
2026-08-05,2026-01-20,1525.43,7929.05,False,True
2026-08-06,2025-11-13,994.47,3260.15,True,True
2026-08-07,2026-02-20,710.49,4013.35,False,True
2026-08-08,2026-05-24,979.21,3910.49,False,False
2026-08-09,2025-09-30,2127.04,7727.9,True,True
2026-08-10,2026-01-18,3286.55,1271.67,True,True
2026-08-11,2026-04-02,3474.12,9800.34,False,False
2026-08-12,2025-12-23,1652.62,6920.01,True,True
2026-08-13,2026-06-10,2858.79,4669.17,False,False
2026-08-14,2025-10-18,3282.23,9357.12,False,False
2026-08-15,2026-04-18,509.45,5487.22,True,False
2026-08-16,2025-12-27,712.04,258.67,False,False
2026-08-17,2026-03-17,1624.85,5156.88,False,True
2026-08-18,2026-01-07,1633.17,7016.81,True,False
2026-08-19,2026-01-19,2731.78,7201.1,False,False
2026-08-20,2025-09-03,1891.08,4038.71,False,False
2026-08-21,2026-03-10,3440.09,7027.65,False,True
2026-08-22,2026-05-12,363.33,8744.53,True,True
2026-08-23,2025-10-02,2790.11,1415.89,True,True
2026-08-24,2026-03-22,771.14,9200.34,False,False
2026-08-25,2026-06-22,2853.5,2591.56,True,False
2026-08-26,2026-05-23,1183.35,7989.99,True,True
2026-08-27,2026-06-07,2907.43,2210.81,True,True
2026-08-28,2025-09-06,1326.77,8646.46,False,True
2026-08-29,2025-09-01,630.33,8425.15,True,True
2026-08-30,2025-09-30,1435.22,8319.86,False,True
2026-08-01,2025-09-03,2472.03,3545.42,True,True
2026-08-02,2025-11-17,293.77,8355.8,False,True
2026-08-03,2026-05-01,1039.21,7470.18,True,False
2026-08-04,2025-08-22,3491.13,9593.47,True,True
2026-08-05,2025-10-16,3287.3,7753.29,False,False
2026-08-06,2025-12-09,1249.93,746.73,False,True
2026-08-07,2026-04-30,234.26,2772.16,True,False
2026-08-08,2026-05-27,2564.23,8329.17,False,True
2026-08-09,2026-05-28,2485.77,9838.53,False,True
2026-08-10,2026-05-17,944.51,936.5,True,True
2026-08-11,2025-08-11,949.05,2963.24,False,False
2026-08-12,2025-08-08,2903.03,2040.18,False,True
2026-08-13,2025-08-23,3276.97,2440.24,True,True
2026-08-14,2026-06-29,1881.3,8323.89,False,False
2026-08-15,2025-09-24,1957.05,1207.4,False,False
2026-08-16,2026-03-19,1100.76,2476.6,True,True
2026-08-17,2026-02-27,1972.34,1711.62,True,True
2026-08-18,2025-08-22,1292.93,5008.34,True,True
2026-08-19,2025-10-25,3251.66,4042.33,True,True
2026-08-20,2025-08-24,816.72,5035.83,True,False
2026-08-21,2026-05-08,2314.8,955.67,False,False
2026-08-22,2026-05-04,2716.1,4328.25,False,True
2026-08-23,2026-02-11,351.01,6001.57,False,True
2026-08-24,2025-11-19,2306.03,6408.29,True,True
