customer_id,customer_name,region,segment,order_id,order_date,amount,warehouse_id
CUST-JOIN-0018,Freight Account 18,North America,SMB,ORD-00018,2026-08-01,1079.03,WH-DETROIT
CUST-JOIN-0018,Freight Account 18,North America,SMB,ORD-07518,2026-08-22,1569.35,WH-MIAMI
CUST-JOIN-0019,Freight Account 19,North America,Startup,ORD-00019,2026-08-01,4001.61,WH-MIAMI
CUST-JOIN-0019,Freight Account 19,North America,Startup,ORD-07519,2026-08-22,3794.02,WH-NEWYORK
CUST-JOIN-0020,Freight Account 20,Europe,SMB,ORD-00020,2026-08-01,5401.13,WH-NEWYORK
CUST-JOIN-0020,Freight Account 20,Europe,SMB,ORD-07520,2026-08-22,605.27,WH-DETROIT
CUST-JOIN-0021,Freight Account 21,Asia Pacific,Startup,ORD-00021,2026-08-01,5831.37,WH-MIAMI
CUST-JOIN-0021,Freight Account 21,Asia Pacific,Startup,ORD-07521,2026-08-22,407.93,WH-MIAMI
CUST-JOIN-0022,Freight Account 22,Asia Pacific,Startup,ORD-00022,2026-08-01,6860.12,WH-DETROIT
CUST-JOIN-0022,Freight Account 22,Asia Pacific,Startup,ORD-07522,2026-08-22,1403.95,WH-DETROIT
CUST-JOIN-0023,Freight Account 23,Europe,Startup,ORD-00023,2026-08-01,7053.36,WH-CHICAGO
CUST-JOIN-0023,Freight Account 23,Europe,Startup,ORD-07523,2026-08-22,6130.95,WH-MIAMI
CUST-JOIN-0024,Freight Account 24,North America,SMB,ORD-00024,2026-08-01,5080.49,WH-MIAMI
CUST-JOIN-0024,Freight Account 24,North America,SMB,ORD-07524,2026-08-22,3044.23,WH-CHICAGO
CUST-JOIN-0025,Freight Account 25,Asia Pacific,Enterprise,ORD-00025,2026-08-02,7927.23,WH-CHICAGO
CUST-JOIN-0025,Freight Account 25,Asia Pacific,Enterprise,ORD-07525,2026-08-22,7606.93,WH-MIAMI
CUST-JOIN-0026,Freight Account 26,North America,SMB,ORD-00026,2026-08-02,7547.14,WH-CHICAGO
CUST-JOIN-0026,Freight Account 26,North America,SMB,ORD-07526,2026-08-22,4528.4,WH-CHICAGO
CUST-JOIN-0027,Freight Account 27,Asia Pacific,Startup,ORD-00027,2026-08-02,7343.22,WH-DETROIT
CUST-JOIN-0027,Freight Account 27,Asia Pacific,Startup,ORD-07527,2026-08-22,651.43,WH-NEWYORK
CUST-JOIN-0028,Freight Account 28,Europe,SMB,ORD-00028,2026-08-02,3537.97,WH-MIAMI
CUST-JOIN-0028,Freight Account 28,Europe,SMB,ORD-07528,2026-08-22,7065.84,WH-DETROIT
CUST-JOIN-0029,Freight Account 29,Europe,Startup,ORD-00029,2026-08-02,1562.03,WH-CHICAGO
CUST-JOIN-0029,Freight Account 29,Europe,Startup,ORD-07529,2026-08-23,805.69,WH-DETROIT
CUST-JOIN-0030,Freight Account 30,Asia Pacific,Startup,ORD-00030,2026-08-02,1124.22,WH-DETROIT
CUST-JOIN-0030,Freight Account 30,Asia Pacific,Startup,ORD-07530,2026-08-23,646.58,WH-CHICAGO
CUST-JOIN-0031,Freight Account 31,North America,Startup,ORD-00031,2026-08-02,2500.4,WH-NEWYORK
CUST-JOIN-0031,Freight Account 31,North America,Startup,ORD-07531,2026-08-23,1759.33,WH-MIAMI
CUST-JOIN-0032,Freight Account 32,North America,Startup,ORD-00032,2026-08-02,5208.47,WH-CHICAGO
CUST-JOIN-0032,Freight Account 32,North America,Startup,ORD-07532,2026-08-23,330.96,WH-CHICAGO
CUST-JOIN-0033,Freight Account 33,Europe,Startup,ORD-00033,2026-08-02,3068.32,WH-DETROIT
CUST-JOIN-0033,Freight Account 33,Europe,Startup,ORD-07533,2026-08-23,3439.9,WH-CHICAGO
CUST-JOIN-0034,Freight Account 34,Asia Pacific,Startup,ORD-00034,2026-08-02,866.82,WH-CHICAGO
CUST-JOIN-0034,Freight Account 34,Asia Pacific,Startup,ORD-07534,2026-08-23,7532.81,WH-DETROIT
CUST-JOIN-0035,Freight Account 35,Europe,Startup,ORD-00035,2026-08-02,6839.05,WH-MIAMI
CUST-JOIN-0035,Freight Account 35,Europe,Startup,ORD-07535,2026-08-23,6869.47,WH-NEWYORK
CUST-JOIN-0036,Freight Account 36,North America,Startup,ORD-00036,2026-08-02,1610.39,WH-NEWYORK
CUST-JOIN-0036,Freight Account 36,North America,Startup,ORD-07536,2026-08-23,7498.45,WH-DETROIT
CUST-JOIN-0037,Freight Account 37,Europe,SMB,ORD-00037,2026-08-02,2244.56,WH-MIAMI
CUST-JOIN-0037,Freight Account 37,Europe,SMB,ORD-07537,2026-08-23,2917.76,WH-DETROIT
CUST-JOIN-0038,Freight Account 38,Europe,Startup,ORD-00038,2026-08-02,1578.82,WH-NEWYORK
CUST-JOIN-0038,Freight Account 38,Europe,Startup,ORD-07538,2026-08-23,2181.04,WH-DETROIT
CUST-JOIN-0039,Freight Account 39,North America,SMB,ORD-00039,2026-08-02,5469.89,WH-CHICAGO
CUST-JOIN-0039,Freight Account 39,North America,SMB,ORD-07539,2026-08-23,4649.07,WH-DETROIT
CUST-JOIN-0040,Freight Account 40,North America,Startup,ORD-00040,2026-08-02,7521.04,WH-DETROIT
CUST-JOIN-0040,Freight Account 40,North America,Startup,ORD-07540,2026-08-23,526.7,WH-NEWYORK
CUST-JOIN-0041,Freight Account 41,Europe,Startup,ORD-00041,2026-08-02,652.31,WH-MIAMI
CUST-JOIN-0041,Freight Account 41,Europe,Startup,ORD-07541,2026-08-23,5612.34,WH-MIAMI
CUST-JOIN-0042,Freight Account 42,North America,Startup,ORD-00042,2026-08-02,203.4,WH-MIAMI
CUST-JOIN-0042,Freight Account 42,North America,Startup,ORD-07542,2026-08-23,6439.54,WH-DETROIT
CUST-JOIN-0043,Freight Account 43,Asia Pacific,Startup,ORD-00043,2026-08-02,4269.25,WH-DETROIT
CUST-JOIN-0043,Freight Account 43,Asia Pacific,Startup,ORD-07543,2026-08-23,5113.45,WH-MIAMI
CUST-JOIN-0044,Freight Account 44,Asia Pacific,Startup,ORD-00044,2026-08-02,4373.57,WH-DETROIT
CUST-JOIN-0044,Freight Account 44,Asia Pacific,Startup,ORD-07544,2026-08-23,7801.34,WH-CHICAGO
CUST-JOIN-0045,Freight Account 45,North America,Startup,ORD-00045,2026-08-02,2908.46,WH-NEWYORK
CUST-JOIN-0045,Freight Account 45,North America,Startup,ORD-07545,2026-08-23,2859.84,WH-NEWYORK
CUST-JOIN-0046,Freight Account 46,Europe,Startup,ORD-00046,2026-08-02,3418.03,WH-CHICAGO
CUST-JOIN-0046,Freight Account 46,Europe,Startup,ORD-07546,2026-08-23,6583.19,WH-CHICAGO
CUST-JOIN-0047,Freight Account 47,Europe,SMB,ORD-00047,2026-08-02,3305.67,WH-CHICAGO
CUST-JOIN-0047,Freight Account 47,Europe,SMB,ORD-07547,2026-08-23,2280.12,WH-MIAMI
CUST-JOIN-0048,Freight Account 48,Asia Pacific,Startup,ORD-00048,2026-08-02,914.83,WH-NEWYORK
CUST-JOIN-0048,Freight Account 48,Asia Pacific,Startup,ORD-07548,2026-08-23,4831.61,WH-DETROIT
CUST-JOIN-0049,Freight Account 49,Asia Pacific,Startup,ORD-00049,2026-08-03,6132.96,WH-NEWYORK
CUST-JOIN-0049,Freight Account 49,Asia Pacific,Startup,ORD-07549,2026-08-23,3045.81,WH-DETROIT
CUST-JOIN-0050,Freight Account 50,Asia Pacific,Startup,ORD-00050,2026-08-03,724.3,WH-NEWYORK
CUST-JOIN-0050,Freight Account 50,Asia Pacific,Startup,ORD-07550,2026-08-23,3620.15,WH-CHICAGO
CUST-JOIN-0051,Freight Account 51,North America,Startup,ORD-00051,2026-08-03,1857.66,WH-MIAMI
CUST-JOIN-0051,Freight Account 51,North America,Startup,ORD-07551,2026-08-23,6948.2,WH-CHICAGO
CUST-JOIN-0052,Freight Account 52,Europe,Startup,ORD-00052,2026-08-03,1450.09,WH-CHICAGO
CUST-JOIN-0052,Freight Account 52,Europe,Startup,ORD-07552,2026-08-23,6338.32,WH-NEWYORK
CUST-JOIN-0053,Freight Account 53,Europe,SMB,ORD-00053,2026-08-03,2536.85,WH-CHICAGO
CUST-JOIN-0053,Freight Account 53,Europe,SMB,ORD-07553,2026-08-24,1162.98,WH-NEWYORK
CUST-JOIN-0054,Freight Account 54,Europe,Startup,ORD-00054,2026-08-03,6461.75,WH-MIAMI
CUST-JOIN-0054,Freight Account 54,Europe,Startup,ORD-07554,2026-08-24,6173.61,WH-NEWYORK
CUST-JOIN-0055,Freight Account 55,Europe,SMB,ORD-00055,2026-08-03,5536.88,WH-NEWYORK
CUST-JOIN-0055,Freight Account 55,Europe,SMB,ORD-07555,2026-08-24,1945.59,WH-DETROIT
CUST-JOIN-0056,Freight Account 56,Europe,SMB,ORD-00056,2026-08-03,3366.21,WH-CHICAGO
CUST-JOIN-0056,Freight Account 56,Europe,SMB,ORD-07556,2026-08-24,5542.49,WH-NEWYORK
CUST-JOIN-0057,Freight Account 57,Europe,SMB,ORD-00057,2026-08-03,6629.24,WH-CHICAGO
CUST-JOIN-0057,Freight Account 57,Europe,SMB,ORD-07557,2026-08-24,2421.32,WH-DETROIT
CUST-JOIN-0058,Freight Account 58,Europe,Startup,ORD-00058,2026-08-03,3784.19,WH-DETROIT
CUST-JOIN-0058,Freight Account 58,Europe,Startup,ORD-07558,2026-08-24,4507.04,WH-CHICAGO
CUST-JOIN-0059,Freight Account 59,Europe,Startup,ORD-00059,2026-08-03,1269.27,WH-MIAMI
CUST-JOIN-0059,Freight Account 59,Europe,Startup,ORD-07559,2026-08-24,573.4,WH-NEWYORK
CUST-JOIN-0060,Freight Account 60,Asia Pacific,SMB,ORD-00060,2026-08-03,616.24,WH-NEWYORK
CUST-JOIN-0060,Freight Account 60,Asia Pacific,SMB,ORD-07560,2026-08-24,4598.56,WH-CHICAGO
CUST-JOIN-0061,Freight Account 61,North America,Startup,ORD-00061,2026-08-03,2981.98,WH-DETROIT
CUST-JOIN-0061,Freight Account 61,North America,Startup,ORD-07561,2026-08-24,850.5,WH-NEWYORK
CUST-JOIN-0062,Freight Account 62,Europe,Startup,ORD-00062,2026-08-03,7190.46,WH-MIAMI
CUST-JOIN-0062,Freight Account 62,Europe,Startup,ORD-07562,2026-08-24,2158.83,WH-CHICAGO
CUST-JOIN-0063,Freight Account 63,North America,SMB,ORD-00063,2026-08-03,3847.08,WH-CHICAGO
CUST-JOIN-0063,Freight Account 63,North America,SMB,ORD-07563,2026-08-24,7163.5,WH-MIAMI
CUST-JOIN-0064,Freight Account 64,Europe,Startup,ORD-00064,2026-08-03,2516.06,WH-DETROIT
CUST-JOIN-0064,Freight Account 64,Europe,Startup,ORD-07564,2026-08-24,3071.94,WH-NEWYORK
CUST-JOIN-0065,Freight Account 65,Asia Pacific,Startup,ORD-00065,2026-08-03,3439.72,WH-CHICAGO
CUST-JOIN-0065,Freight Account 65,Asia Pacific,Startup,ORD-07565,2026-08-24,582.78,WH-DETROIT
CUST-JOIN-0066,Freight Account 66,Asia Pacific,Startup,ORD-00066,2026-08-03,2014.67,WH-DETROIT
CUST-JOIN-0066,Freight Account 66,Asia Pacific,Startup,ORD-07566,2026-08-24,5628.09,WH-DETROIT
CUST-JOIN-0067,Freight Account 67,North America,SMB,ORD-00067,2026-08-03,1280.64,WH-CHICAGO
CUST-JOIN-0067,Freight Account 67,North America,SMB,ORD-07567,2026-08-24,5316.26,WH-CHICAGO
CUST-JOIN-0068,Freight Account 68,Asia Pacific,Enterprise,ORD-00068,2026-08-03,4016.5,WH-MIAMI
CUST-JOIN-0068,Freight Account 68,Asia Pacific,Enterprise,ORD-07568,2026-08-24,3206.23,WH-MIAMI
CUST-JOIN-0069,Freight Account 69,Asia Pacific,SMB,ORD-00069,2026-08-03,7578.15,WH-MIAMI
CUST-JOIN-0069,Freight Account 69,Asia Pacific,SMB,ORD-07569,2026-08-24,7662.19,WH-NEWYORK
CUST-JOIN-0070,Freight Account 70,Asia Pacific,Startup,ORD-00070,2026-08-03,1273.49,WH-DETROIT
CUST-JOIN-0070,Freight Account 70,Asia Pacific,Startup,ORD-07570,2026-08-24,5202.69,WH-NEWYORK
CUST-JOIN-0071,Freight Account 71,Europe,Startup,ORD-00071,2026-08-03,3352.95,WH-DETROIT
CUST-JOIN-0071,Freight Account 71,Europe,Startup,ORD-07571,2026-08-24,6845.06,WH-NEWYORK
CUST-JOIN-0072,Freight Account 72,North America,Startup,ORD-00072,2026-08-03,5522.18,WH-DETROIT
CUST-JOIN-0072,Freight Account 72,North America,Startup,ORD-07572,2026-08-24,2007.06,WH-DETROIT
CUST-JOIN-0073,Freight Account 73,Asia Pacific,SMB,ORD-00073,2026-08-04,691.48,WH-CHICAGO
CUST-JOIN-0073,Freight Account 73,Asia Pacific,SMB,ORD-07573,2026-08-24,2236.6,WH-CHICAGO
CUST-JOIN-0074,Freight Account 74,Europe,Enterprise,ORD-00074,2026-08-04,5783.02,WH-CHICAGO
CUST-JOIN-0074,Freight Account 74,Europe,Enterprise,ORD-07574,2026-08-24,4384.79,WH-NEWYORK
CUST-JOIN-0075,Freight Account 75,North America,Startup,ORD-00075,2026-08-04,1874.24,WH-CHICAGO
CUST-JOIN-0075,Freight Account 75,North America,Startup,ORD-07575,2026-08-24,3775.46,WH-MIAMI
CUST-JOIN-0076,Freight Account 76,Europe,SMB,ORD-00076,2026-08-04,2799.97,WH-DETROIT
CUST-JOIN-0076,Freight Account 76,Europe,SMB,ORD-07576,2026-08-24,6497.85,WH-CHICAGO
CUST-JOIN-0077,Freight Account 77,Europe,SMB,ORD-00077,2026-08-04,5904.22,WH-NEWYORK
CUST-JOIN-0077,Freight Account 77,Europe,SMB,ORD-07577,2026-08-25,2650.61,WH-CHICAGO
CUST-JOIN-0078,Freight Account 78,Asia Pacific,SMB,ORD-00078,2026-08-04,6795.74,WH-MIAMI
CUST-JOIN-0078,Freight Account 78,Asia Pacific,SMB,ORD-07578,2026-08-25,4249.39,WH-DETROIT
CUST-JOIN-0079,Freight Account 79,Europe,SMB,ORD-00079,2026-08-04,3013.72,WH-NEWYORK
CUST-JOIN-0079,Freight Account 79,Europe,SMB,ORD-07579,2026-08-25,5979.37,WH-CHICAGO
CUST-JOIN-0080,Freight Account 80,Europe,Startup,ORD-00080,2026-08-04,413.85,WH-MIAMI
CUST-JOIN-0080,Freight Account 80,Europe,Startup,ORD-07580,2026-08-25,2186.59,WH-NEWYORK
CUST-JOIN-0081,Freight Account 81,Asia Pacific,SMB,ORD-00081,2026-08-04,3673.57,WH-MIAMI
CUST-JOIN-0081,Freight Account 81,Asia Pacific,SMB,ORD-07581,2026-08-25,6862.75,WH-NEWYORK
CUST-JOIN-0082,Freight Account 82,North America,SMB,ORD-00082,2026-08-04,720.19,WH-CHICAGO
CUST-JOIN-0082,Freight Account 82,North America,SMB,ORD-07582,2026-08-25,4354.14,WH-MIAMI
CUST-JOIN-0083,Freight Account 83,North America,SMB,ORD-00083,2026-08-04,3149.4,WH-DETROIT
CUST-JOIN-0083,Freight Account 83,North America,SMB,ORD-07583,2026-08-25,3125.45,WH-CHICAGO
CUST-JOIN-0084,Freight Account 84,Europe,SMB,ORD-00084,2026-08-04,6189.68,WH-NEWYORK
CUST-JOIN-0084,Freight Account 84,Europe,SMB,ORD-07584,2026-08-25,6360.53,WH-NEWYORK
CUST-JOIN-0085,Freight Account 85,Europe,Startup,ORD-00085,2026-08-04,1496.72,WH-NEWYORK
CUST-JOIN-0085,Freight Account 85,Europe,Startup,ORD-07585,2026-08-25,2049.01,WH-DETROIT
CUST-JOIN-0086,Freight Account 86,Asia Pacific,Startup,ORD-00086,2026-08-04,3045.59,WH-DETROIT
CUST-JOIN-0086,Freight Account 86,Asia Pacific,Startup,ORD-07586,2026-08-25,5160.65,WH-MIAMI
CUST-JOIN-0087,Freight Account 87,North America,Startup,ORD-00087,2026-08-04,4775.84,WH-MIAMI
CUST-JOIN-0087,Freight Account 87,North America,Startup,ORD-07587,2026-08-25,460.9,WH-DETROIT
CUST-JOIN-0088,Freight Account 88,Asia Pacific,Startup,ORD-00088,2026-08-04,7066.05,WH-NEWYORK
CUST-JOIN-0088,Freight Account 88,Asia Pacific,Startup,ORD-07588,2026-08-25,3795.4,WH-MIAMI
CUST-JOIN-0089,Freight Account 89,Asia Pacific,SMB,ORD-00089,2026-08-04,5490.93,WH-DETROIT
CUST-JOIN-0089,Freight Account 89,Asia Pacific,SMB,ORD-07589,2026-08-25,3306.31,WH-CHICAGO
CUST-JOIN-0090,Freight Account 90,North America,Startup,ORD-00090,2026-08-04,7999.26,WH-DETROIT
CUST-JOIN-0090,Freight Account 90,North America,Startup,ORD-07590,2026-08-25,3178.08,WH-MIAMI
CUST-JOIN-0091,Freight Account 91,Europe,SMB,ORD-00091,2026-08-04,7822.78,WH-CHICAGO
CUST-JOIN-0091,Freight Account 91,Europe,SMB,ORD-07591,2026-08-25,5214.2,WH-DETROIT
CUST-JOIN-0092,Freight Account 92,Europe,Startup,ORD-00092,2026-08-04,7193.68,WH-NEWYORK
CUST-JOIN-0092,Freight Account 92,Europe,Startup,ORD-07592,2026-08-25,1450.6,WH-DETROIT
CUST-JOIN-0093,Freight Account 93,Asia Pacific,SMB,ORD-00093,2026-08-04,813.95,WH-NEWYORK
CUST-JOIN-0093,Freight Account 93,Asia Pacific,SMB,ORD-07593,2026-08-25,5215.03,WH-DETROIT
CUST-JOIN-0094,Freight Account 94,Asia Pacific,SMB,ORD-00094,2026-08-04,7777.36,WH-NEWYORK
CUST-JOIN-0094,Freight Account 94,Asia Pacific,SMB,ORD-07594,2026-08-25,4606.74,WH-NEWYORK
CUST-JOIN-0095,Freight Account 95,Asia Pacific,Startup,ORD-00095,2026-08-04,5162.79,WH-MIAMI
CUST-JOIN-0095,Freight Account 95,Asia Pacific,Startup,ORD-07595,2026-08-25,3445.47,WH-NEWYORK
CUST-JOIN-0096,Freight Account 96,Asia Pacific,Startup,ORD-00096,2026-08-04,2471.64,WH-NEWYORK
CUST-JOIN-0096,Freight Account 96,Asia Pacific,Startup,ORD-07596,2026-08-25,2255.47,WH-CHICAGO
CUST-JOIN-0097,Freight Account 97,North America,SMB,ORD-00097,2026-08-05,1706.86,WH-CHICAGO
CUST-JOIN-0097,Freight Account 97,North America,SMB,ORD-07597,2026-08-25,777.74,WH-DETROIT
CUST-JOIN-0098,Freight Account 98,Europe,Startup,ORD-00098,2026-08-05,2899.0,WH-NEWYORK
CUST-JOIN-0098,Freight Account 98,Europe,Startup,ORD-07598,2026-08-25,1942.35,WH-CHICAGO
CUST-JOIN-0099,Freight Account 99,Asia Pacific,Startup,ORD-00099,2026-08-05,2912.62,WH-DETROIT
CUST-JOIN-0099,Freight Account 99,Asia Pacific,Startup,ORD-07599,2026-08-25,5237.22,WH-MIAMI
CUST-JOIN-0100,Freight Account 100,North America,Enterprise,ORD-00100,2026-08-05,5371.75,WH-DETROIT
CUST-JOIN-0100,Freight Account 100,North America,Enterprise,ORD-07600,2026-08-25,5799.96,WH-MIAMI
CUST-JOIN-0101,Freight Account 101,Europe,Startup,ORD-00101,2026-08-05,7390.9,WH-MIAMI
CUST-JOIN-0101,Freight Account 101,Europe,Startup,ORD-07601,2026-08-26,840.58,WH-NEWYORK
CUST-JOIN-0102,Freight Account 102,North America,Startup,ORD-00102,2026-08-05,3717.14,WH-DETROIT
CUST-JOIN-0102,Freight Account 102,North America,Startup,ORD-07602,2026-08-26,2884.33,WH-DETROIT
CUST-JOIN-0103,Freight Account 103,Europe,Startup,ORD-00103,2026-08-05,923.11,WH-NEWYORK
CUST-JOIN-0103,Freight Account 103,Europe,Startup,ORD-07603,2026-08-26,2165.25,WH-MIAMI
CUST-JOIN-0104,Freight Account 104,North America,SMB,ORD-00104,2026-08-05,6016.3,WH-NEWYORK
CUST-JOIN-0104,Freight Account 104,North America,SMB,ORD-07604,2026-08-26,4397.24,WH-MIAMI
CUST-JOIN-0105,Freight Account 105,Europe,Startup,ORD-00105,2026-08-05,5216.05,WH-DETROIT
CUST-JOIN-0105,Freight Account 105,Europe,Startup,ORD-07605,2026-08-26,7117.34,WH-DETROIT
CUST-JOIN-0106,Freight Account 106,Asia Pacific,SMB,ORD-00106,2026-08-05,4173.18,WH-DETROIT
CUST-JOIN-0106,Freight Account 106,Asia Pacific,SMB,ORD-07606,2026-08-26,966.2,WH-DETROIT
CUST-JOIN-0107,Freight Account 107,Europe,SMB,ORD-00107,2026-08-05,1992.94,WH-DETROIT
CUST-JOIN-0107,Freight Account 107,Europe,SMB,ORD-07607,2026-08-26,7495.5,WH-NEWYORK
CUST-JOIN-0108,Freight Account 108,North America,SMB,ORD-00108,2026-08-05,7613.96,WH-MIAMI
CUST-JOIN-0108,Freight Account 108,North America,SMB,ORD-07608,2026-08-26,4931.16,WH-MIAMI
CUST-JOIN-0109,Freight Account 109,Europe,Startup,ORD-00109,2026-08-05,4921.02,WH-DETROIT
CUST-JOIN-0109,Freight Account 109,Europe,Startup,ORD-07609,2026-08-26,4249.8,WH-MIAMI
CUST-JOIN-0110,Freight Account 110,Asia Pacific,SMB,ORD-00110,2026-08-05,4820.23,WH-NEWYORK
CUST-JOIN-0110,Freight Account 110,Asia Pacific,SMB,ORD-07610,2026-08-26,6938.82,WH-MIAMI
CUST-JOIN-0111,Freight Account 111,Asia Pacific,SMB,ORD-00111,2026-08-05,720.38,WH-CHICAGO
CUST-JOIN-0111,Freight Account 111,Asia Pacific,SMB,ORD-07611,2026-08-26,5155.48,WH-MIAMI
CUST-JOIN-0112,Freight Account 112,Europe,Enterprise,ORD-00112,2026-08-05,4224.65,WH-MIAMI
CUST-JOIN-0112,Freight Account 112,Europe,Enterprise,ORD-07612,2026-08-26,2014.38,WH-DETROIT
CUST-JOIN-0113,Freight Account 113,Europe,SMB,ORD-00113,2026-08-05,7212.11,WH-CHICAGO
CUST-JOIN-0113,Freight Account 113,Europe,SMB,ORD-07613,2026-08-26,1182.76,WH-MIAMI
CUST-JOIN-0114,Freight Account 114,North America,Startup,ORD-00114,2026-08-05,628.92,WH-CHICAGO
CUST-JOIN-0114,Freight Account 114,North America,Startup,ORD-07614,2026-08-26,4706.22,WH-DETROIT
CUST-JOIN-0115,Freight Account 115,Asia Pacific,Startup,ORD-00115,2026-08-05,4236.24,WH-CHICAGO
CUST-JOIN-0115,Freight Account 115,Asia Pacific,Startup,ORD-07615,2026-08-26,3065.53,WH-DETROIT
CUST-JOIN-0116,Freight Account 116,North America,SMB,ORD-00116,2026-08-05,654.15,WH-DETROIT
CUST-JOIN-0116,Freight Account 116,North America,SMB,ORD-07616,2026-08-26,6164.41,WH-CHICAGO
CUST-JOIN-0117,Freight Account 117,North America,Startup,ORD-00117,2026-08-05,4105.3,WH-DETROIT
CUST-JOIN-0117,Freight Account 117,North America,Startup,ORD-07617,2026-08-26,445.95,WH-NEWYORK
CUST-JOIN-0118,Freight Account 118,Europe,Startup,ORD-00118,2026-08-05,699.97,WH-DETROIT
CUST-JOIN-0118,Freight Account 118,Europe,Startup,ORD-07618,2026-08-26,5140.26,WH-CHICAGO
CUST-JOIN-0119,Freight Account 119,Asia Pacific,SMB,ORD-00119,2026-08-05,2987.06,WH-CHICAGO
CUST-JOIN-0119,Freight Account 119,Asia Pacific,SMB,ORD-07619,2026-08-26,3263.14,WH-DETROIT
CUST-JOIN-0120,Freight Account 120,Asia Pacific,SMB,ORD-00120,2026-08-05,5271.03,WH-MIAMI
CUST-JOIN-0120,Freight Account 120,Asia Pacific,SMB,ORD-07620,2026-08-26,271.9,WH-MIAMI
CUST-JOIN-0121,Freight Account 121,North America,SMB,ORD-00121,2026-08-06,3926.33,WH-DETROIT
CUST-JOIN-0121,Freight Account 121,North America,SMB,ORD-07621,2026-08-26,6300.35,WH-CHICAGO
CUST-JOIN-0122,Freight Account 122,North America,Startup,ORD-00122,2026-08-06,429.36,WH-DETROIT
