customer_id,transaction_date,amount,status
CUST-DUP-0041,2026-08-02,139.26,PENDING
CUST-DUP-0042,2026-08-02,737.02,CANCELLED
CUST-DUP-0043,2026-08-02,301.54,PENDING
CUST-DUP-0044,2026-08-02,420.04,CANCELLED
CUST-DUP-0045,2026-08-02,1228.12,COMPLETED
CUST-DUP-0046,2026-08-02,287.25,COMPLETED
CUST-DUP-0047,2026-08-02,1352.78,CANCELLED
CUST-DUP-0048,2026-08-02,1126.81,PENDING
CUST-DUP-0049,2026-08-03,639.46,PENDING
CUST-DUP-0050,2026-08-03,1003.71,COMPLETED
CUST-DUP-0051,2026-08-03,809.11,CANCELLED
CUST-DUP-0052,2026-08-03,519.8,CANCELLED
CUST-DUP-0053,2026-08-03,374.01,PENDING
CUST-DUP-0054,2026-08-03,144.43,PENDING
CUST-DUP-0055,2026-08-03,1047.33,PENDING
CUST-DUP-0056,2026-08-03,556.94,PENDING
CUST-DUP-0057,2026-08-03,887.38,CANCELLED
CUST-DUP-0058,2026-08-03,1455.26,PENDING
CUST-DUP-0059,2026-08-03,543.01,COMPLETED
CUST-DUP-0060,2026-08-03,779.61,PENDING
CUST-DUP-0061,2026-08-03,1208.97,PENDING
CUST-DUP-0062,2026-08-03,259.73,CANCELLED
CUST-DUP-0063,2026-08-03,572.4,PENDING
CUST-DUP-0064,2026-08-03,732.52,CANCELLED
CUST-DUP-0065,2026-08-03,988.33,PENDING
CUST-DUP-0066,2026-08-03,889.23,CANCELLED
CUST-DUP-0067,2026-08-03,731.48,CANCELLED
CUST-DUP-0068,2026-08-03,498.94,CANCELLED
CUST-DUP-0069,2026-08-03,241.43,CANCELLED
CUST-DUP-0070,2026-08-03,1390.41,COMPLETED
CUST-DUP-0071,2026-08-03,1220.22,PENDING
CUST-DUP-0072,2026-08-03,688.28,COMPLETED
CUST-DUP-0073,2026-08-04,1086.46,PENDING
CUST-DUP-0074,2026-08-04,270.67,CANCELLED
CUST-DUP-0075,2026-08-04,1437.0,COMPLETED
CUST-DUP-0076,2026-08-04,119.05,CANCELLED
CUST-DUP-0077,2026-08-04,283.87,COMPLETED
CUST-DUP-0078,2026-08-04,713.38,PENDING
CUST-DUP-0079,2026-08-04,741.41,PENDING
CUST-DUP-0080,2026-08-04,1194.08,PENDING
CUST-DUP-0081,2026-08-04,712.66,CANCELLED
CUST-DUP-0082,2026-08-04,1387.45,COMPLETED
CUST-DUP-0083,2026-08-04,257.94,COMPLETED
CUST-DUP-0084,2026-08-04,1375.07,PENDING
CUST-DUP-0085,2026-08-04,652.82,COMPLETED
CUST-DUP-0086,2026-08-04,1208.51,CANCELLED
CUST-DUP-0087,2026-08-04,785.94,PENDING
CUST-DUP-0088,2026-08-04,864.91,CANCELLED
CUST-DUP-0089,2026-08-04,408.11,COMPLETED
CUST-DUP-0090,2026-08-04,265.8,PENDING
CUST-DUP-0091,2026-08-04,319.24,PENDING
CUST-DUP-0092,2026-08-04,393.48,COMPLETED
CUST-DUP-0093,2026-08-04,1015.99,PENDING
CUST-DUP-0094,2026-08-04,1373.11,COMPLETED
CUST-DUP-0095,2026-08-04,1116.64,PENDING
CUST-DUP-0096,2026-08-04,244.08,PENDING
CUST-DUP-0097,2026-08-05,239.85,PENDING
CUST-DUP-0098,2026-08-05,524.75,PENDING
CUST-DUP-0099,2026-08-05,566.02,PENDING
CUST-DUP-0100,2026-08-05,306.52,COMPLETED
CUST-DUP-0101,2026-08-05,163.3,CANCELLED
CUST-DUP-0102,2026-08-05,236.61,COMPLETED
CUST-DUP-0103,2026-08-05,616.32,COMPLETED
CUST-DUP-0104,2026-08-05,1159.86,PENDING
CUST-DUP-0105,2026-08-05,759.89,PENDING
CUST-DUP-0106,2026-08-05,675.13,COMPLETED
CUST-DUP-0107,2026-08-05,736.38,CANCELLED
CUST-DUP-0108,2026-08-05,894.9,COMPLETED
CUST-DUP-0109,2026-08-05,1172.95,PENDING
CUST-DUP-0110,2026-08-05,391.62,PENDING
CUST-DUP-0111,2026-08-05,367.01,PENDING
CUST-DUP-0112,2026-08-05,236.35,PENDING
CUST-DUP-0113,2026-08-05,1477.86,COMPLETED
CUST-DUP-0114,2026-08-05,630.08,COMPLETED
CUST-DUP-0115,2026-08-05,707.47,COMPLETED
CUST-DUP-0116,2026-08-05,703.43,CANCELLED
CUST-DUP-0117,2026-08-05,1144.08,PENDING
CUST-DUP-0118,2026-08-05,1457.14,PENDING
CUST-DUP-0119,2026-08-05,1384.26,COMPLETED
CUST-DUP-0120,2026-08-05,275.63,COMPLETED
CUST-DUP-0121,2026-08-06,783.36,PENDING
CUST-DUP-0122,2026-08-06,689.12,PENDING
CUST-DUP-0123,2026-08-06,202.97,CANCELLED
CUST-DUP-0124,2026-08-06,215.2,CANCELLED
CUST-DUP-0125,2026-08-06,623.52,COMPLETED
CUST-DUP-0126,2026-08-06,1115.61,COMPLETED
CUST-DUP-0127,2026-08-06,926.74,PENDING
CUST-DUP-0128,2026-08-06,192.87,CANCELLED
CUST-DUP-0129,2026-08-06,1342.46,COMPLETED
CUST-DUP-0130,2026-08-06,820.86,PENDING
CUST-DUP-0131,2026-08-06,652.2,PENDING
CUST-DUP-0132,2026-08-06,1296.6,PENDING
CUST-DUP-0133,2026-08-06,1484.4,PENDING
CUST-DUP-0134,2026-08-06,1409.56,COMPLETED
CUST-DUP-0135,2026-08-06,421.35,PENDING
CUST-DUP-0136,2026-08-06,642.12,CANCELLED
CUST-DUP-0137,2026-08-06,1164.41,COMPLETED
CUST-DUP-0138,2026-08-06,1247.57,CANCELLED
CUST-DUP-0139,2026-08-06,809.26,PENDING
CUST-DUP-0140,2026-08-06,1082.41,CANCELLED
CUST-DUP-0141,2026-08-06,1372.2,PENDING
CUST-DUP-0142,2026-08-06,490.36,CANCELLED
CUST-DUP-0143,2026-08-06,935.02,COMPLETED
CUST-DUP-0144,2026-08-06,898.21,CANCELLED
CUST-DUP-0145,2026-08-07,356.97,CANCELLED
CUST-DUP-0146,2026-08-07,148.81,COMPLETED
CUST-DUP-0147,2026-08-07,1322.07,COMPLETED
CUST-DUP-0148,2026-08-07,286.88,CANCELLED
CUST-DUP-0149,2026-08-07,716.35,COMPLETED
CUST-DUP-0150,2026-08-07,1442.48,CANCELLED
CUST-DUP-0151,2026-08-07,746.14,PENDING
CUST-DUP-0152,2026-08-07,702.58,PENDING
CUST-DUP-0153,2026-08-07,1037.86,PENDING
CUST-DUP-0154,2026-08-07,143.47,PENDING
CUST-DUP-0155,2026-08-07,645.34,COMPLETED
CUST-DUP-0156,2026-08-07,463.38,CANCELLED
CUST-DUP-0157,2026-08-07,121.24,COMPLETED
CUST-DUP-0158,2026-08-07,1192.73,PENDING
CUST-DUP-0159,2026-08-07,1481.55,PENDING
CUST-DUP-0160,2026-08-07,991.25,CANCELLED
CUST-DUP-0161,2026-08-07,806.46,PENDING
CUST-DUP-0162,2026-08-07,726.3,COMPLETED
CUST-DUP-0163,2026-08-07,1087.88,COMPLETED
CUST-DUP-0164,2026-08-07,506.21,CANCELLED
CUST-DUP-0165,2026-08-07,261.99,CANCELLED
CUST-DUP-0166,2026-08-07,1475.44,PENDING
CUST-DUP-0167,2026-08-07,1024.29,PENDING
CUST-DUP-0168,2026-08-07,1498.02,CANCELLED
CUST-DUP-0169,2026-08-08,715.83,CANCELLED
CUST-DUP-0170,2026-08-08,1428.45,PENDING
CUST-DUP-0171,2026-08-08,223.19,CANCELLED
CUST-DUP-0172,2026-08-08,723.26,COMPLETED
CUST-DUP-0173,2026-08-08,888.44,PENDING
CUST-DUP-0174,2026-08-08,715.6,PENDING
CUST-DUP-0175,2026-08-08,1465.23,COMPLETED
CUST-DUP-0176,2026-08-08,1382.3,PENDING
CUST-DUP-0177,2026-08-08,654.82,PENDING
CUST-DUP-0178,2026-08-08,592.61,COMPLETED
CUST-DUP-0179,2026-08-08,1048.8,PENDING
CUST-DUP-0180,2026-08-08,493.65,PENDING
CUST-DUP-0181,2026-08-08,323.45,PENDING
CUST-DUP-0182,2026-08-08,1258.08,CANCELLED
CUST-DUP-0183,2026-08-08,519.0,CANCELLED
CUST-DUP-0184,2026-08-08,244.56,COMPLETED
CUST-DUP-0185,2026-08-08,1092.08,CANCELLED
CUST-DUP-0186,2026-08-08,729.89,COMPLETED
CUST-DUP-0187,2026-08-08,1452.18,PENDING
CUST-DUP-0188,2026-08-08,412.57,COMPLETED
CUST-DUP-0189,2026-08-08,1274.47,CANCELLED
CUST-DUP-0190,2026-08-08,1056.16,COMPLETED
CUST-DUP-0191,2026-08-08,1477.43,CANCELLED
CUST-DUP-0192,2026-08-08,1335.07,COMPLETED
CUST-DUP-0193,2026-08-09,1013.44,PENDING
CUST-DUP-0194,2026-08-09,1131.68,CANCELLED
CUST-DUP-0195,2026-08-09,1128.31,PENDING
CUST-DUP-0196,2026-08-09,1388.72,COMPLETED
CUST-DUP-0197,2026-08-09,1092.16,COMPLETED
CUST-DUP-0198,2026-08-09,653.16,PENDING
CUST-DUP-0199,2026-08-09,593.18,COMPLETED
CUST-DUP-0200,2026-08-09,1193.68,CANCELLED
CUST-DUP-0201,2026-08-09,946.73,CANCELLED
CUST-DUP-0202,2026-08-09,1108.2,COMPLETED
CUST-DUP-0203,2026-08-09,1199.25,CANCELLED
CUST-DUP-0204,2026-08-09,1118.56,CANCELLED
CUST-DUP-0205,2026-08-09,272.67,PENDING
CUST-DUP-0206,2026-08-09,1284.34,COMPLETED
CUST-DUP-0207,2026-08-09,464.23,COMPLETED
CUST-DUP-0208,2026-08-09,1022.19,PENDING
CUST-DUP-0209,2026-08-09,829.92,CANCELLED
CUST-DUP-0210,2026-08-09,851.57,CANCELLED
CUST-DUP-0211,2026-08-09,833.57,COMPLETED
CUST-DUP-0212,2026-08-09,617.6,CANCELLED
CUST-DUP-0213,2026-08-09,1253.03,COMPLETED
CUST-DUP-0214,2026-08-09,1021.92,COMPLETED
CUST-DUP-0215,2026-08-09,711.74,CANCELLED
CUST-DUP-0216,2026-08-09,158.72,CANCELLED
CUST-DUP-0217,2026-08-10,497.81,CANCELLED
CUST-DUP-0218,2026-08-10,989.42,PENDING
CUST-DUP-0219,2026-08-10,218.96,CANCELLED
CUST-DUP-0220,2026-08-10,1099.51,PENDING
CUST-DUP-0221,2026-08-10,1212.83,COMPLETED
CUST-DUP-0222,2026-08-10,1065.11,PENDING
CUST-DUP-0223,2026-08-10,641.84,CANCELLED
CUST-DUP-0224,2026-08-10,186.46,COMPLETED
CUST-DUP-0225,2026-08-10,251.51,COMPLETED
CUST-DUP-0226,2026-08-10,1078.45,PENDING
CUST-DUP-0227,2026-08-10,367.1,COMPLETED
CUST-DUP-0228,2026-08-10,1320.42,CANCELLED
CUST-DUP-0229,2026-08-10,255.6,COMPLETED
CUST-DUP-0230,2026-08-10,1053.93,PENDING
CUST-DUP-0231,2026-08-10,412.31,COMPLETED
CUST-DUP-0232,2026-08-10,864.72,PENDING
CUST-DUP-0233,2026-08-10,723.36,COMPLETED
CUST-DUP-0234,2026-08-10,744.72,PENDING
CUST-DUP-0235,2026-08-10,1432.31,PENDING
CUST-DUP-0236,2026-08-10,142.37,PENDING
CUST-DUP-0237,2026-08-10,509.21,CANCELLED
CUST-DUP-0238,2026-08-10,1191.98,COMPLETED
CUST-DUP-0239,2026-08-10,464.22,CANCELLED
CUST-DUP-0240,2026-08-10,436.47,PENDING
CUST-DUP-0241,2026-08-11,341.03,CANCELLED
CUST-DUP-0242,2026-08-11,750.5,PENDING
CUST-DUP-0243,2026-08-11,852.29,COMPLETED
CUST-DUP-0244,2026-08-11,679.83,COMPLETED
CUST-DUP-0245,2026-08-11,1457.39,CANCELLED
CUST-DUP-0246,2026-08-11,452.3,CANCELLED
CUST-DUP-0247,2026-08-11,1352.04,COMPLETED
CUST-DUP-0248,2026-08-11,1022.57,CANCELLED
CUST-DUP-0249,2026-08-11,348.61,PENDING
CUST-DUP-0250,2026-08-11,1304.47,CANCELLED
CUST-DUP-0251,2026-08-11,191.48,PENDING
CUST-DUP-0252,2026-08-11,1160.57,PENDING
CUST-DUP-0253,2026-08-11,244.86,COMPLETED
CUST-DUP-0254,2026-08-11,245.66,PENDING
CUST-DUP-0255,2026-08-11,667.57,CANCELLED
CUST-DUP-0256,2026-08-11,635.7,CANCELLED
CUST-DUP-0257,2026-08-11,247.29,PENDING
CUST-DUP-0258,2026-08-11,821.91,CANCELLED
CUST-DUP-0259,2026-08-11,431.29,COMPLETED
CUST-DUP-0260,2026-08-11,345.35,COMPLETED
CUST-DUP-0261,2026-08-11,108.74,PENDING
CUST-DUP-0262,2026-08-11,1404.58,CANCELLED
CUST-DUP-0263,2026-08-11,422.25,COMPLETED
CUST-DUP-0264,2026-08-11,478.85,CANCELLED
CUST-DUP-0265,2026-08-12,702.96,PENDING
CUST-DUP-0266,2026-08-12,332.55,PENDING
CUST-DUP-0267,2026-08-12,1466.59,CANCELLED
CUST-DUP-0268,2026-08-12,133.09,COMPLETED
CUST-DUP-0269,2026-08-12,304.75,CANCELLED
CUST-DUP-0270,2026-08-12,1049.67,CANCELLED
CUST-DUP-0271,2026-08-12,1283.11,CANCELLED
CUST-DUP-0272,2026-08-12,923.75,COMPLETED
CUST-DUP-0273,2026-08-12,546.23,CANCELLED
CUST-DUP-0274,2026-08-12,739.23,COMPLETED
CUST-DUP-0275,2026-08-12,655.66,CANCELLED
CUST-DUP-0276,2026-08-12,970.32,COMPLETED
CUST-DUP-0277,2026-08-12,1119.93,CANCELLED
CUST-DUP-0278,2026-08-12,1367.43,COMPLETED
CUST-DUP-0279,2026-08-12,1494.68,PENDING
CUST-DUP-0280,2026-08-12,603.77,PENDING
CUST-DUP-0281,2026-08-12,117.19,CANCELLED
CUST-DUP-0282,2026-08-12,741.32,CANCELLED
CUST-DUP-0283,2026-08-12,500.33,PENDING
CUST-DUP-0284,2026-08-12,1349.6,PENDING
CUST-DUP-0285,2026-08-12,539.83,COMPLETED
CUST-DUP-0286,2026-08-12,785.27,PENDING
CUST-DUP-0287,2026-08-12,1208.82,PENDING
CUST-DUP-0288,2026-08-12,1305.78,CANCELLED
CUST-DUP-0289,2026-08-13,520.73,COMPLETED
CUST-DUP-0290,2026-08-13,344.92,COMPLETED
CUST-DUP-0291,2026-08-13,428.64,CANCELLED
CUST-DUP-0292,2026-08-13,701.49,PENDING
CUST-DUP-0293,2026-08-13,206.23,CANCELLED
CUST-DUP-0294,2026-08-13,497.12,CANCELLED
CUST-DUP-0295,2026-08-13,287.91,COMPLETED
CUST-DUP-0296,2026-08-13,508.44,COMPLETED
CUST-DUP-0297,2026-08-13,1100.38,COMPLETED
CUST-DUP-0298,2026-08-13,434.26,COMPLETED
CUST-DUP-0299,2026-08-13,899.99,COMPLETED
CUST-DUP-0300,2026-08-13,1225.99,PENDING
CUST-DUP-0301,2026-08-13,630.73,CANCELLED
CUST-DUP-0302,2026-08-13,1242.26,PENDING
CUST-DUP-0303,2026-08-13,880.85,PENDING
CUST-DUP-0304,2026-08-13,358.56,COMPLETED
CUST-DUP-0305,2026-08-13,424.78,CANCELLED
CUST-DUP-0306,2026-08-13,677.14,CANCELLED
CUST-DUP-0307,2026-08-13,234.83,CANCELLED
CUST-DUP-0308,2026-08-13,1047.66,COMPLETED
CUST-DUP-0309,2026-08-13,210.63,CANCELLED
CUST-DUP-0310,2026-08-13,480.75,CANCELLED
CUST-DUP-0311,2026-08-13,185.48,CANCELLED
CUST-DUP-0312,2026-08-13,724.48,COMPLETED
CUST-DUP-0313,2026-08-14,1190.17,CANCELLED
CUST-DUP-0314,2026-08-14,610.93,COMPLETED
CUST-DUP-0315,2026-08-14,706.3,PENDING
CUST-DUP-0316,2026-08-14,535.88,PENDING
CUST-DUP-0317,2026-08-14,329.41,PENDING
CUST-DUP-0318,2026-08-14,682.7,COMPLETED
CUST-DUP-0319,2026-08-14,1004.75,COMPLETED
CUST-DUP-0320,2026-08-14,162.16,CANCELLED
CUST-DUP-0321,2026-08-14,921.14,CANCELLED
CUST-DUP-0322,2026-08-14,1452.54,COMPLETED
CUST-DUP-0323,2026-08-14,689.01,CANCELLED
CUST-DUP-0324,2026-08-14,455.07,CANCELLED
CUST-DUP-0325,2026-08-14,1151.99,PENDING
CUST-DUP-0326,2026-08-14,447.03,PENDING
CUST-DUP-0327,2026-08-14,1201.8,PENDING
CUST-DUP-0328,2026-08-14,870.25,PENDING
CUST-DUP-0329,2026-08-14,760.02,COMPLETED
CUST-DUP-0330,2026-08-14,965.5,PENDING
CUST-DUP-0331,2026-08-14,514.28,PENDING
CUST-DUP-0332,2026-08-14,563.67,PENDING
CUST-DUP-0333,2026-08-14,295.06,PENDING
CUST-DUP-0334,2026-08-14,1337.77,CANCELLED
CUST-DUP-0335,2026-08-14,1356.39,COMPLETED
CUST-DUP-0336,2026-08-14,532.73,CANCELLED
CUST-DUP-0337,2026-08-15,927.82,COMPLETED
CUST-DUP-0338,2026-08-15,1393.34,CANCELLED
CUST-DUP-0339,2026-08-15,1382.66,PENDING
CUST-DUP-0340,2026-08-15,869.82,COMPLETED
CUST-DUP-0341,2026-08-15,287.85,CANCELLED
CUST-DUP-0342,2026-08-15,670.06,COMPLETED
CUST-DUP-0343,2026-08-15,1262.85,CANCELLED
CUST-DUP-0344,2026-08-15,599.13,PENDING
CUST-DUP-0345,2026-08-15,1450.57,PENDING
CUST-DUP-0346,2026-08-15,730.61,PENDING
CUST-DUP-0347,2026-08-15,424.91,PENDING
CUST-DUP-0348,2026-08-15,227.25,PENDING
CUST-DUP-0349,2026-08-15,1224.35,PENDING
CUST-DUP-0350,2026-08-15,797.84,CANCELLED
CUST-DUP-0351,2026-08-15,247.95,CANCELLED
CUST-DUP-0352,2026-08-15,743.72,CANCELLED
CUST-DUP-0353,2026-08-15,115.32,PENDING
CUST-DUP-0354,2026-08-15,274.92,COMPLETED
CUST-DUP-0355,2026-08-15,842.48,PENDING
CUST-DUP-0356,2026-08-15,261.71,COMPLETED
CUST-DUP-0357,2026-08-15,760.65,COMPLETED
CUST-DUP-0358,2026-08-15,1034.98,CANCELLED
CUST-DUP-0359,2026-08-15,665.43,CANCELLED
CUST-DUP-0360,2026-08-15,1285.37,COMPLETED
CUST-DUP-0361,2026-08-16,377.65,COMPLETED
CUST-DUP-0362,2026-08-16,1377.57,PENDING
CUST-DUP-0363,2026-08-16,1151.03,PENDING
CUST-DUP-0364,2026-08-16,1019.05,COMPLETED
CUST-DUP-0365,2026-08-16,571.28,CANCELLED
CUST-DUP-0366,2026-08-16,541.78,CANCELLED
CUST-DUP-0367,2026-08-16,1479.17,PENDING
CUST-DUP-0368,2026-08-16,582.32,COMPLETED
CUST-DUP-0369,2026-08-16,635.92,CANCELLED
CUST-DUP-0370,2026-08-16,660.41,PENDING
CUST-DUP-0371,2026-08-16,492.68,CANCELLED
CUST-DUP-0372,2026-08-16,1096.5,CANCELLED
CUST-DUP-0373,2026-08-16,959.65,CANCELLED
CUST-DUP-0374,2026-08-16,743.19,COMPLETED
CUST-DUP-0375,2026-08-16,1274.96,CANCELLED
CUST-DUP-0376,2026-08-16,446.14,PENDING
CUST-DUP-0377,2026-08-16,159.66,COMPLETED
CUST-DUP-0378,2026-08-16,1443.4,CANCELLED
CUST-DUP-0379,2026-08-16,923.64,CANCELLED
CUST-DUP-0380,2026-08-16,663.76,PENDING
CUST-DUP-0381,2026-08-16,432.7,PENDING
CUST-DUP-0382,2026-08-16,967.47,PENDING
CUST-DUP-0383,2026-08-16,635.64,CANCELLED
CUST-DUP-0384,2026-08-16,1469.91,COMPLETED
CUST-DUP-0385,2026-08-17,279.08,COMPLETED
CUST-DUP-0386,2026-08-17,943.84,PENDING
CUST-DUP-0387,2026-08-17,451.22,CANCELLED
CUST-DUP-0388,2026-08-17,827.68,PENDING
CUST-DUP-0389,2026-08-17,106.15,PENDING
CUST-DUP-0390,2026-08-17,815.98,COMPLETED
CUST-DUP-0391,2026-08-17,1475.55,COMPLETED
CUST-DUP-0392,2026-08-17,1098.97,CANCELLED
CUST-DUP-0393,2026-08-17,1280.04,PENDING
CUST-DUP-0394,2026-08-17,116.71,COMPLETED
CUST-DUP-0395,2026-08-17,1277.75,PENDING
CUST-DUP-0396,2026-08-17,1448.99,CANCELLED
CUST-DUP-0397,2026-08-17,707.87,CANCELLED
CUST-DUP-0398,2026-08-17,199.75,PENDING
CUST-DUP-0399,2026-08-17,1181.37,PENDING
CUST-DUP-0400,2026-08-17,231.67,COMPLETED
CUST-DUP-0401,2026-08-17,340.31,COMPLETED
CUST-DUP-0402,2026-08-17,617.3,COMPLETED
CUST-DUP-0403,2026-08-17,152.77,CANCELLED
CUST-DUP-0404,2026-08-17,738.76,PENDING
CUST-DUP-0405,2026-08-17,1228.18,PENDING
CUST-DUP-0406,2026-08-17,122.67,PENDING
CUST-DUP-0407,2026-08-17,621.43,COMPLETED
CUST-DUP-0408,2026-08-17,158.4,COMPLETED
CUST-DUP-0409,2026-08-18,218.79,PENDING
CUST-DUP-0410,2026-08-18,910.32,PENDING
CUST-DUP-0411,2026-08-18,761.77,CANCELLED
CUST-DUP-0412,2026-08-18,354.63,PENDING
CUST-DUP-0413,2026-08-18,676.06,COMPLETED
CUST-DUP-0414,2026-08-18,1441.26,COMPLETED
CUST-DUP-0415,2026-08-18,441.28,CANCELLED
CUST-DUP-0416,2026-08-18,949.6,CANCELLED
CUST-DUP-0417,2026-08-18,300.68,COMPLETED
CUST-DUP-0418,2026-08-18,286.4,PENDING
CUST-DUP-0419,2026-08-18,912.86,CANCELLED
CUST-DUP-0420,2026-08-18,1372.95,PENDING
CUST-DUP-0421,2026-08-18,1181.28,CANCELLED
CUST-DUP-0422,2026-08-18,952.26,CANCELLED
CUST-DUP-0423,2026-08-18,389.36,CANCELLED
CUST-DUP-0424,2026-08-18,1206.61,PENDING
CUST-DUP-0425,2026-08-18,377.01,CANCELLED
CUST-DUP-0426,2026-08-18,422.47,COMPLETED
CUST-DUP-0427,2026-08-18,1436.82,COMPLETED
CUST-DUP-0428,2026-08-18,1470.18,CANCELLED
CUST-DUP-0429,2026-08-18,688.38,CANCELLED
CUST-DUP-0430,2026-08-18,838.56,PENDING
CUST-DUP-0431,2026-08-18,961.4,CANCELLED
CUST-DUP-0432,2026-08-18,464.67,CANCELLED
CUST-DUP-0433,2026-08-19,330.44,COMPLETED
CUST-DUP-0434,2026-08-19,1382.06,COMPLETED
CUST-DUP-0435,2026-08-19,1442.6,PENDING
CUST-DUP-0436,2026-08-19,930.49,CANCELLED
CUST-DUP-0437,2026-08-19,616.33,PENDING
CUST-DUP-0438,2026-08-19,479.13,COMPLETED
CUST-DUP-0439,2026-08-19,814.98,CANCELLED
CUST-DUP-0440,2026-08-19,736.34,CANCELLED
CUST-DUP-0441,2026-08-19,976.36,PENDING
CUST-DUP-0442,2026-08-19,1221.82,PENDING
CUST-DUP-0443,2026-08-19,583.47,PENDING
CUST-DUP-0444,2026-08-19,1312.55,COMPLETED
CUST-DUP-0445,2026-08-19,728.35,COMPLETED
CUST-DUP-0446,2026-08-19,1310.12,CANCELLED
CUST-DUP-0447,2026-08-19,704.63,CANCELLED
CUST-DUP-0448,2026-08-19,581.62,PENDING
CUST-DUP-0449,2026-08-19,347.34,CANCELLED
CUST-DUP-0450,2026-08-19,1424.47,COMPLETED
CUST-DUP-0451,2026-08-19,1178.03,CANCELLED
CUST-DUP-0452,2026-08-19,301.75,COMPLETED
CUST-DUP-0453,2026-08-19,1254.39,COMPLETED
CUST-DUP-0454,2026-08-19,708.71,COMPLETED
CUST-DUP-0455,2026-08-19,1383.88,PENDING
CUST-DUP-0456,2026-08-19,143.63,COMPLETED
CUST-DUP-0457,2026-08-20,508.22,PENDING
CUST-DUP-0458,2026-08-20,647.02,COMPLETED
CUST-DUP-0459,2026-08-20,481.73,COMPLETED
CUST-DUP-0460,2026-08-20,175.25,PENDING
CUST-DUP-0461,2026-08-20,127.3,PENDING
CUST-DUP-0462,2026-08-20,1244.28,PENDING
CUST-DUP-0463,2026-08-20,1121.07,CANCELLED
CUST-DUP-0464,2026-08-20,295.27,COMPLETED
CUST-DUP-0465,2026-08-20,1088.62,COMPLETED
CUST-DUP-0466,2026-08-20,319.65,PENDING
CUST-DUP-0467,2026-08-20,649.72,CANCELLED
CUST-DUP-0468,2026-08-20,688.94,PENDING
CUST-DUP-0469,2026-08-20,685.09,PENDING
CUST-DUP-0470,2026-08-20,810.86,PENDING
CUST-DUP-0471,2026-08-20,341.7,PENDING
CUST-DUP-0472,2026-08-20,1174.69,COMPLETED
CUST-DUP-0473,2026-08-20,175.29,CANCELLED
CUST-DUP-0474,2026-08-20,421.81,PENDING
CUST-DUP-0475,2026-08-20,499.59,COMPLETED
CUST-DUP-0476,2026-08-20,412.75,PENDING
CUST-DUP-0477,2026-08-20,399.84,CANCELLED
CUST-DUP-0478,2026-08-20,1155.21,CANCELLED
CUST-DUP-0479,2026-08-20,1324.48,CANCELLED
CUST-DUP-0480,2026-08-20,1454.52,CANCELLED
CUST-DUP-0481,2026-08-21,1403.52,CANCELLED
CUST-DUP-0482,2026-08-21,348.52,PENDING
CUST-DUP-0483,2026-08-21,925.91,CANCELLED
CUST-DUP-0484,2026-08-21,787.93,CANCELLED
CUST-DUP-0485,2026-08-21,1497.61,PENDING
CUST-DUP-0486,2026-08-21,639.58,CANCELLED
CUST-DUP-0487,2026-08-21,1251.29,CANCELLED
CUST-DUP-0488,2026-08-21,169.42,CANCELLED
