customer_id,customer_name,region,segment
CUST-JOIN-7624,Freight Account 7624,Europe,Startup
CUST-JOIN-7625,Freight Account 7625,North America,SMB
CUST-JOIN-7626,Freight Account 7626,North America,Enterprise
CUST-JOIN-7627,Freight Account 7627,Asia Pacific,SMB
CUST-JOIN-7628,Freight Account 7628,North America,Startup
CUST-JOIN-7629,Freight Account 7629,North America,SMB
CUST-JOIN-7630,Freight Account 7630,Asia Pacific,Startup
CUST-JOIN-7631,Freight Account 7631,North America,Startup
CUST-JOIN-7632,Freight Account 7632,Europe,SMB
CUST-JOIN-7633,Freight Account 7633,Europe,SMB
CUST-JOIN-7634,Freight Account 7634,North America,SMB
CUST-JOIN-7635,Freight Account 7635,Europe,Startup
CUST-JOIN-7636,Freight Account 7636,Europe,SMB
CUST-JOIN-7637,Freight Account 7637,North America,Startup
CUST-JOIN-7638,Freight Account 7638,Europe,Startup
CUST-JOIN-7639,Freight Account 7639,Asia Pacific,Startup
CUST-JOIN-7640,Freight Account 7640,North America,Enterprise
CUST-JOIN-7641,Freight Account 7641,Asia Pacific,Startup
CUST-JOIN-7642,Freight Account 7642,Europe,Enterprise
CUST-JOIN-7643,Freight Account 7643,North America,Startup
CUST-JOIN-7644,Freight Account 7644,Europe,Startup
CUST-JOIN-7645,Freight Account 7645,Europe,Startup
CUST-JOIN-7646,Freight Account 7646,Asia Pacific,SMB
CUST-JOIN-7647,Freight Account 7647,Asia Pacific,Enterprise
CUST-JOIN-7648,Freight Account 7648,Europe,Enterprise
CUST-JOIN-7649,Freight Account 7649,North America,SMB
CUST-JOIN-7650,Freight Account 7650,Europe,SMB
CUST-JOIN-7651,Freight Account 7651,North America,Startup
CUST-JOIN-7652,Freight Account 7652,Europe,SMB
CUST-JOIN-7653,Freight Account 7653,North America,SMB
CUST-JOIN-7654,Freight Account 7654,North America,SMB
CUST-JOIN-7655,Freight Account 7655,North America,Startup
CUST-JOIN-7656,Freight Account 7656,North America,SMB
CUST-JOIN-7657,Freight Account 7657,Europe,Startup
CUST-JOIN-7658,Freight Account 7658,Europe,Startup
CUST-JOIN-7659,Freight Account 7659,Asia Pacific,Startup
CUST-JOIN-7660,Freight Account 7660,Europe,Enterprise
CUST-JOIN-7661,Freight Account 7661,Europe,SMB
CUST-JOIN-7662,Freight Account 7662,Asia Pacific,Enterprise
CUST-JOIN-7663,Freight Account 7663,Europe,SMB
CUST-JOIN-7664,Freight Account 7664,Asia Pacific,SMB
CUST-JOIN-7665,Freight Account 7665,North America,SMB
CUST-JOIN-7666,Freight Account 7666,Europe,Startup
CUST-JOIN-7667,Freight Account 7667,Asia Pacific,Startup
CUST-JOIN-7668,Freight Account 7668,North America,SMB
CUST-JOIN-7669,Freight Account 7669,Asia Pacific,Startup
CUST-JOIN-7670,Freight Account 7670,North America,SMB
CUST-JOIN-7671,Freight Account 7671,Europe,Enterprise
CUST-JOIN-7672,Freight Account 7672,Europe,Startup
CUST-JOIN-7673,Freight Account 7673,Europe,Startup
CUST-JOIN-7674,Freight Account 7674,North America,SMB
CUST-JOIN-7675,Freight Account 7675,North America,Startup
CUST-JOIN-7676,Freight Account 7676,North America,Startup
CUST-JOIN-7677,Freight Account 7677,Europe,Startup
CUST-JOIN-7678,Freight Account 7678,Europe,Startup
CUST-JOIN-7679,Freight Account 7679,Asia Pacific,Startup
CUST-JOIN-7680,Freight Account 7680,North America,SMB
CUST-JOIN-7681,Freight Account 7681,North America,SMB
CUST-JOIN-7682,Freight Account 7682,Asia Pacific,SMB
CUST-JOIN-7683,Freight Account 7683,Europe,Startup
CUST-JOIN-7684,Freight Account 7684,North America,Startup
CUST-JOIN-7685,Freight Account 7685,Europe,Startup
CUST-JOIN-7686,Freight Account 7686,North America,Startup
CUST-JOIN-7687,Freight Account 7687,Europe,SMB
CUST-JOIN-7688,Freight Account 7688,North America,Startup
CUST-JOIN-7689,Freight Account 7689,Europe,Startup
CUST-JOIN-7690,Freight Account 7690,North America,SMB
CUST-JOIN-7691,Freight Account 7691,North America,Startup
CUST-JOIN-7692,Freight Account 7692,Europe,Startup
CUST-JOIN-7693,Freight Account 7693,North America,Startup
CUST-JOIN-7694,Freight Account 7694,Europe,Startup
CUST-JOIN-7695,Freight Account 7695,North America,SMB
CUST-JOIN-7696,Freight Account 7696,Europe,SMB
CUST-JOIN-7697,Freight Account 7697,Asia Pacific,Startup
CUST-JOIN-7698,Freight Account 7698,North America,Enterprise
CUST-JOIN-7699,Freight Account 7699,Europe,Startup
CUST-JOIN-7700,Freight Account 7700,Asia Pacific,Startup
CUST-JOIN-7701,Freight Account 7701,North America,SMB
CUST-JOIN-7702,Freight Account 7702,Asia Pacific,Startup
CUST-JOIN-7703,Freight Account 7703,Europe,Startup
CUST-JOIN-7704,Freight Account 7704,Europe,SMB
CUST-JOIN-7705,Freight Account 7705,Europe,SMB
CUST-JOIN-7706,Freight Account 7706,Asia Pacific,Startup
CUST-JOIN-7707,Freight Account 7707,Asia Pacific,Startup
CUST-JOIN-7708,Freight Account 7708,Europe,Startup
CUST-JOIN-7709,Freight Account 7709,Europe,Startup
CUST-JOIN-7710,Freight Account 7710,Asia Pacific,Startup
CUST-JOIN-7711,Freight Account 7711,Asia Pacific,SMB
CUST-JOIN-7712,Freight Account 7712,Europe,Startup
CUST-JOIN-7713,Freight Account 7713,Europe,Startup
CUST-JOIN-7714,Freight Account 7714,Europe,Startup
CUST-JOIN-7715,Freight Account 7715,North America,SMB
CUST-JOIN-7716,Freight Account 7716,Asia Pacific,SMB
CUST-JOIN-7717,Freight Account 7717,Europe,SMB
CUST-JOIN-7718,Freight Account 7718,North America,Startup
CUST-JOIN-7719,Freight Account 7719,North America,SMB
CUST-JOIN-7720,Freight Account 7720,North America,Startup
CUST-JOIN-7721,Freight Account 7721,Asia Pacific,Startup
CUST-JOIN-7722,Freight Account 7722,Europe,SMB
CUST-JOIN-7723,Freight Account 7723,Asia Pacific,SMB
CUST-JOIN-7724,Freight Account 7724,Europe,Startup
CUST-JOIN-7725,Freight Account 7725,Asia Pacific,SMB
CUST-JOIN-7726,Freight Account 7726,Asia Pacific,SMB
CUST-JOIN-7727,Freight Account 7727,Asia Pacific,SMB
CUST-JOIN-7728,Freight Account 7728,North America,SMB
CUST-JOIN-7729,Freight Account 7729,Asia Pacific,Startup
CUST-JOIN-7730,Freight Account 7730,North America,SMB
CUST-JOIN-7731,Freight Account 7731,Europe,Startup
CUST-JOIN-7732,Freight Account 7732,Europe,SMB
CUST-JOIN-7733,Freight Account 7733,Europe,Startup
CUST-JOIN-7734,Freight Account 7734,Asia Pacific,SMB
CUST-JOIN-7735,Freight Account 7735,Europe,SMB
CUST-JOIN-7736,Freight Account 7736,Europe,Startup
CUST-JOIN-7737,Freight Account 7737,North America,Startup
CUST-JOIN-7738,Freight Account 7738,Asia Pacific,Startup
CUST-JOIN-7739,Freight Account 7739,Asia Pacific,Startup
CUST-JOIN-7740,Freight Account 7740,North America,SMB
CUST-JOIN-7741,Freight Account 7741,North America,Startup
CUST-JOIN-7742,Freight Account 7742,North America,Startup
CUST-JOIN-7743,Freight Account 7743,Asia Pacific,Startup
CUST-JOIN-7744,Freight Account 7744,North America,Startup
CUST-JOIN-7745,Freight Account 7745,Asia Pacific,Startup
CUST-JOIN-7746,Freight Account 7746,North America,Startup
CUST-JOIN-7747,Freight Account 7747,North America,Startup
CUST-JOIN-7748,Freight Account 7748,North America,SMB
CUST-JOIN-7749,Freight Account 7749,North America,SMB
CUST-JOIN-7750,Freight Account 7750,Asia Pacific,Startup
CUST-JOIN-7751,Freight Account 7751,Asia Pacific,Startup
CUST-JOIN-7752,Freight Account 7752,North America,Startup
CUST-JOIN-7753,Freight Account 7753,North America,Startup
CUST-JOIN-7754,Freight Account 7754,Asia Pacific,Startup
CUST-JOIN-7755,Freight Account 7755,Europe,Startup
CUST-JOIN-7756,Freight Account 7756,Europe,SMB
CUST-JOIN-7757,Freight Account 7757,Europe,Startup
CUST-JOIN-7758,Freight Account 7758,North America,Startup
CUST-JOIN-7759,Freight Account 7759,Europe,SMB
CUST-JOIN-7760,Freight Account 7760,Europe,Startup
CUST-JOIN-7761,Freight Account 7761,Europe,Startup
CUST-JOIN-7762,Freight Account 7762,Europe,SMB
CUST-JOIN-7763,Freight Account 7763,Asia Pacific,SMB
CUST-JOIN-7764,Freight Account 7764,North America,SMB
CUST-JOIN-7765,Freight Account 7765,North America,Startup
CUST-JOIN-7766,Freight Account 7766,North America,SMB
CUST-JOIN-7767,Freight Account 7767,Asia Pacific,Startup
CUST-JOIN-7768,Freight Account 7768,Asia Pacific,SMB
CUST-JOIN-7769,Freight Account 7769,Asia Pacific,Startup
CUST-JOIN-7770,Freight Account 7770,Asia Pacific,Startup
CUST-JOIN-7771,Freight Account 7771,Asia Pacific,SMB
CUST-JOIN-7772,Freight Account 7772,North America,Startup
CUST-JOIN-7773,Freight Account 7773,North America,SMB
CUST-JOIN-7774,Freight Account 7774,North America,Enterprise
CUST-JOIN-7775,Freight Account 7775,Europe,SMB
CUST-JOIN-7776,Freight Account 7776,North America,Startup
CUST-JOIN-7777,Freight Account 7777,Europe,Startup
CUST-JOIN-7778,Freight Account 7778,Europe,SMB
CUST-JOIN-7779,Freight Account 7779,North America,SMB
CUST-JOIN-7780,Freight Account 7780,Europe,Enterprise
CUST-JOIN-7781,Freight Account 7781,North America,SMB
CUST-JOIN-7782,Freight Account 7782,Europe,Startup
CUST-JOIN-7783,Freight Account 7783,Asia Pacific,Startup
CUST-JOIN-7784,Freight Account 7784,North America,SMB
CUST-JOIN-7785,Freight Account 7785,Asia Pacific,SMB
CUST-JOIN-7786,Freight Account 7786,Asia Pacific,Startup
CUST-JOIN-7787,Freight Account 7787,North America,SMB
CUST-JOIN-7788,Freight Account 7788,North America,Startup
CUST-JOIN-7789,Freight Account 7789,North America,Startup
CUST-JOIN-7790,Freight Account 7790,Asia Pacific,Startup
CUST-JOIN-7791,Freight Account 7791,Asia Pacific,Startup
CUST-JOIN-7792,Freight Account 7792,Europe,Startup
CUST-JOIN-7793,Freight Account 7793,Asia Pacific,SMB
CUST-JOIN-7794,Freight Account 7794,North America,SMB
CUST-JOIN-7795,Freight Account 7795,Europe,Startup
CUST-JOIN-7796,Freight Account 7796,Asia Pacific,SMB
CUST-JOIN-7797,Freight Account 7797,Europe,SMB
CUST-JOIN-7798,Freight Account 7798,Asia Pacific,Enterprise
CUST-JOIN-7799,Freight Account 7799,North America,SMB
CUST-JOIN-7800,Freight Account 7800,Asia Pacific,Startup
CUST-JOIN-7801,Freight Account 7801,North America,SMB
CUST-JOIN-7802,Freight Account 7802,Asia Pacific,SMB
CUST-JOIN-7803,Freight Account 7803,North America,Enterprise
CUST-JOIN-7804,Freight Account 7804,Europe,Startup
CUST-JOIN-7805,Freight Account 7805,Europe,Startup
CUST-JOIN-7806,Freight Account 7806,North America,SMB
CUST-JOIN-7807,Freight Account 7807,Asia Pacific,Startup
CUST-JOIN-7808,Freight Account 7808,North America,Startup
CUST-JOIN-7809,Freight Account 7809,Asia Pacific,SMB
CUST-JOIN-7810,Freight Account 7810,Europe,SMB
CUST-JOIN-7811,Freight Account 7811,Asia Pacific,Startup
CUST-JOIN-7812,Freight Account 7812,North America,SMB
CUST-JOIN-7813,Freight Account 7813,North America,Startup
CUST-JOIN-7814,Freight Account 7814,Europe,SMB
CUST-JOIN-7815,Freight Account 7815,Europe,Startup
CUST-JOIN-7816,Freight Account 7816,Europe,SMB
CUST-JOIN-7817,Freight Account 7817,Europe,SMB
CUST-JOIN-7818,Freight Account 7818,North America,Startup
CUST-JOIN-7819,Freight Account 7819,North America,SMB
CUST-JOIN-7820,Freight Account 7820,Europe,SMB
CUST-JOIN-7821,Freight Account 7821,Asia Pacific,SMB
CUST-JOIN-7822,Freight Account 7822,Europe,Enterprise
CUST-JOIN-7823,Freight Account 7823,Europe,Startup
CUST-JOIN-7824,Freight Account 7824,Europe,Startup
CUST-JOIN-7825,Freight Account 7825,Europe,Startup
CUST-JOIN-7826,Freight Account 7826,Europe,SMB
CUST-JOIN-7827,Freight Account 7827,North America,SMB
CUST-JOIN-7828,Freight Account 7828,Europe,Startup
CUST-JOIN-7829,Freight Account 7829,Asia Pacific,SMB
CUST-JOIN-7830,Freight Account 7830,North America,Enterprise
CUST-JOIN-7831,Freight Account 7831,Europe,Startup
CUST-JOIN-7832,Freight Account 7832,Asia Pacific,SMB
CUST-JOIN-7833,Freight Account 7833,North America,Startup
CUST-JOIN-7834,Freight Account 7834,North America,Startup
CUST-JOIN-7835,Freight Account 7835,North America,Startup
CUST-JOIN-7836,Freight Account 7836,Asia Pacific,Startup
CUST-JOIN-7837,Freight Account 7837,Asia Pacific,Enterprise
CUST-JOIN-7838,Freight Account 7838,Asia Pacific,SMB
CUST-JOIN-7839,Freight Account 7839,Europe,Startup
CUST-JOIN-7840,Freight Account 7840,Europe,Startup
CUST-JOIN-7841,Freight Account 7841,Asia Pacific,Startup
CUST-JOIN-7842,Freight Account 7842,North America,Startup
CUST-JOIN-7843,Freight Account 7843,Asia Pacific,SMB
CUST-JOIN-7844,Freight Account 7844,Europe,SMB
CUST-JOIN-7845,Freight Account 7845,Europe,Startup
CUST-JOIN-7846,Freight Account 7846,North America,SMB
CUST-JOIN-7847,Freight Account 7847,North America,Startup
CUST-JOIN-7848,Freight Account 7848,North America,Enterprise
CUST-JOIN-7849,Freight Account 7849,Europe,Startup
CUST-JOIN-7850,Freight Account 7850,Asia Pacific,Startup
CUST-JOIN-7851,Freight Account 7851,Asia Pacific,SMB
CUST-JOIN-7852,Freight Account 7852,North America,SMB
CUST-JOIN-7853,Freight Account 7853,Asia Pacific,Startup
CUST-JOIN-7854,Freight Account 7854,Asia Pacific,Startup
CUST-JOIN-7855,Freight Account 7855,North America,Startup
CUST-JOIN-7856,Freight Account 7856,North America,Startup
CUST-JOIN-7857,Freight Account 7857,North America,Startup
CUST-JOIN-7858,Freight Account 7858,Europe,SMB
CUST-JOIN-7859,Freight Account 7859,Europe,Startup
CUST-JOIN-7860,Freight Account 7860,Asia Pacific,Startup
CUST-JOIN-7861,Freight Account 7861,Europe,SMB
CUST-JOIN-7862,Freight Account 7862,Asia Pacific,SMB
CUST-JOIN-7863,Freight Account 7863,Europe,SMB
CUST-JOIN-7864,Freight Account 7864,Europe,SMB
CUST-JOIN-7865,Freight Account 7865,North America,Startup
CUST-JOIN-7866,Freight Account 7866,Europe,SMB
CUST-JOIN-7867,Freight Account 7867,North America,Startup
CUST-JOIN-7868,Freight Account 7868,Europe,Startup
CUST-JOIN-7869,Freight Account 7869,Europe,Startup
CUST-JOIN-7870,Freight Account 7870,Asia Pacific,Enterprise
CUST-JOIN-7871,Freight Account 7871,Asia Pacific,SMB
CUST-JOIN-7872,Freight Account 7872,Asia Pacific,Startup
CUST-JOIN-7873,Freight Account 7873,Europe,Startup
CUST-JOIN-7874,Freight Account 7874,Europe,Startup
CUST-JOIN-7875,Freight Account 7875,North America,SMB
CUST-JOIN-7876,Freight Account 7876,Europe,SMB
CUST-JOIN-7877,Freight Account 7877,Asia Pacific,SMB
CUST-JOIN-7878,Freight Account 7878,Europe,SMB
CUST-JOIN-7879,Freight Account 7879,Asia Pacific,Startup
CUST-JOIN-7880,Freight Account 7880,Asia Pacific,Startup
CUST-JOIN-7881,Freight Account 7881,Asia Pacific,SMB
CUST-JOIN-7882,Freight Account 7882,North America,Startup
CUST-JOIN-7883,Freight Account 7883,Asia Pacific,SMB
CUST-JOIN-7884,Freight Account 7884,North America,Startup
CUST-JOIN-7885,Freight Account 7885,Europe,Startup
CUST-JOIN-7886,Freight Account 7886,Europe,SMB
CUST-JOIN-7887,Freight Account 7887,Asia Pacific,Startup
CUST-JOIN-7888,Freight Account 7888,Europe,SMB
CUST-JOIN-7889,Freight Account 7889,North America,Startup
CUST-JOIN-7890,Freight Account 7890,North America,SMB
CUST-JOIN-7891,Freight Account 7891,North America,Startup
CUST-JOIN-7892,Freight Account 7892,Europe,SMB
CUST-JOIN-7893,Freight Account 7893,North America,SMB
CUST-JOIN-7894,Freight Account 7894,Asia Pacific,Startup
CUST-JOIN-7895,Freight Account 7895,North America,Startup
CUST-JOIN-7896,Freight Account 7896,North America,SMB
CUST-JOIN-7897,Freight Account 7897,North America,Startup
CUST-JOIN-7898,Freight Account 7898,North America,Enterprise
CUST-JOIN-7899,Freight Account 7899,Asia Pacific,Startup
CUST-JOIN-7900,Freight Account 7900,North America,SMB
CUST-JOIN-7901,Freight Account 7901,Europe,Startup
CUST-JOIN-7902,Freight Account 7902,Asia Pacific,Startup
CUST-JOIN-7903,Freight Account 7903,Asia Pacific,Enterprise
CUST-JOIN-7904,Freight Account 7904,Europe,SMB
CUST-JOIN-7905,Freight Account 7905,Europe,Startup
CUST-JOIN-7906,Freight Account 7906,Asia Pacific,Startup
CUST-JOIN-7907,Freight Account 7907,North America,Startup
CUST-JOIN-7908,Freight Account 7908,Asia Pacific,Startup
CUST-JOIN-7909,Freight Account 7909,Asia Pacific,SMB
CUST-JOIN-7910,Freight Account 7910,Europe,Startup
CUST-JOIN-7911,Freight Account 7911,Asia Pacific,Enterprise
CUST-JOIN-7912,Freight Account 7912,North America,Startup
CUST-JOIN-7913,Freight Account 7913,Asia Pacific,Startup
CUST-JOIN-7914,Freight Account 7914,North America,Startup
CUST-JOIN-7915,Freight Account 7915,Europe,SMB
CUST-JOIN-7916,Freight Account 7916,Europe,Enterprise
CUST-JOIN-7917,Freight Account 7917,North America,Startup
CUST-JOIN-7918,Freight Account 7918,Asia Pacific,Startup
CUST-JOIN-7919,Freight Account 7919,Asia Pacific,SMB
CUST-JOIN-7920,Freight Account 7920,Europe,Startup
CUST-JOIN-7921,Freight Account 7921,Asia Pacific,SMB
CUST-JOIN-7922,Freight Account 7922,Europe,SMB
CUST-JOIN-7923,Freight Account 7923,Europe,Startup
CUST-JOIN-7924,Freight Account 7924,Europe,SMB
CUST-JOIN-7925,Freight Account 7925,Asia Pacific,Enterprise
CUST-JOIN-7926,Freight Account 7926,Europe,Startup
CUST-JOIN-7927,Freight Account 7927,Asia Pacific,Startup
CUST-JOIN-7928,Freight Account 7928,Europe,Enterprise
CUST-JOIN-7929,Freight Account 7929,Europe,Enterprise
CUST-JOIN-7930,Freight Account 7930,North America,Enterprise
CUST-JOIN-7931,Freight Account 7931,North America,Startup
CUST-JOIN-7932,Freight Account 7932,North America,SMB
CUST-JOIN-7933,Freight Account 7933,North America,Enterprise
CUST-JOIN-7934,Freight Account 7934,Europe,Startup
CUST-JOIN-7935,Freight Account 7935,North America,Startup
CUST-JOIN-7936,Freight Account 7936,Asia Pacific,SMB
CUST-JOIN-7937,Freight Account 7937,North America,Startup
CUST-JOIN-7938,Freight Account 7938,Asia Pacific,SMB
CUST-JOIN-7939,Freight Account 7939,Europe,Startup
CUST-JOIN-7940,Freight Account 7940,Asia Pacific,Enterprise
CUST-JOIN-7941,Freight Account 7941,North America,Startup
CUST-JOIN-7942,Freight Account 7942,Asia Pacific,Startup
CUST-JOIN-7943,Freight Account 7943,Europe,Startup
CUST-JOIN-7944,Freight Account 7944,Europe,Startup
CUST-JOIN-7945,Freight Account 7945,Asia Pacific,SMB
CUST-JOIN-7946,Freight Account 7946,North America,Startup
CUST-JOIN-7947,Freight Account 7947,Asia Pacific,Enterprise
CUST-JOIN-7948,Freight Account 7948,Asia Pacific,SMB
CUST-JOIN-7949,Freight Account 7949,North America,SMB
CUST-JOIN-7950,Freight Account 7950,Europe,Startup
CUST-JOIN-7951,Freight Account 7951,Europe,Startup
CUST-JOIN-7952,Freight Account 7952,North America,Startup
CUST-JOIN-7953,Freight Account 7953,Asia Pacific,Startup
CUST-JOIN-7954,Freight Account 7954,North America,Startup
CUST-JOIN-7955,Freight Account 7955,Asia Pacific,Startup
CUST-JOIN-7956,Freight Account 7956,North America,SMB
CUST-JOIN-7957,Freight Account 7957,Europe,Startup
CUST-JOIN-7958,Freight Account 7958,Asia Pacific,SMB
CUST-JOIN-7959,Freight Account 7959,North America,Startup
CUST-JOIN-7960,Freight Account 7960,Europe,Enterprise
CUST-JOIN-7961,Freight Account 7961,North America,Enterprise
CUST-JOIN-7962,Freight Account 7962,North America,SMB
CUST-JOIN-7963,Freight Account 7963,Asia Pacific,SMB
CUST-JOIN-7964,Freight Account 7964,Europe,SMB
CUST-JOIN-7965,Freight Account 7965,North America,SMB
CUST-JOIN-7966,Freight Account 7966,Europe,Startup
